LOC111099035 rna-XM_022430346.1
LOC111111496 rna-XM_022448509.1
LOC111111520 rna-XM_022448543.1
LOC111111527 rna-XM_022448557.1
LOC111111534 rna-XM_022448568.1
LOC111111536 rna-XM_022448572.1
LOC111111542 rna-XM_022448586.1
LOC111111543 rna-XM_022448587.1
LOC111111557 rna-XM_022448604.1
LOC111111576 rna-XM_022448635.1
LOC111111582 rna-XM_022448637.1
LOC111111593 rna-XM_022448658.1
LOC111111599 rna-XR_002636069.1
LOC111111616 rna-XM_022448697.1
LOC111111625 rna-XR_002636074.1
LOC111111640 rna-XM_022448731.1
LOC111111646 rna-XM_022448744.1
LOC111111647 rna-XM_022448745.1
LOC111111666 rna-XM_022448766.1
LOC111111676 rna-XM_022448785.1
LOC111111679 rna-XM_022448789.1
LOC111111691 rna-XM_022448811.1
LOC111111699 rna-XM_022448823.1
LOC111111704 rna-XM_022448832.1
LOC111111761 rna-XM_022448897.1
LOC111111816 rna-XM_022448968.1
LOC111111820 rna-XM_022448979.1
LOC111111841 rna-XM_022449009.1
LOC111111855 rna-XM_022449105.1
LOC111111876 rna-XM_022449056.1
LOC111111885 rna-XM_022449071.1
LOC111111906 rna-XM_022449094.1
LOC111111918 rna-XM_022449110.1
LOC111111941 rna-XM_022449143.1
LOC111111943 rna-XM_022449149.1
LOC111111946 rna-XM_022449158.1
LOC111111960 rna-XM_022449181.1
LOC111111983 rna-XR_002636163.1
LOC111111994 rna-XM_022449229.1
LOC111112006 rna-XM_022449243.1
LOC111112028 rna-XM_022449315.1
LOC111112082 rna-XR_002636183.1
LOC111112099 rna-XM_022449413.1
LOC111112108 rna-XM_022449434.1
LOC111112116 rna-XM_022449449.1
LOC111112130 rna-XM_022449488.1
LOC111112137 rna-XM_022449496.1
LOC111112138 rna-XM_022449501.1
LOC111112163 rna-XR_002636196.1
LOC111112182 rna-XR_002636200.1
LOC111112202 rna-XM_022449596.1
LOC111112206 rna-XM_022449603.1
LOC111112208 rna-XM_022449606.1
LOC111112221 rna-XM_022449633.1
LOC111112253 rna-XM_022449662.1
LOC111112269 rna-XR_002636239.1
LOC111112301 rna-XM_022449718.1
LOC111112317 rna-XM_022449760.1
LOC111112350 rna-XR_002636254.1
LOC111112352 rna-XM_022449801.1
LOC111112370 rna-XM_022449829.1
LOC111112408 rna-XR_002636265.1
LOC111112415 rna-XM_022449897.1
LOC111112510 rna-XM_022450034.1
LOC111112517 rna-XM_022450051.1
LOC111112568 rna-XM_022450100.1
LOC111112603 rna-XM_022450176.1
LOC111112605 rna-XM_022450206.1
LOC111112622 rna-XM_022450243.1
LOC111112629 rna-XM_022450264.1
LOC111112635 rna-XM_022450287.1
LOC111112640 rna-XM_022450295.1
LOC111112643 rna-XM_022450305.1
LOC111112650 rna-XM_022450507.1
LOC111112667 rna-XM_022450374.1
LOC111112671 rna-XM_022450381.1
LOC111112686 rna-XM_022450403.1
LOC111112688 rna-XM_022450410.1
LOC111112720 rna-XR_002636334.1
LOC111112729 rna-XM_022450462.1
LOC111112741 rna-XR_002636353.1
LOC111112747 rna-XM_022450500.1
LOC111112757 rna-XM_022450520.1
LOC111112763 rna-XM_022450533.1
LOC111112778 rna-XM_022450563.1
LOC111112780 rna-XR_002636373.1
LOC111112790 rna-XM_022450585.1
LOC111112806 rna-XM_022450610.1
LOC111112810 rna-XM_022450616.1
LOC111112829 rna-XM_022450669.1
LOC111112839 rna-XM_022450681.1
LOC111112874 rna-XM_022450727.1
LOC111112878 rna-XM_022450732.1
LOC111112886 rna-XM_022450749.1
LOC111112912 rna-XM_022450786.1
LOC111112914 rna-XM_022450789.1
LOC111112920 rna-XM_022450801.1
LOC111112922 rna-XM_022450806.1
LOC111112957 rna-XM_022450851.1
LOC111112968 rna-XM_022450869.1
LOC111113002 rna-XM_022450918.1
LOC111113020 rna-XM_022450941.1
LOC111113021 rna-XM_022451062.1
LOC111113025 rna-XM_022450955.1
LOC111113031 rna-XM_022450963.1
LOC111113033 rna-XM_022450966.1
LOC111113040 rna-XM_022450985.1
LOC111113042 rna-XM_022450999.1
LOC111113053 rna-XM_022451002.1
LOC111113062 rna-XM_022451024.1
LOC111113086 rna-XM_022451065.1
LOC111113092 rna-XM_022451075.1
LOC111113109 rna-XR_002636466.1
LOC111113111 rna-XR_002636471.1
LOC111113122 rna-XM_022451108.1
LOC111113153 rna-XR_002636476.1
LOC111113157 rna-XM_022451171.1
LOC111113159 rna-XM_022451172.1
LOC111113163 rna-XM_022451195.1
LOC111113167 rna-XM_022451202.1
LOC111113170 rna-XM_022451207.1
LOC111113177 rna-XM_022451249.1
LOC111113208 rna-XM_022451307.1
LOC111113215 rna-XM_022451314.1
LOC111113238 rna-XM_022451510.1
LOC111113260 rna-XM_022451365.1
LOC111113269 rna-XM_022451386.1
LOC111113274 rna-XM_022451398.1
LOC111113276 rna-XM_022451400.1
LOC111113297 rna-XR_002636533.1
LOC111113334 rna-XM_022451528.1
LOC111113345 rna-XM_022451546.1
LOC111113352 rna-XM_022451560.1
LOC111113355 rna-XM_022451575.1
LOC111113358 rna-XM_022451585.1
LOC111113363 rna-XM_022451592.1
LOC111113372 rna-XM_022451607.1
LOC111113381 rna-XM_022451618.1
LOC111113399 rna-XM_022451659.1
LOC111113411 rna-XM_022451666.1
LOC111113416 rna-XM_022451675.1
LOC111113422 rna-XM_022451688.1
LOC111113434 rna-XM_022451723.1
LOC111113448 rna-XM_022451744.1
LOC111113633 rna-XM_022451936.1
LOC111113720 rna-XM_022452019.1
LOC111113756 rna-XM_022452055.1
LOC111114011 rna-XM_022452311.1
LOC111114075 rna-XM_022452367.1
LOC111114283 rna-XM_022452594.1
LOC111114347 rna-XR_002636573.1
LOC111114448 rna-XM_022452739.1
LOC111114455 rna-XM_022452752.1
LOC111114456 rna-XM_022452756.1
LOC111114460 rna-XM_022452762.1
LOC111114475 rna-XM_022452784.1
LOC111114476 rna-XM_022452794.1
LOC111114485 rna-XM_022452802.1
LOC111114489 rna-XM_022452828.1
LOC111114491 rna-XM_022452809.1
LOC111114493 rna-XR_002636596.1
LOC111114499 rna-XM_022452829.1
LOC111114500 rna-XM_022452832.1
LOC111114510 rna-XM_022452855.1
LOC111114535 rna-XM_022452881.1
LOC111114549 rna-XM_022452899.1
LOC111114581 rna-XM_022452944.1
LOC111114583 rna-XM_022452948.1
LOC111114586 rna-XM_022452955.1
LOC111114587 rna-XM_022452968.1
LOC111114601 rna-XM_022452979.1
LOC111114615 rna-XM_022452997.1
LOC111114619 rna-XM_022453005.1
LOC111114661 rna-XM_022453066.1
LOC111114666 rna-XM_022453074.1
LOC111114669 rna-XM_022453079.1
LOC111114676 rna-XM_022453095.1
LOC111114705 rna-XM_022453135.1
LOC111114714 rna-XM_022453149.1
LOC111114724 rna-XM_022453167.1
LOC111114731 rna-XM_022453186.1
LOC111114740 rna-XM_022453201.1
LOC111114753 rna-XM_022453218.1
LOC111114825 rna-XM_022453311.1
LOC111114828 rna-XM_022453319.1
LOC111114834 rna-XM_022453329.1
LOC111114846 rna-XM_022453351.1
LOC111114859 rna-XM_022453374.1
LOC111114862 rna-XM_022453378.1
LOC111114865 rna-XM_022453390.1
LOC111114882 rna-XM_022453403.1
LOC111114886 rna-XM_022453414.1
LOC111114887 rna-XR_002636666.1
LOC111114896 rna-XM_022453442.1
LOC111114901 rna-XM_022453433.1
LOC111114902 rna-XM_022453443.1
LOC111114919 rna-XR_002636683.1
LOC111114926 rna-XM_022453476.1
LOC111114987 rna-XM_022453541.1
LOC111115006 rna-XM_022453575.1
LOC111115010 rna-XM_022453583.1
LOC111115025 rna-XM_022453599.1
LOC111115026 rna-XR_002636727.1
LOC111115072 rna-XM_022453651.1
LOC111115075 rna-XM_022453656.1
LOC111115082 rna-XM_022453664.1
LOC111115089 rna-XR_002636752.1
LOC111115092 rna-XM_022453680.1
LOC111115100 rna-XM_022453694.1
LOC111115107 rna-XM_022453715.1
LOC111115128 rna-XR_002636754.1
LOC111115166 rna-XM_022453809.1
LOC111115187 rna-XM_022453838.1
LOC111115198 rna-XM_022453853.1
LOC111115204 rna-XM_022453860.1
LOC111115235 rna-XM_022453896.1
LOC111115251 rna-XM_022453913.1
LOC111115260 rna-XM_022453933.1
LOC111115272 rna-XM_022453950.1
LOC111115277 rna-XM_022453959.1
LOC111115287 rna-XM_022453971.1
LOC111115299 rna-XM_022453989.1
LOC111115338 rna-XM_022454022.1
LOC111115341 rna-XM_022454036.1
LOC111115356 rna-XM_022454059.1
LOC111115402 rna-XR_002636817.1
LOC111115407 rna-XM_022454126.1
LOC111115409 rna-XM_022454131.1
LOC111115416 rna-XM_022454138.1
LOC111115420 rna-XR_002636821.1
LOC111115426 rna-XM_022454158.1
LOC111115428 rna-XM_022454277.1
LOC111115441 rna-XM_022454177.1
LOC111115460 rna-XM_022454209.1
LOC111115471 rna-XM_022454223.1
LOC111115516 rna-XR_002636841.1
LOC111115531 rna-XM_022454296.1
LOC111115549 rna-XM_022454338.1
LOC111115585 rna-XR_002636861.1
LOC111115604 rna-XM_022454397.1
LOC111115638 rna-XM_022454456.1
LOC111115689 rna-XR_002636884.1
LOC111115698 rna-XM_022454525.1
LOC111115732 rna-XM_022454569.1
LOC111115737 rna-XM_022454585.1
LOC111115745 rna-XM_022454588.1
LOC111115746 rna-XM_022454589.1
LOC111115775 rna-XM_022454617.1
LOC111115786 rna-XM_022454629.1
LOC111115806 rna-XM_022454668.1
LOC111115814 rna-XM_022454675.1
LOC111115815 rna-XM_022454676.1
LOC111115885 rna-XM_022454785.1
LOC111115894 rna-XM_022454797.1
LOC111115896 rna-XM_022454800.1
LOC111115920 rna-XM_022454841.1
LOC111115967 rna-XM_022454897.1
LOC111115976 rna-XM_022454911.1
LOC111115979 rna-XM_022454917.1
LOC111115981 rna-XM_022454926.1
LOC111116003 rna-XM_022454967.1
LOC111116029 rna-XM_022454994.1
LOC111116033 rna-XM_022455000.1
LOC111116087 rna-XM_022455072.1
LOC111116098 rna-XM_022455090.1
LOC111116119 rna-XM_022455111.1
LOC111116124 rna-XM_022455114.1
LOC111116128 rna-XM_022455123.1
LOC111116130 rna-XM_022455129.1
LOC111116142 rna-XR_002636994.1
LOC111116615 rna-XM_022455616.1
LOC111116629 rna-XM_022455627.1
LOC111116661 rna-XM_022455659.1
LOC111116665 rna-XR_002637041.1
LOC111116683 rna-XM_022455675.1
LOC111116713 rna-XR_002637061.1
LOC111116747 rna-XM_022455736.1
LOC111116752 rna-XM_022455744.1
LOC111116762 rna-XM_022455757.1
LOC111116774 rna-XM_022455772.1
LOC111116795 rna-XM_022455814.1
LOC111116803 rna-XM_022455822.1
LOC111116814 rna-XM_022455831.1
LOC111116831 rna-XM_022455851.1
LOC111116845 rna-XM_022455864.1
LOC111116864 rna-XM_022455890.1
LOC111116868 rna-XR_002637106.1
LOC111116883 rna-XM_022455933.1
LOC111116886 rna-XM_022455936.1
LOC111116942 rna-XR_002637131.1
LOC111116965 rna-XM_022456017.1
LOC111117016 rna-XM_022456074.1
LOC111117040 rna-XM_022456106.1
LOC111117047 rna-XM_022456116.1
LOC111117083 rna-XM_022456153.1
LOC111117087 rna-XM_022456168.1
LOC111117096 rna-XR_002637189.1
LOC111117101 rna-XM_022456182.1
LOC111117113 rna-XM_022456198.1
LOC111117153 rna-XM_022456235.1
LOC111117205 rna-XM_022456277.1
LOC111117207 rna-XR_002637208.1
LOC111117210 rna-XR_002637212.1
LOC111117288 rna-XR_002637220.1
LOC111117293 rna-XM_022456356.1
LOC111117310 rna-XR_002637226.1
LOC111117311 rna-XR_002637230.1
LOC111117340 rna-XM_022456420.1
LOC111117346 rna-XM_022456428.1
LOC111117378 rna-XM_022456481.1
LOC111117385 rna-XM_022456487.1
LOC111117403 rna-XM_022456516.1
LOC111117406 rna-XM_022456524.1
LOC111117454 rna-XM_022456579.1
LOC111117456 rna-XM_022456582.1
LOC111117468 rna-XM_022456605.1
LOC111117491 rna-XM_022456628.1
LOC111117501 rna-XR_002637262.1
LOC111117538 rna-XR_002637265.1
LOC111117552 rna-XR_002637273.1
LOC111117566 rna-XR_002637277.1
LOC111117567 rna-XM_022456715.1
LOC111117593 rna-XR_002637284.1
LOC111117607 rna-XM_022456762.1
LOC111117616 rna-XM_022456769.1
LOC111117638 rna-XM_022456794.1
LOC111117668 rna-XM_022456829.1
LOC111117736 rna-XM_022456928.1
LOC111117739 rna-XM_022456934.1
LOC111117745 rna-XM_022456971.1
LOC111117749 rna-XM_022456976.1
LOC111117755 rna-XM_022456992.1
LOC111117756 rna-XM_022456995.1
LOC111117760 rna-XM_022456999.1
LOC111117762 rna-XR_002637324.1
LOC111117764 rna-XM_022457008.1
LOC111117770 rna-XR_002637326.1
LOC111117833 rna-XM_022457066.1
LOC111117877 rna-XM_022457114.1
LOC111117880 rna-XM_022457120.1
LOC111117881 rna-XM_022457121.1
LOC111117889 rna-XR_002637366.1
LOC111117902 rna-XR_002637370.1
LOC111117936 rna-XR_002637381.1
LOC111117983 rna-XM_022457237.1
LOC111117992 rna-XM_022457250.1
LOC111118004 rna-XM_022457270.1
LOC111118073 rna-XM_022457368.1
LOC111118184 rna-XM_022457518.1
LOC111118234 rna-XM_022457579.1
LOC111118241 rna-XM_022457587.1
LOC111118245 rna-XM_022457598.1
LOC111118255 rna-XM_022457617.1
LOC111118317 rna-XM_022457721.1
LOC111118342 rna-XM_022457749.1
LOC111118365 rna-XM_022457770.1
LOC111118380 rna-XM_022457819.1
LOC111118417 rna-XM_022457888.1
LOC111118421 rna-XM_022457893.1
LOC111118430 rna-XM_022457906.1
LOC111118463 rna-XM_022457956.1
LOC111118470 rna-XM_022457970.1
LOC111118480 rna-XM_022457983.1
LOC111118486 rna-XM_022457990.1
LOC111118516 rna-XM_022458033.1
LOC111118558 rna-XM_022458079.1
LOC111118562 rna-XM_022458098.1
LOC111118570 rna-XR_002637457.1
LOC111118571 rna-XR_002637465.1
LOC111118572 rna-XR_002637466.1
LOC111118573 rna-XM_022458108.1
LOC111118584 rna-XM_022458127.1
LOC111118602 rna-XM_022458153.1
LOC111118622 rna-XM_022458176.1
LOC111118650 rna-XM_022458206.1
LOC111118671 rna-XM_022458240.1
LOC111118686 rna-XM_022458260.1
LOC111118691 rna-XR_002637488.1
LOC111118705 rna-XM_022458288.1
LOC111118714 rna-XM_022458299.1
LOC111118719 rna-XM_022458304.1
LOC111118720 rna-XM_022458307.1
LOC111118726 rna-XM_022458323.1
LOC111118747 rna-XM_022458358.1
LOC111118791 rna-XM_022458418.1
LOC111118809 rna-XM_022458441.1
LOC111118810 rna-XM_022458443.1
LOC111118910 rna-XM_022458621.1
LOC111118938 rna-XM_022458663.1
LOC111118944 rna-XM_022458670.1
LOC111118955 rna-XM_022458686.1
LOC111118990 rna-XM_022458728.1
LOC111119018 rna-XM_022458807.1
LOC111119030 rna-XM_022458828.1
LOC111119033 rna-XM_022458841.1
LOC111119066 rna-XM_022458890.1
LOC111119088 rna-XM_022458910.1
LOC111119093 rna-XM_022458917.1
LOC111119103 rna-XM_022458950.1
LOC111119124 rna-XR_002637532.1
LOC111119125 rna-XM_022458984.1
LOC111119127 rna-XR_002637545.1
LOC111119197 rna-XM_022459110.1
LOC111119201 rna-XM_022459126.1
LOC111119206 rna-XR_002637554.1
LOC111119225 rna-XM_022459185.1
LOC111119226 rna-XM_022459186.1
LOC111119235 rna-XM_022459217.1
LOC111119255 rna-XM_022459260.1
LOC111119290 rna-XM_022459308.1
LOC111119297 rna-XM_022459323.1
LOC111119304 rna-XM_022459357.1
LOC111119309 rna-XM_022459364.1
LOC111119319 rna-XM_022459376.1
LOC111119326 rna-XM_022459388.1
LOC111119327 rna-XM_022459391.1
LOC111119330 rna-XM_022459397.1
LOC111119356 rna-XM_022459426.1
LOC111119371 rna-XM_022459461.1
LOC111119378 rna-XM_022459486.1
LOC111119387 rna-XM_022459500.1
LOC111119395 rna-XM_022459515.1
LOC111119425 rna-XM_022459598.1
LOC111119426 rna-XM_022459600.1
LOC111119447 rna-XM_022459647.1
LOC111119467 rna-XM_022459663.1
LOC111119492 rna-XM_022459697.1
LOC111119502 rna-XM_022459708.1
LOC111119511 rna-XM_022459718.1
LOC111119530 rna-XM_022459752.1
LOC111119533 rna-XM_022459765.1
LOC111119547 rna-XR_002637597.1
LOC111119571 rna-XM_022459845.1
LOC111119582 rna-XM_022459880.1
LOC111119588 rna-XM_022459902.1
LOC111119607 rna-XM_022459947.1
LOC111119611 rna-XM_022459957.1
LOC111119612 rna-XM_022459968.1
LOC111119613 rna-XM_022459959.1
LOC111119620 rna-XM_022459969.1
LOC111119621 rna-XM_022459976.1
LOC111119669 rna-XM_022460077.1
LOC111119672 rna-XM_022460082.1
LOC111119690 rna-XM_022460111.1
LOC111119700 rna-XR_002637627.1
LOC111119708 rna-XM_022460139.1
LOC111119728 rna-XR_002637640.1
LOC111119733 rna-XM_022460185.1
LOC111119770 rna-XM_022460244.1
LOC111119785 rna-XM_022460272.1
LOC111119792 rna-XM_022460284.1
LOC111119819 rna-XM_022460325.1
LOC111119823 rna-XM_022460334.1
LOC111119828 rna-XM_022460343.1
LOC111119845 rna-XM_022460369.1
LOC111119848 rna-XM_022460375.1
LOC111119866 rna-XM_022460423.1
LOC111119867 rna-XM_022460429.1
LOC111119969 rna-XM_022460562.1
LOC111119986 rna-XM_022460583.1
LOC111119993 rna-XM_022460596.1
LOC111120005 rna-XM_022460612.1
LOC111120023 rna-XM_022460652.1
LOC111120027 rna-XM_022460662.1
LOC111120034 rna-XM_022460671.1
LOC111120059 rna-XM_022460707.1
LOC111120071 rna-XM_022460731.1
LOC111120100 rna-XM_022460774.1
LOC111120101 rna-XM_022460776.1
LOC111120121 rna-XM_022460822.1
LOC111120125 rna-XM_022460827.1
LOC111120134 rna-XM_022460852.1
LOC111120161 rna-XM_022460891.1
LOC111120470 rna-XR_002637669.1
LOC111120472 rna-XM_022461191.1
LOC111120479 rna-XM_022461210.1
LOC111120484 rna-XM_022461216.1
LOC111120491 rna-XM_022461231.1
LOC111120497 rna-XM_022461240.1
LOC111120500 rna-XM_022461248.1
LOC111120508 rna-XM_022461258.1
LOC111120510 rna-XM_022461266.1
LOC111120519 rna-XM_022461310.1
LOC111120610 rna-XM_022461458.1
LOC111120622 rna-XM_022461487.1
LOC111120625 rna-XM_022461478.1
LOC111120626 rna-XM_022461482.1
LOC111120646 rna-XM_022461517.1
LOC111120660 rna-XM_022461551.1
LOC111120689 rna-XM_022461607.1
LOC111120723 rna-XM_022461650.1
LOC111120729 rna-XM_022461661.1
LOC111120749 rna-XM_022461692.1
LOC111120759 rna-XM_022461703.1
LOC111120784 rna-XM_022461752.1
LOC111120791 rna-XM_022461761.1
LOC111120816 rna-XM_022461797.1
LOC111120857 rna-XM_022461860.1
LOC111120871 rna-XM_022461879.1
LOC111120921 rna-XM_022461967.1
LOC111120953 rna-XM_022462017.1
LOC111120969 rna-XM_022462043.1
LOC111120972 rna-XM_022462050.1
LOC111121176 rna-XM_022462343.1
LOC111121184 rna-XM_022462939.1
LOC111121186 rna-XR_002637735.1
LOC111121197 rna-XM_022462354.1
LOC111121257 rna-XM_022462433.1
LOC111121261 rna-XM_022462444.1
LOC111121273 rna-XM_022462463.1
LOC111121278 rna-XM_022462484.1
LOC111121304 rna-XM_022462517.1
LOC111121359 rna-XM_022462611.1
LOC111121369 rna-XM_022462629.1
LOC111121373 rna-XM_022462637.1
LOC111121383 rna-XM_022462648.1
LOC111121405 rna-XM_022462679.1
LOC111121430 rna-XM_022462718.1
LOC111121434 rna-XM_022462723.1
LOC111121476 rna-XM_022462777.1
LOC111121562 rna-XR_002637785.1
LOC111121565 rna-XM_022462893.1
LOC111121572 rna-XM_022462898.1
LOC111121586 rna-XM_022462927.1
LOC111121590 rna-XM_022462932.1
LOC111121599 rna-XM_022462949.1
LOC111121605 rna-XM_022462957.1
LOC111121634 rna-XM_022462990.1
LOC111121704 rna-XM_022463072.1
LOC111121706 rna-XM_022463075.1
LOC111121718 rna-XM_022463105.1
LOC111121734 rna-XM_022463124.1
LOC111121744 rna-XM_022463161.1
LOC111121807 rna-XM_022463240.1
LOC111121822 rna-XM_022463255.1
LOC111121828 rna-XR_002637809.1
LOC111121847 rna-XM_022463314.1
LOC111121849 rna-XM_022463304.1
LOC111121865 rna-XM_022463340.1
LOC111121868 rna-XM_022463335.1
LOC111121877 rna-XM_022463349.1
LOC111121942 rna-XR_002637824.1
LOC111121955 rna-XM_022463454.1
LOC111121967 rna-XM_022463467.1
LOC111121981 rna-XM_022463483.1
LOC111121983 rna-XM_022463487.1
LOC111122000 rna-XM_022463518.1
LOC111122016 rna-XM_022463539.1
LOC111122047 rna-XM_022463578.1
LOC111122050 rna-XM_022463585.1
LOC111122052 rna-XM_022463584.1
LOC111122071 rna-XM_022463623.1
LOC111122103 rna-XM_022463664.1
LOC111122144 rna-XM_022463730.1
LOC111122176 rna-XM_022463792.1
LOC111122184 rna-XM_022463804.1
LOC111122236 rna-XM_022463878.1
LOC111122242 rna-XM_022463887.1
LOC111122254 rna-XM_022463903.1
LOC111122264 rna-XM_022463915.1
LOC111122342 rna-XM_022464074.1
LOC111122346 rna-XM_022464078.1
LOC111122356 rna-XM_022464162.1
LOC111122367 rna-XM_022464115.1
LOC111122368 rna-XM_022464117.1
LOC111122393 rna-XM_022464164.1
LOC111122406 rna-XM_022464192.1
LOC111122434 rna-XM_022464228.1
LOC111122443 rna-XM_022464243.1
LOC111122449 rna-XM_022464258.1
LOC111122456 rna-XR_002637898.1
LOC111122511 rna-XM_022464288.1
LOC111122514 rna-XM_022464293.1
LOC111122525 rna-XM_022464310.1
LOC111122584 rna-XM_022464373.1
LOC111122589 rna-XM_022464380.1
LOC111122599 rna-XM_022464402.1
LOC111122601 rna-XM_022464405.1
LOC111122602 rna-XM_022464407.1
LOC111122616 rna-XM_022464448.1
LOC111122626 rna-XM_022464444.1
LOC111122627 rna-XM_022464446.1
LOC111122641 rna-XM_022464486.1
LOC111122657 rna-XM_022464512.1
LOC111122665 rna-XM_022464524.1
LOC111122686 rna-XM_022464554.1
LOC111122706 rna-XM_022464579.1
LOC111122708 rna-XR_002637945.1
LOC111122797 rna-XM_022464728.1
LOC111122804 rna-XM_022464794.1
LOC111122811 rna-XM_022464776.1
LOC111122812 rna-XM_022464792.1
LOC111122822 rna-XM_022464813.1
LOC111122830 rna-XM_022464825.1
LOC111122875 rna-XM_022464890.1
LOC111122895 rna-XM_022464927.1
LOC111122912 rna-XM_022464946.1
LOC111122940 rna-XM_022464996.1
LOC111122983 rna-XR_002637974.1
LOC111123125 rna-XM_022465242.1
LOC111123129 rna-XM_022465261.1
LOC111123132 rna-XM_022465268.1
LOC111123136 rna-XM_022465280.1
LOC111123141 rna-XM_022465285.1
LOC111123144 rna-XM_022465295.1
LOC111123145 rna-XR_002637994.1
LOC111123177 rna-XR_002637998.1
LOC111123216 rna-XM_022465395.1
LOC111123221 rna-XM_022465407.1
LOC111123241 rna-XM_022465445.1
LOC111123253 rna-XM_022465481.1
LOC111123265 rna-XM_022465504.1
LOC111123273 rna-XM_022465517.1
LOC111123276 rna-XM_022465523.1
LOC111123290 rna-XM_022465534.1
LOC111123312 rna-XM_022465566.1
LOC111123328 rna-XM_022465587.1
LOC111123331 rna-XM_022465590.1
LOC111123338 rna-XM_022465605.1
LOC111123343 rna-XM_022465619.1
LOC111123348 rna-XM_022465640.1
LOC111123361 rna-XR_002638029.1
LOC111123364 rna-XM_022465648.1
LOC111123369 rna-XM_022465656.1
LOC111123371 rna-XM_022465661.1
LOC111123390 rna-XM_022465691.1
LOC111123395 rna-XM_022465705.1
LOC111123409 rna-XM_022465708.1
LOC111123415 rna-XM_022465720.1
LOC111123436 rna-XM_022465752.1
LOC111123460 rna-XM_022465777.1
LOC111123472 rna-XM_022465799.1
LOC111123480 rna-XM_022465802.1
LOC111123512 rna-XM_022465901.1
LOC111123546 rna-XM_022465937.1
LOC111123550 rna-XM_022465944.1
LOC111123557 rna-XM_022465961.1
LOC111123575 rna-XM_022465986.1
LOC111123585 rna-XM_022466012.1
LOC111123596 rna-XM_022466029.1
LOC111123619 rna-XM_022466072.1
LOC111123648 rna-XM_022466112.1
LOC111123687 rna-XM_022466188.1
LOC111123696 rna-XR_002638083.1
LOC111123731 rna-XR_002638094.1
LOC111123734 rna-XM_022466271.1
LOC111123744 rna-XM_022466328.1
LOC111123745 rna-XM_022466322.1
LOC111123755 rna-XM_022466317.1
LOC111123779 rna-XM_022466340.1
LOC111123785 rna-XM_022466348.1
LOC111123790 rna-XM_022466355.1
LOC111123798 rna-XM_022466384.1
LOC111123810 rna-XM_022466406.1
LOC111123813 rna-XM_022466415.1
LOC111123820 rna-XR_002638110.1
LOC111123821 rna-XM_022466433.1
LOC111123849 rna-XM_022466485.1
LOC111123882 rna-XM_022466529.1
LOC111123883 rna-XM_022466531.1
LOC111123890 rna-XM_022466552.1
LOC111123895 rna-XM_022466575.1
LOC111123901 rna-XM_022466584.1
LOC111123912 rna-XM_022466628.1
LOC111123920 rna-XM_022466641.1
LOC111123928 rna-XM_022466652.1
LOC111123935 rna-XM_022466667.1
LOC111123938 rna-XM_022466671.1
LOC111123960 rna-XM_022466717.1
LOC111123967 rna-XM_022466748.1
LOC111123983 rna-XM_022466788.1
LOC111123992 rna-XM_022466802.1
LOC111123993 rna-XM_022466808.1
LOC111124016 rna-XM_022466863.1
LOC111124036 rna-XM_022466918.1
LOC111124155 rna-XM_022467028.1
LOC111124469 rna-XR_002638198.1
LOC111124492 rna-XM_022467366.1
LOC111124493 rna-XR_002638208.1
LOC111124508 rna-XM_022467425.1
LOC111124514 rna-XM_022467434.1
LOC111124523 rna-XM_022467449.1
LOC111124530 rna-XM_022467466.1
LOC111124543 rna-XM_022467483.1
LOC111124554 rna-XM_022467507.1
LOC111124556 rna-XM_022467518.1
LOC111124576 rna-XM_022467542.1
LOC111124602 rna-XM_022467601.1
LOC111124612 rna-XM_022467626.1
LOC111124621 rna-XM_022467654.1
LOC111124629 rna-XM_022467663.1
LOC111124635 rna-XM_022467683.1
LOC111124642 rna-XR_002638231.1
LOC111124650 rna-XM_022467725.1
LOC111124658 rna-XM_022467736.1
LOC111124662 rna-XM_022467747.1
LOC111124666 rna-XM_022467750.1
LOC111124671 rna-XM_022467763.1
LOC111124678 rna-XM_022467899.1
LOC111124679 rna-XM_022467776.1
LOC111124686 rna-XM_022467788.1
LOC111124694 rna-XM_022467808.1
LOC111124698 rna-XM_022467815.1
LOC111124719 rna-XM_022467850.1
LOC111124730 rna-XM_022467878.1
LOC111124756 rna-XM_022467923.1
LOC111124768 rna-XM_022467943.1
LOC111124773 rna-XM_022467955.1
LOC111124807 rna-XM_022467996.1
LOC111124808 rna-XM_022468002.1
LOC111124835 rna-XM_022468048.1
LOC111124869 rna-XR_002638268.1
LOC111124871 rna-XM_022468117.1
LOC111124893 rna-XM_022468206.1
LOC111124908 rna-XM_022468203.1
LOC111124921 rna-XR_002638271.1
LOC111124922 rna-XM_022468229.1
LOC111124935 rna-XM_022468248.1
LOC111124942 rna-XM_022468275.1
LOC111124944 rna-XM_022468285.1
LOC111124946 rna-XM_022468303.1
LOC111124947 rna-XM_022468305.1
LOC111124969 rna-XR_002638284.1
LOC111124975 rna-XM_022468347.1
LOC111124985 rna-XM_022468353.1
LOC111124987 rna-XM_022468361.1
LOC111125014 rna-XM_022468416.1
LOC111125040 rna-XM_022468473.1
LOC111125061 rna-XM_022468517.1
LOC111125063 rna-XM_022468519.1
LOC111125102 rna-XM_022468586.1
LOC111125124 rna-XM_022468616.1
LOC111125132 rna-XM_022468629.1
LOC111125143 rna-XM_022468649.1
LOC111125152 rna-XM_022468664.1
LOC111125162 rna-XM_022468694.1
