LOC111099045 rna-XM_022430381.1
LOC111107064 rna-XM_022442028.1
LOC111107084 rna-XM_022442048.1
LOC111107088 rna-XM_022442057.1
LOC111107093 rna-XM_022442060.1
LOC111107099 rna-XM_022442078.1
LOC111107138 rna-XM_022442135.1
LOC111107149 rna-XM_022442169.1
LOC111107154 rna-XM_022442176.1
LOC111107158 rna-XM_022442195.1
LOC111107159 rna-XM_022442196.1
LOC111107163 rna-XM_022442202.1
LOC111107171 rna-XM_022442213.1
LOC111107177 rna-XM_022442217.1
LOC111107181 rna-XM_022442227.1
LOC111107204 rna-XM_022442260.1
LOC111107208 rna-XM_022442291.1
LOC111107218 rna-XM_022442301.1
LOC111107219 rna-XM_022442302.1
LOC111107224 rna-XM_022442312.1
LOC111107253 rna-XM_022442359.1
LOC111107272 rna-XM_022442388.1
LOC111107284 rna-XM_022442415.1
LOC111107288 rna-XM_022442422.1
LOC111107289 rna-XM_022442424.1
LOC111107294 rna-XM_022442436.1
LOC111107298 rna-XR_002635378.1
LOC111107300 rna-XR_002635384.1
LOC111107308 rna-XM_022442447.1
LOC111107318 rna-XM_022442458.1
LOC111107325 rna-XM_022442469.1
LOC111107326 rna-XM_022442475.1
LOC111107328 rna-XM_022442483.1
LOC111107342 rna-XM_022442506.1
LOC111107347 rna-XM_022442513.1
LOC111107349 rna-XM_022442517.1
LOC111107351 rna-XM_022442525.1
LOC111107357 rna-XM_022442530.1
LOC111107393 rna-XM_022442576.1
LOC111107402 rna-XM_022442585.1
LOC111107404 rna-XM_022442592.1
LOC111107422 rna-XM_022442616.1
LOC111107462 rna-XM_022442677.1
LOC111107487 rna-XM_022442707.1
LOC111107489 rna-XM_022442709.1
LOC111107493 rna-XM_022442717.1
LOC111107508 rna-XM_022442734.1
LOC111107510 rna-XR_002635411.1
LOC111107518 rna-XM_022442745.1
LOC111107548 rna-XM_022442803.1
LOC111107555 rna-XM_022442812.1
LOC111107560 rna-XR_002635419.1
LOC111107574 rna-XM_022442837.1
LOC111107576 rna-XM_022442842.1
LOC111107595 rna-XM_022442867.1
LOC111107602 rna-XM_022442876.1
LOC111107627 rna-XM_022442907.1
LOC111107631 rna-XR_002635423.1
LOC111107663 rna-XM_022442952.1
LOC111107668 rna-XM_022442966.1
LOC111107669 rna-XM_022442967.1
LOC111107671 rna-XM_022442975.1
LOC111107678 rna-XM_022442994.1
LOC111107695 rna-XR_002635427.1
LOC111107727 rna-XM_022443059.1
LOC111107757 rna-XM_022443101.1
LOC111107765 rna-XM_022443111.1
LOC111107767 rna-XM_022443114.1
LOC111107779 rna-XM_022443128.1
LOC111107781 rna-XR_002635453.1
LOC111107786 rna-XM_022443135.1
LOC111107790 rna-XM_022443141.1
LOC111107792 rna-XM_022443146.1
LOC111107795 rna-XM_022443150.1
LOC111107815 rna-XM_022443178.1
LOC111107827 rna-XM_022443197.1
LOC111107832 rna-XM_022443214.1
LOC111107835 rna-XM_022443221.1
LOC111107844 rna-XM_022443229.1
LOC111107851 rna-XM_022443240.1
LOC111107863 rna-XM_022443264.1
LOC111107897 rna-XM_022443300.1
LOC111107907 rna-XM_022443310.1
LOC111107911 rna-XM_022443317.1
LOC111107913 rna-XM_022443322.1
LOC111107923 rna-XM_022443353.1
LOC111107947 rna-XR_002635476.1
LOC111107985 rna-XM_022443447.1
LOC111107992 rna-XM_022443458.1
LOC111107995 rna-XM_022443470.1
LOC111108010 rna-XM_022443489.1
LOC111108038 rna-XM_022443524.1
LOC111108055 rna-XM_022443557.1
LOC111108060 rna-XM_022443562.1
LOC111108064 rna-XM_022443584.1
LOC111108080 rna-XM_022443598.1
LOC111108089 rna-XM_022443643.1
LOC111108120 rna-XM_022443696.1
LOC111108124 rna-XM_022443721.1
LOC111108127 rna-XM_022443730.1
LOC111108143 rna-XM_022443753.1
LOC111108144 rna-XR_002635534.1
LOC111108145 rna-XM_022443755.1
LOC111108147 rna-XM_022443759.1
LOC111108160 rna-XM_022443781.1
LOC111108167 rna-XM_022443798.1
LOC111108172 rna-XM_022443807.1
LOC111108176 rna-XM_022443813.1
LOC111108179 rna-XM_022443817.1
LOC111108181 rna-XM_022443826.1
LOC111108185 rna-XM_022443832.1
LOC111108190 rna-XM_022443856.1
LOC111108197 rna-XM_022443865.1
LOC111108199 rna-XM_022443869.1
LOC111108218 rna-XM_022443952.1
LOC111108225 rna-XM_022443963.1
LOC111108226 rna-XM_022443968.1
LOC111108231 rna-XM_022443978.1
LOC111108232 rna-XM_022443979.1
LOC111108234 rna-XM_022443982.1
LOC111108240 rna-XM_022443989.1
LOC111108248 rna-XM_022444003.1
LOC111108249 rna-XM_022444126.1
LOC111108262 rna-XM_022444025.1
LOC111108265 rna-XM_022444032.1
LOC111108268 rna-XM_022444040.1
LOC111108310 rna-XM_022444102.1
LOC111108323 rna-XM_022444124.1
LOC111108342 rna-XM_022444151.1
LOC111108344 rna-XR_002635561.1
LOC111108355 rna-XM_022444170.1
LOC111108357 rna-XM_022444173.1
LOC111108377 rna-XM_022444212.1
LOC111108379 rna-XM_022444215.1
LOC111108381 rna-XM_022444220.1
LOC111108388 rna-XM_022444237.1
LOC111108410 rna-XM_022444273.1
LOC111108426 rna-XM_022444298.1
LOC111108433 rna-XM_022444315.1
LOC111108439 rna-XM_022444333.1
LOC111108443 rna-XM_022444339.1
LOC111108451 rna-XM_022444350.1
LOC111108457 rna-XM_022444362.1
LOC111108459 rna-XR_002635567.1
LOC111108471 rna-XM_022444382.1
LOC111108474 rna-XM_022444386.1
LOC111108476 rna-XM_022444391.1
LOC111108479 rna-XM_022444397.1
LOC111108489 rna-XM_022444415.1
LOC111108491 rna-XM_022444420.1
LOC111108492 rna-XM_022444422.1
LOC111108509 rna-XM_022444455.1
LOC111108519 rna-XM_022444468.1
LOC111108521 rna-XM_022444472.1
LOC111108537 rna-XM_022444507.1
LOC111108553 rna-XM_022444533.1
LOC111108622 rna-XM_022444613.1
LOC111108624 rna-XM_022444616.1
LOC111108633 rna-XM_022444633.1
LOC111108642 rna-XM_022444648.1
LOC111108646 rna-XM_022444656.1
LOC111108649 rna-XM_022444660.1
LOC111108654 rna-XM_022444677.1
LOC111108662 rna-XM_022444689.1
LOC111108664 rna-XM_022444719.1
LOC111108677 rna-XM_022444714.1
LOC111108692 rna-XM_022444745.1
LOC111108693 rna-XM_022444725.1
LOC111108695 rna-XR_002635625.1
LOC111108696 rna-XM_022444730.1
LOC111108724 rna-XM_022444766.1
LOC111108726 rna-XM_022444774.1
LOC111108728 rna-XM_022444777.1
LOC111108732 rna-XM_022444785.1
LOC111108758 rna-XR_002635620.1
LOC111108768 rna-XM_022444829.1
LOC111108788 rna-XM_022444871.1
LOC111108835 rna-XM_022445023.1
LOC111109013 rna-XM_022445111.1
LOC111109028 rna-XM_022445120.1
LOC111109043 rna-XM_022445134.1
LOC111109132 rna-XM_022445560.1
LOC111109336 rna-XM_022445420.1
LOC111109352 rna-XM_022445434.1
LOC111109399 rna-XM_022445479.1
LOC111109402 rna-XR_002635629.1
LOC111109424 rna-XM_022445525.1
LOC111109456 rna-XM_022445572.1
LOC111109465 rna-XM_022445583.1
LOC111109468 rna-XM_022445595.1
LOC111109469 rna-XM_022445597.1
LOC111109471 rna-XM_022445602.1
LOC111109474 rna-XM_022445604.1
LOC111109477 rna-XM_022445609.1
LOC111109483 rna-XM_022445615.1
LOC111109487 rna-XM_022445624.1
LOC111109523 rna-XM_022445677.1
LOC111109537 rna-XM_022445704.1
LOC111109546 rna-XM_022445717.1
LOC111109547 rna-XM_022445715.1
LOC111109585 rna-XM_022445763.1
LOC111109590 rna-XM_022445772.1
LOC111109596 rna-XM_022445784.1
LOC111109611 rna-XM_022445804.1
LOC111109612 rna-XM_022445809.1
LOC111109628 rna-XM_022445838.1
LOC111109664 rna-XR_002635680.1
LOC111109667 rna-XM_022445880.1
LOC111109693 rna-XM_022445912.1
LOC111109705 rna-XM_022445927.1
LOC111109721 rna-XM_022445942.1
LOC111109744 rna-XR_002635693.1
LOC111109746 rna-XM_022445969.1
LOC111109750 rna-XM_022445977.1
LOC111109802 rna-XM_022446039.1
LOC111109831 rna-XM_022446076.1
LOC111109852 rna-XR_002635708.1
LOC111109885 rna-XM_022446142.1
LOC111109893 rna-XR_002635719.1
LOC111109918 rna-XM_022446184.1
LOC111109937 rna-XM_022446206.1
LOC111109940 rna-XM_022446208.1
LOC111109955 rna-XM_022446233.1
LOC111109964 rna-XR_002635738.1
LOC111109965 rna-XM_022446250.1
LOC111109973 rna-XM_022446262.1
LOC111109981 rna-XR_002635744.1
LOC111109990 rna-XR_002635748.1
LOC111110024 rna-XM_022446338.1
LOC111110028 rna-XM_022446351.1
LOC111110038 rna-XM_022446366.1
LOC111110041 rna-XM_022446370.1
LOC111110045 rna-XM_022446378.1
LOC111110053 rna-XM_022446386.1
LOC111110074 rna-XM_022446409.1
LOC111110083 rna-XM_022446421.1
LOC111110084 rna-XM_022446437.1
LOC111110088 rna-XM_022446431.1
LOC111110089 rna-XM_022446438.1
LOC111110093 rna-XM_022446443.1
LOC111110104 rna-XM_022446464.1
LOC111110109 rna-XM_022446480.1
LOC111110142 rna-XM_022446517.1
LOC111110145 rna-XR_002635770.1
LOC111110149 rna-XM_022446536.1
LOC111110152 rna-XR_002635773.1
LOC111110179 rna-XM_022446570.1
LOC111110192 rna-XM_022446588.1
LOC111110199 rna-XM_022446591.1
LOC111110239 rna-XM_022446647.1
LOC111110244 rna-XM_022446654.1
LOC111110250 rna-XM_022446667.1
LOC111110260 rna-XM_022446681.1
LOC111110280 rna-XM_022446703.1
LOC111110285 rna-XM_022446710.1
LOC111110296 rna-XR_002635796.1
LOC111110297 rna-XM_022446733.1
LOC111110311 rna-XM_022446749.1
LOC111110326 rna-XM_022446774.1
LOC111110329 rna-XM_022446780.1
LOC111110335 rna-XM_022446789.1
LOC111110347 rna-XM_022446811.1
LOC111110351 rna-XR_002635802.1
LOC111110377 rna-XM_022446857.1
LOC111110394 rna-XM_022446879.1
LOC111110398 rna-XM_022446885.1
LOC111110399 rna-XM_022446890.1
LOC111110407 rna-XM_022446899.1
LOC111110476 rna-XM_022446978.1
LOC111110477 rna-XM_022446986.1
LOC111110478 rna-XM_022447003.1
LOC111110495 rna-XM_022447017.1
LOC111110504 rna-XM_022447040.1
LOC111110509 rna-XM_022447039.1
LOC111110517 rna-XM_022447053.1
LOC111110524 rna-XM_022447069.1
LOC111110526 rna-XR_002635823.1
LOC111110542 rna-XM_022447084.1
LOC111110551 rna-XM_022447102.1
LOC111110557 rna-XM_022447108.1
LOC111110609 rna-XM_022447176.1
LOC111110633 rna-XM_022447211.1
LOC111110636 rna-XM_022447236.1
LOC111110637 rna-XM_022447213.1
LOC111110648 rna-XM_022447239.1
LOC111110659 rna-XM_022447252.1
LOC111110670 rna-XM_022447266.1
LOC111110671 rna-XM_022447269.1
LOC111110677 rna-XM_022447285.1
LOC111110708 rna-XM_022447294.1
LOC111110720 rna-XM_022447312.1
LOC111110723 rna-XM_022447316.1
LOC111110739 rna-XM_022447339.1
LOC111110740 rna-XR_002635851.1
LOC111110743 rna-XM_022447344.1
LOC111110749 rna-XM_022447359.1
LOC111110756 rna-XM_022447372.1
LOC111110775 rna-XM_022447386.1
LOC111110782 rna-XM_022447394.1
LOC111110811 rna-XM_022447423.1
LOC111110813 rna-XM_022447429.1
LOC111110826 rna-XM_022447453.1
LOC111110828 rna-XM_022447461.1
LOC111110856 rna-XM_022447491.1
LOC111110867 rna-XM_022447511.1
LOC111110875 rna-XM_022447526.1
LOC111110880 rna-XM_022447535.1
LOC111110881 rna-XM_022447537.1
LOC111110886 rna-XM_022447542.1
LOC111110890 rna-XM_022447552.1
LOC111110897 rna-XM_022447561.1
LOC111110910 rna-XM_022447580.1
LOC111110929 rna-XM_022447594.1
LOC111110942 rna-XM_022447607.1
LOC111110952 rna-XM_022447630.1
LOC111110961 rna-XM_022447644.1
LOC111110975 rna-XM_022447657.1
LOC111110985 rna-XM_022447681.1
LOC111110988 rna-XR_002635929.1
LOC111111013 rna-XM_022447739.1
LOC111111019 rna-XM_022447749.1
LOC111111028 rna-XM_022447767.1
LOC111111048 rna-XM_022447787.1
LOC111111049 rna-XM_022447791.1
LOC111111050 rna-XM_022447794.1
LOC111111057 rna-XM_022447805.1
LOC111111058 rna-XM_022447806.1
LOC111111064 rna-XR_002635946.1
LOC111111091 rna-XM_022447861.1
LOC111111099 rna-XR_002635952.1
LOC111111112 rna-XM_022447894.1
LOC111111114 rna-XM_022447896.1
LOC111111124 rna-XM_022447918.1
LOC111111125 rna-XM_022447925.1
LOC111111128 rna-XM_022447929.1
LOC111111132 rna-XM_022447936.1
LOC111111136 rna-XM_022447961.1
LOC111111168 rna-XM_022447987.1
LOC111111178 rna-XM_022447996.1
LOC111111190 rna-XM_022448018.1
LOC111111199 rna-XM_022448026.1
LOC111111212 rna-XM_022448037.1
LOC111111215 rna-XM_022448049.1
LOC111111219 rna-XM_022448056.1
LOC111111223 rna-XM_022448060.1
LOC111111231 rna-XM_022448077.1
LOC111111234 rna-XM_022448086.1
LOC111111241 rna-XM_022448092.1
LOC111111256 rna-XM_022448124.1
LOC111111259 rna-XM_022448125.1
LOC111111263 rna-XM_022448131.1
LOC111111269 rna-XM_022448136.1
LOC111111274 rna-XM_022448145.1
LOC111111285 rna-XM_022448160.1
LOC111111294 rna-XM_022448177.1
LOC111111300 rna-XM_022448193.1
LOC111111314 rna-XM_022448216.1
LOC111111341 rna-XM_022448258.1
LOC111111345 rna-XM_022448281.1
LOC111111348 rna-XR_002636002.1
LOC111111361 rna-XM_022448301.1
LOC111111378 rna-XM_022448333.1
LOC111111392 rna-XM_022448349.1
LOC111111403 rna-XM_022448389.1
LOC111111409 rna-XM_022448392.1
LOC111111442 rna-XM_022448434.1
LOC111111449 rna-XR_002636023.1
LOC111111451 rna-XM_022448446.1
LOC111111453 rna-XM_022448449.1
LOC111111464 rna-XM_022448458.1
LOC111111472 rna-XM_022448469.1
LOC111111477 rna-XR_002636037.1
LOC111111487 rna-XM_022448495.1
LOC111111491 rna-XM_022448505.1
LOC111111496 rna-XM_022448512.1
LOC111111498 rna-XM_022448516.1
LOC111111520 rna-XM_022448541.1
LOC111111528 rna-XM_022448563.1
LOC111111534 rna-XM_022448568.1
LOC111111536 rna-XM_022448572.1
LOC111111545 rna-XR_002636056.1
LOC111111576 rna-XM_022448635.1
LOC111111582 rna-XM_022448638.1
LOC111111599 rna-XR_002636069.1
LOC111111605 rna-XM_022448680.1
LOC111111620 rna-XM_022448703.1
LOC111111634 rna-XM_022448723.1
LOC111111640 rna-XM_022448740.1
LOC111111646 rna-XM_022448733.1
LOC111111657 rna-XR_002636082.1
LOC111111666 rna-XM_022448765.1
LOC111111674 rna-XM_022448782.1
LOC111111680 rna-XM_022448795.1
LOC111111691 rna-XM_022448813.1
LOC111111780 rna-XM_022448929.1
LOC111111809 rna-XM_022448958.1
LOC111111816 rna-XM_022448968.1
LOC111111820 rna-XM_022448980.1
LOC111111832 rna-XM_022448994.1
LOC111111841 rna-XM_022449009.1
LOC111111855 rna-XM_022449072.1
LOC111111886 rna-XM_022449076.1
LOC111111941 rna-XM_022449143.1
LOC111111943 rna-XM_022449149.1
LOC111111946 rna-XM_022449158.1
LOC111111960 rna-XM_022449181.1
LOC111112011 rna-XM_022449284.1
LOC111112014 rna-XM_022449294.1
LOC111112022 rna-XM_022449306.1
LOC111112028 rna-XM_022449315.1
LOC111112029 rna-XM_022449325.1
LOC111112032 rna-XM_022449326.1
LOC111112068 rna-XM_022449378.1
LOC111112082 rna-XR_002636184.1
LOC111112086 rna-XM_022449392.1
LOC111112099 rna-XM_022449409.1
LOC111112117 rna-XM_022449455.1
LOC111112126 rna-XM_022449463.1
LOC111112130 rna-XM_022449482.1
LOC111112131 rna-XM_022449485.1
LOC111112137 rna-XM_022449496.1
LOC111112163 rna-XR_002636197.1
LOC111112168 rna-XM_022449541.1
LOC111112173 rna-XR_002636199.1
LOC111112196 rna-XM_022449588.1
LOC111112208 rna-XM_022449606.1
LOC111112227 rna-XR_002636215.1
LOC111112251 rna-XM_022449658.1
LOC111112266 rna-XR_002636236.1
LOC111112281 rna-XM_022449695.1
LOC111112294 rna-XM_022449706.1
LOC111112301 rna-XM_022449719.1
LOC111112304 rna-XM_022449729.1
LOC111112330 rna-XM_022449775.1
LOC111112350 rna-XR_002636254.1
LOC111112365 rna-XM_022449817.1
LOC111112388 rna-XR_002636258.1
LOC111112400 rna-XM_022449874.1
LOC111112415 rna-XM_022449896.1
LOC111112490 rna-XM_022450005.1
LOC111112585 rna-XM_022450124.1
LOC111112588 rna-XM_022450150.1
LOC111112599 rna-XM_022450171.1
LOC111112613 rna-XM_022450222.1
LOC111112620 rna-XM_022450342.1
LOC111112622 rna-XM_022450244.1
LOC111112624 rna-XM_022450250.1
LOC111112628 rna-XM_022450261.1
LOC111112629 rna-XM_022450264.1
LOC111112630 rna-XM_022450280.1
LOC111112635 rna-XM_022450287.1
LOC111112640 rna-XM_022450295.1
LOC111112642 rna-XM_022450299.1
LOC111112643 rna-XM_022450304.1
LOC111112646 rna-XR_002636306.1
LOC111112650 rna-XM_022450507.1
LOC111112653 rna-XM_022450318.1
LOC111112666 rna-XM_022450372.1
LOC111112686 rna-XM_022450403.1
LOC111112699 rna-XM_022450419.1
LOC111112726 rna-XM_022450458.1
LOC111112734 rna-XM_022450480.1
LOC111112744 rna-XM_022450495.1
LOC111112747 rna-XM_022450501.1
LOC111112750 rna-XM_022450508.1
LOC111112752 rna-XM_022450514.1
LOC111112767 rna-XM_022450539.1
LOC111112772 rna-XM_022450544.1
LOC111112778 rna-XM_022450563.1
LOC111112779 rna-XR_002636368.1
LOC111112780 rna-XR_002636376.1
LOC111112794 rna-XM_022450592.1
LOC111112806 rna-XM_022450611.1
LOC111112810 rna-XM_022450616.1
LOC111112829 rna-XM_022450669.1
LOC111112841 rna-XM_022450685.1
LOC111112846 rna-XM_022450694.1
LOC111112864 rna-XM_022450718.1
LOC111112874 rna-XM_022450727.1
LOC111112878 rna-XM_022450732.1
LOC111112879 rna-XM_022450737.1
LOC111112886 rna-XM_022450748.1
LOC111112898 rna-XM_022450767.1
LOC111112912 rna-XM_022450783.1
LOC111112915 rna-XM_022450794.1
LOC111112922 rna-XM_022450806.1
LOC111112940 rna-XM_022450827.1
LOC111112942 rna-XM_022450830.1
LOC111112966 rna-XM_022450863.1
LOC111112969 rna-XM_022450872.1
LOC111112989 rna-XM_022450893.1
LOC111112991 rna-XM_022450899.1
LOC111113001 rna-XM_022450914.1
LOC111113003 rna-XM_022450921.1
LOC111113018 rna-XM_022450936.1
LOC111113020 rna-XM_022450941.1
LOC111113021 rna-XM_022451062.1
LOC111113025 rna-XM_022450954.1
LOC111113031 rna-XM_022450963.1
LOC111113033 rna-XM_022450965.1
LOC111113040 rna-XM_022450984.1
LOC111113053 rna-XM_022451002.1
LOC111113054 rna-XR_002636433.1
LOC111113062 rna-XM_022451026.1
LOC111113086 rna-XM_022451061.1
LOC111113124 rna-XM_022451112.1
LOC111113129 rna-XM_022451124.1
LOC111113130 rna-XM_022451135.1
LOC111113153 rna-XR_002636476.1
LOC111113157 rna-XM_022451163.1
LOC111113159 rna-XM_022451177.1
LOC111113163 rna-XM_022451191.1
LOC111113167 rna-XM_022451202.1
LOC111113173 rna-XM_022451214.1
LOC111113175 rna-XM_022451242.1
LOC111113177 rna-XM_022451249.1
LOC111113187 rna-XM_022451274.1
LOC111113208 rna-XR_002636482.1
LOC111113213 rna-XR_002636493.1
LOC111113215 rna-XM_022451314.1
LOC111113217 rna-XM_022451324.1
LOC111113220 rna-XM_022451331.1
LOC111113236 rna-XM_022451332.1
LOC111113238 rna-XM_022451360.1
LOC111113239 rna-XM_022451334.1
LOC111113249 rna-XM_022451346.1
LOC111113260 rna-XR_002636522.1
LOC111113262 rna-XM_022451369.1
LOC111113265 rna-XM_022451377.1
LOC111113267 rna-XM_022451380.1
LOC111113269 rna-XM_022451384.1
LOC111113274 rna-XM_022451398.1
LOC111113297 rna-XR_002636534.1
LOC111113309 rna-XM_022451475.1
LOC111113319 rna-XM_022451506.1
LOC111113325 rna-XM_022451514.1
LOC111113334 rna-XM_022451529.1
LOC111113342 rna-XM_022451538.1
LOC111113345 rna-XM_022451546.1
LOC111113346 rna-XM_022451548.1
LOC111113352 rna-XM_022451561.1
LOC111113355 rna-XM_022451574.1
LOC111113357 rna-XM_022451582.1
LOC111113358 rna-XM_022451585.1
LOC111113360 rna-XR_002636552.1
LOC111113363 rna-XM_022451590.1
LOC111113366 rna-XM_022451597.1
LOC111113372 rna-XM_022451607.1
LOC111113381 rna-XM_022451618.1
LOC111113385 rna-XM_022451627.1
LOC111113399 rna-XM_022451650.1
LOC111113411 rna-XM_022451666.1
LOC111113416 rna-XM_022451673.1
LOC111113426 rna-XM_022451701.1
LOC111113428 rna-XM_022451708.1
LOC111113430 rna-XM_022451714.1
LOC111113434 rna-XM_022451723.1
LOC111113447 rna-XM_022451737.1
LOC111113720 rna-XM_022452012.1
LOC111113756 rna-XM_022452047.1
LOC111113768 rna-XM_022452057.1
LOC111114103 rna-XM_022452402.1
LOC111114134 rna-XM_022452457.1
LOC111114174 rna-XM_022452468.1
LOC111114212 rna-XM_022452500.1
LOC111114240 rna-XM_022452527.1
LOC111114348 rna-XM_022452646.1
LOC111114448 rna-XM_022452740.1
LOC111114453 rna-XM_022452749.1
LOC111114455 rna-XM_022452750.1
LOC111114460 rna-XM_022452762.1
LOC111114475 rna-XM_022452787.1
LOC111114482 rna-XM_022452797.1
LOC111114486 rna-XM_022452804.1
LOC111114489 rna-XM_022452811.1
LOC111114499 rna-XM_022452829.1
LOC111114500 rna-XM_022452832.1
LOC111114518 rna-XM_022452854.1
LOC111114527 rna-XM_022452869.1
LOC111114535 rna-XM_022452878.1
LOC111114547 rna-XM_022452895.1
LOC111114548 rna-XM_022452898.1
LOC111114554 rna-XM_022452913.1
LOC111114576 rna-XR_002636603.1
LOC111114583 rna-XM_022452948.1
LOC111114586 rna-XM_022452956.1
LOC111114587 rna-XM_022452960.1
LOC111114593 rna-XM_022452964.1
LOC111114633 rna-XM_022453024.1
LOC111114647 rna-XM_022453045.1
LOC111114650 rna-XM_022453051.1
LOC111114657 rna-XM_022453073.1
LOC111114661 rna-XM_022453066.1
LOC111114666 rna-XM_022453075.1
LOC111114668 rna-XM_022453078.1
LOC111114669 rna-XM_022453081.1
LOC111114676 rna-XM_022453096.1
LOC111114683 rna-XM_022453104.1
LOC111114685 rna-XM_022453107.1
LOC111114695 rna-XR_002636615.1
LOC111114715 rna-XM_022453153.1
LOC111114724 rna-XM_022453167.1
LOC111114731 rna-XM_022453185.1
LOC111114740 rna-XM_022453201.1
LOC111114747 rna-XM_022453208.1
LOC111114753 rna-XM_022453218.1
LOC111114768 rna-XM_022453230.1
LOC111114771 rna-XM_022453243.1
LOC111114783 rna-XM_022453253.1
LOC111114793 rna-XM_022453268.1
LOC111114794 rna-XM_022453270.1
LOC111114810 rna-XR_002636648.1
LOC111114820 rna-XM_022453300.1
LOC111114828 rna-XM_022453319.1
LOC111114836 rna-XM_022453335.1
LOC111114842 rna-XM_022453339.1
LOC111114851 rna-XM_022453368.1
LOC111114853 rna-XM_022453359.1
LOC111114855 rna-XM_022453365.1
LOC111114859 rna-XM_022453373.1
LOC111114864 rna-XR_002636654.1
LOC111114879 rna-XM_022453398.1
LOC111114882 rna-XM_022453403.1
LOC111114886 rna-XM_022453415.1
LOC111114887 rna-XR_002636667.1
LOC111114901 rna-XM_022453438.1
LOC111114902 rna-XM_022453443.1
LOC111114929 rna-XM_022453479.1
LOC111114932 rna-XM_022453484.1
LOC111114940 rna-XM_022453493.1
LOC111114943 rna-XM_022453500.1
LOC111114947 rna-XR_002636691.1
LOC111114949 rna-XM_022453504.1
LOC111114972 rna-XR_002636721.1
LOC111115005 rna-XM_022453572.1
LOC111115025 rna-XM_022453600.1
LOC111115046 rna-XM_022453617.1
LOC111115065 rna-XM_022453643.1
LOC111115079 rna-XR_002636745.1
LOC111115084 rna-XR_002636749.1
LOC111115090 rna-XM_022453672.1
LOC111115092 rna-XM_022453675.1
LOC111115107 rna-XM_022453708.1
LOC111115122 rna-XM_022453736.1
LOC111115123 rna-XM_022453746.1
LOC111115130 rna-XM_022453754.1
LOC111115135 rna-XM_022453762.1
LOC111115187 rna-XM_022453838.1
LOC111115204 rna-XM_022453861.1
LOC111115227 rna-XM_022453886.1
LOC111115235 rna-XM_022453896.1
LOC111115253 rna-XM_022453928.1
LOC111115259 rna-XM_022453927.1
LOC111115260 rna-XM_022453933.1
LOC111115277 rna-XM_022453959.1
LOC111115300 rna-XM_022453997.1
LOC111115301 rna-XR_002636786.1
LOC111115341 rna-XM_022454038.1
LOC111115342 rna-XM_022454101.1
LOC111115353 rna-XM_022454052.1
LOC111115362 rna-XM_022454068.1
LOC111115396 rna-XM_022454116.1
LOC111115416 rna-XM_022454139.1
LOC111115419 rna-XM_022454142.1
LOC111115426 rna-XM_022454157.1
LOC111115428 rna-XM_022454277.1
LOC111115441 rna-XM_022454178.1
LOC111115446 rna-XM_022454186.1
LOC111115471 rna-XM_022454223.1
LOC111115516 rna-XR_002636841.1
LOC111115551 rna-XM_022454335.1
LOC111115603 rna-XM_022454394.1
LOC111115612 rna-XM_022454406.1
LOC111115622 rna-XR_002636868.1
LOC111115638 rna-XM_022454458.1
LOC111115655 rna-XM_022454478.1
LOC111115674 rna-XM_022454502.1
LOC111115675 rna-XM_022454511.1
LOC111115682 rna-XM_022454507.1
LOC111115698 rna-XM_022454526.1
LOC111115748 rna-XM_022454597.1
LOC111115761 rna-XR_002636902.1
LOC111115766 rna-XM_022454616.1
LOC111115795 rna-XM_022454637.1
LOC111115797 rna-XM_022454658.1
LOC111115806 rna-XM_022454666.1
LOC111115832 rna-XM_022454732.1
LOC111115841 rna-XM_022454706.1
LOC111115844 rna-XM_022454711.1
LOC111115850 rna-XM_022454731.1
LOC111115879 rna-XM_022454772.1
LOC111115885 rna-XM_022454785.1
LOC111115896 rna-XM_022454800.1
LOC111115920 rna-XM_022454841.1
LOC111115934 rna-XM_022454858.1
LOC111115943 rna-XM_022454868.1
LOC111115967 rna-XM_022454897.1
LOC111115973 rna-XM_022454905.1
LOC111116042 rna-XM_022455025.1
LOC111116045 rna-XM_022455029.1
LOC111116059 rna-XM_022455049.1
LOC111116082 rna-XR_002636979.1
LOC111116098 rna-XM_022455095.1
LOC111116124 rna-XM_022455113.1
LOC111116134 rna-XM_022455135.1
LOC111116158 rna-XM_022455158.1
LOC111116161 rna-XM_022455162.1
LOC111116176 rna-XM_022455177.1
LOC111116218 rna-XM_022455202.1
LOC111116352 rna-XM_022455438.1
LOC111116607 rna-XM_022455639.1
LOC111116622 rna-XM_022455621.1
LOC111116630 rna-XM_022455640.1
LOC111116661 rna-XM_022455659.1
LOC111116683 rna-XM_022455676.1
LOC111116696 rna-XM_022455683.1
LOC111116713 rna-XR_002637061.1
LOC111116724 rna-XM_022455721.1
LOC111116747 rna-XM_022455735.1
LOC111116751 rna-XR_002637075.1
LOC111116752 rna-XM_022455744.1
LOC111116762 rna-XM_022455758.1
LOC111116764 rna-XM_022455760.1
LOC111116772 rna-XM_022455775.1
LOC111116774 rna-XM_022455772.1
LOC111116787 rna-XM_022455788.1
LOC111116793 rna-XM_022455806.1
LOC111116795 rna-XM_022455809.1
LOC111116828 rna-XM_022455847.1
LOC111116864 rna-XM_022455890.1
LOC111116868 rna-XM_022455896.1
LOC111116869 rna-XM_022455914.1
LOC111116870 rna-XM_022455910.1
LOC111116898 rna-XM_022455954.1
LOC111116948 rna-XM_022456013.1
LOC111116965 rna-XM_022456018.1
