LOC111099035 rna-XM_022430345.1
LOC111111496 rna-XM_022448511.1
LOC111111520 rna-XM_022448540.1
LOC111111527 rna-XR_002636048.1
LOC111111534 rna-XM_022448569.1
LOC111111536 rna-XM_022448573.1
LOC111111542 rna-XM_022448584.1
LOC111111543 rna-XM_022448588.1
LOC111111557 rna-XM_022448605.1
LOC111111576 rna-XM_022448633.1
LOC111111582 rna-XM_022448640.1
LOC111111593 rna-XM_022448657.1
LOC111111599 rna-XM_022448674.1
LOC111111616 rna-XM_022448694.1
LOC111111625 rna-XM_022448712.1
LOC111111640 rna-XM_022448740.1
LOC111111646 rna-XM_022448741.1
LOC111111647 rna-XR_002636079.1
LOC111111666 rna-XM_022448769.1
LOC111111676 rna-XM_022448786.1
LOC111111679 rna-XM_022448791.1
LOC111111691 rna-XM_022448813.1
LOC111111699 rna-XM_022448822.1
LOC111111704 rna-XM_022448836.1
LOC111111761 rna-XM_022448898.1
LOC111111816 rna-XM_022448970.1
LOC111111820 rna-XM_022448978.1
LOC111111841 rna-XM_022449010.1
LOC111111855 rna-XM_022449091.1
LOC111111876 rna-XM_022449057.1
LOC111111885 rna-XM_022449073.1
LOC111111906 rna-XM_022449092.1
LOC111111918 rna-XM_022449109.1
LOC111111941 rna-XM_022449141.1
LOC111111943 rna-XM_022449150.1
LOC111111946 rna-XM_022449163.1
LOC111111960 rna-XR_002636150.1
LOC111111983 rna-XM_022449213.1
LOC111111994 rna-XM_022449228.1
LOC111112006 rna-XM_022449244.1
LOC111112028 rna-XM_022449319.1
LOC111112082 rna-XR_002636185.1
LOC111112099 rna-XM_022449411.1
LOC111112108 rna-XM_022449435.1
LOC111112116 rna-XM_022449448.1
LOC111112130 rna-XM_022449482.1
LOC111112137 rna-XM_022449499.1
LOC111112138 rna-XM_022449500.1
LOC111112163 rna-XR_002636197.1
LOC111112182 rna-XM_022449576.1
LOC111112202 rna-XM_022449597.1
LOC111112206 rna-XM_022449604.1
LOC111112208 rna-XM_022449607.1
LOC111112221 rna-XM_022449635.1
LOC111112253 rna-XM_022449671.1
LOC111112269 rna-XM_022449686.1
LOC111112301 rna-XM_022449722.1
LOC111112317 rna-XM_022449767.1
LOC111112350 rna-XM_022449794.1
LOC111112352 rna-XM_022449799.1
LOC111112370 rna-XM_022449826.1
LOC111112408 rna-XM_022449887.1
LOC111112415 rna-XM_022449896.1
LOC111112510 rna-XM_022450037.1
LOC111112517 rna-XM_022450056.1
LOC111112568 rna-XM_022450099.1
LOC111112603 rna-XM_022450177.1
LOC111112605 rna-XM_022450205.1
LOC111112622 rna-XM_022450244.1
LOC111112629 rna-XM_022450276.1
LOC111112635 rna-XM_022450288.1
LOC111112640 rna-XM_022450296.1
LOC111112643 rna-XM_022450304.1
LOC111112650 rna-XM_022450358.1
LOC111112667 rna-XM_022450373.1
LOC111112671 rna-XM_022450382.1
LOC111112686 rna-XM_022450402.1
LOC111112688 rna-XM_022450408.1
LOC111112720 rna-XR_002636337.1
LOC111112729 rna-XM_022450461.1
LOC111112741 rna-XR_002636354.1
LOC111112747 rna-XM_022450502.1
LOC111112757 rna-XM_022450519.1
LOC111112763 rna-XM_022450531.1
LOC111112778 rna-XM_022450565.1
LOC111112780 rna-XR_002636369.1
LOC111112790 rna-XM_022450587.1
LOC111112806 rna-XM_022450611.1
LOC111112810 rna-XM_022450627.1
LOC111112829 rna-XM_022450668.1
LOC111112839 rna-XM_022450682.1
LOC111112874 rna-XM_022450728.1
LOC111112878 rna-XM_022450733.1
LOC111112886 rna-XM_022450748.1
LOC111112912 rna-XM_022450783.1
LOC111112914 rna-XM_022450790.1
LOC111112920 rna-XM_022450802.1
LOC111112922 rna-XM_022450807.1
LOC111112957 rna-XM_022450850.1
LOC111112968 rna-XM_022450868.1
LOC111113002 rna-XM_022450917.1
LOC111113020 rna-XM_022450944.1
LOC111113021 rna-XM_022450988.1
LOC111113025 rna-XM_022450954.1
LOC111113031 rna-XM_022450962.1
LOC111113033 rna-XM_022450968.1
LOC111113040 rna-XM_022450984.1
LOC111113042 rna-XM_022451007.1
LOC111113053 rna-XM_022451004.1
LOC111113062 rna-XM_022451026.1
LOC111113086 rna-XM_022451061.1
LOC111113092 rna-XM_022451076.1
LOC111113109 rna-XR_002636469.1
LOC111113111 rna-XR_002636472.1
LOC111113122 rna-XM_022451110.1
LOC111113153 rna-XR_002636477.1
LOC111113157 rna-XM_022451165.1
LOC111113159 rna-XM_022451177.1
LOC111113163 rna-XM_022451194.1
LOC111113167 rna-XM_022451201.1
LOC111113170 rna-XM_022451206.1
LOC111113177 rna-XM_022451252.1
LOC111113208 rna-XR_002636482.1
LOC111113215 rna-XM_022451323.1
LOC111113238 rna-XM_022451353.1
LOC111113260 rna-XR_002636526.1
LOC111113269 rna-XM_022451384.1
LOC111113274 rna-XM_022451392.1
LOC111113276 rna-XM_022451401.1
LOC111113297 rna-XR_002636534.1
LOC111113334 rna-XM_022451529.1
LOC111113345 rna-XM_022451543.1
LOC111113352 rna-XM_022451558.1
LOC111113355 rna-XM_022451572.1
LOC111113358 rna-XR_002636540.1
LOC111113363 rna-XM_022451590.1
LOC111113372 rna-XM_022451608.1
LOC111113381 rna-XM_022451620.1
LOC111113399 rna-XM_022451671.1
LOC111113411 rna-XM_022451665.1
LOC111113416 rna-XM_022451674.1
LOC111113422 rna-XM_022451689.1
LOC111113434 rna-XM_022451722.1
LOC111113448 rna-XM_022451742.1
LOC111113633 rna-XM_022451929.1
LOC111113720 rna-XM_022452012.1
LOC111113756 rna-XM_022452063.1
LOC111114011 rna-XM_022452304.1
LOC111114075 rna-XM_022452371.1
LOC111114283 rna-XM_022452580.1
LOC111114347 rna-XR_002636563.1
LOC111114448 rna-XM_022452740.1
LOC111114455 rna-XM_022452750.1
LOC111114456 rna-XM_022452757.1
LOC111114460 rna-XM_022452763.1
LOC111114475 rna-XM_022452786.1
LOC111114476 rna-XM_022452801.1
LOC111114485 rna-XM_022452800.1
LOC111114489 rna-XM_022452811.1
LOC111114491 rna-XM_022452808.1
LOC111114493 rna-XR_002636594.1
LOC111114499 rna-XM_022452827.1
LOC111114500 rna-XM_022452831.1
LOC111114510 rna-XM_022452848.1
LOC111114535 rna-XM_022452878.1
LOC111114549 rna-XM_022452900.1
LOC111114581 rna-XM_022452943.1
LOC111114583 rna-XM_022452947.1
LOC111114586 rna-XM_022452957.1
LOC111114587 rna-XM_022452960.1
LOC111114601 rna-XM_022452980.1
LOC111114615 rna-XR_002636606.1
LOC111114619 rna-XM_022453006.1
LOC111114661 rna-XM_022453065.1
LOC111114666 rna-XM_022453075.1
LOC111114669 rna-XM_022453081.1
LOC111114676 rna-XM_022453093.1
LOC111114705 rna-XM_022453132.1
LOC111114714 rna-XM_022453150.1
LOC111114724 rna-XM_022453170.1
LOC111114731 rna-XM_022453184.1
LOC111114740 rna-XM_022453200.1
LOC111114753 rna-XM_022453227.1
LOC111114825 rna-XM_022453313.1
LOC111114828 rna-XR_002636652.1
LOC111114834 rna-XM_022453330.1
LOC111114846 rna-XM_022453350.1
LOC111114859 rna-XM_022453373.1
LOC111114862 rna-XM_022453380.1
LOC111114865 rna-XM_022453410.1
LOC111114882 rna-XM_022453408.1
LOC111114886 rna-XM_022453415.1
LOC111114887 rna-XM_022453416.1
LOC111114896 rna-XM_022453427.1
LOC111114901 rna-XM_022453438.1
LOC111114902 rna-XM_022453444.1
LOC111114919 rna-XM_022453462.1
LOC111114926 rna-XM_022453485.1
LOC111114987 rna-XM_022453536.1
LOC111115006 rna-XM_022453574.1
LOC111115010 rna-XM_022453584.1
LOC111115025 rna-XM_022453602.1
LOC111115026 rna-XM_022453606.1
LOC111115072 rna-XM_022453652.1
LOC111115075 rna-XM_022453657.1
LOC111115082 rna-XM_022453665.1
LOC111115089 rna-XR_002636751.1
LOC111115092 rna-XM_022453675.1
LOC111115100 rna-XM_022453693.1
LOC111115107 rna-XM_022453714.1
LOC111115128 rna-XR_002636753.1
LOC111115166 rna-XM_022453808.1
LOC111115187 rna-XR_002636764.1
LOC111115198 rna-XM_022453852.1
LOC111115204 rna-XM_022453861.1
LOC111115235 rna-XM_022453897.1
LOC111115251 rna-XM_022453914.1
LOC111115260 rna-XM_022453934.1
LOC111115272 rna-XM_022453953.1
LOC111115277 rna-XM_022453962.1
LOC111115287 rna-XM_022453976.1
LOC111115299 rna-XM_022453993.1
LOC111115338 rna-XM_022454024.1
LOC111115341 rna-XM_022454031.1
LOC111115356 rna-XM_022454060.1
LOC111115402 rna-XM_022454122.1
LOC111115407 rna-XM_022454127.1
LOC111115409 rna-XM_022454130.1
LOC111115416 rna-XM_022454139.1
LOC111115420 rna-XR_002636822.1
LOC111115426 rna-XM_022454156.1
LOC111115428 rna-XM_022454199.1
LOC111115441 rna-XM_022454181.1
LOC111115460 rna-XM_022454211.1
LOC111115471 rna-XM_022454224.1
LOC111115516 rna-XR_002636843.1
LOC111115531 rna-XM_022454295.1
LOC111115549 rna-XM_022454330.1
LOC111115585 rna-XM_022454375.1
LOC111115604 rna-XR_002636865.1
LOC111115638 rna-XM_022454458.1
LOC111115689 rna-XM_022454516.1
LOC111115698 rna-XM_022454526.1
LOC111115732 rna-XM_022454568.1
LOC111115737 rna-XM_022454577.1
LOC111115745 rna-XM_022454587.1
LOC111115746 rna-XM_022454590.1
LOC111115775 rna-XM_022454615.1
LOC111115786 rna-XR_002636911.1
LOC111115806 rna-XM_022454666.1
LOC111115814 rna-XM_022454673.1
LOC111115815 rna-XM_022454677.1
LOC111115885 rna-XM_022454784.1
LOC111115894 rna-XM_022454796.1
LOC111115896 rna-XM_022454801.1
LOC111115920 rna-XM_022454836.1
LOC111115967 rna-XM_022454898.1
LOC111115976 rna-XM_022454912.1
LOC111115979 rna-XM_022454918.1
LOC111115981 rna-XM_022454927.1
LOC111116003 rna-XM_022454961.1
LOC111116029 rna-XM_022454995.1
LOC111116033 rna-XM_022454999.1
LOC111116087 rna-XM_022455073.1
LOC111116098 rna-XM_022455093.1
LOC111116119 rna-XM_022455120.1
LOC111116124 rna-XM_022455116.1
LOC111116128 rna-XM_022455126.1
LOC111116130 rna-XM_022455128.1
LOC111116142 rna-XR_002636995.1
LOC111116615 rna-XM_022455622.1
LOC111116629 rna-XM_022455628.1
LOC111116661 rna-XM_022455657.1
LOC111116665 rna-XR_002637042.1
LOC111116683 rna-XM_022455676.1
LOC111116713 rna-XM_022455701.1
LOC111116747 rna-XM_022455737.1
LOC111116752 rna-XM_022455749.1
LOC111116762 rna-XM_022455759.1
LOC111116774 rna-XM_022455773.1
LOC111116795 rna-XM_022455810.1
LOC111116803 rna-XM_022455821.1
LOC111116814 rna-XM_022455835.1
LOC111116831 rna-XM_022455852.1
LOC111116845 rna-XM_022455866.1
LOC111116864 rna-XM_022455891.1
LOC111116868 rna-XM_022455896.1
LOC111116883 rna-XM_022455934.1
LOC111116886 rna-XM_022455937.1
LOC111116942 rna-XR_002637129.1
LOC111116965 rna-XM_022456022.1
LOC111117016 rna-XM_022456073.1
LOC111117040 rna-XM_022456102.1
LOC111117047 rna-XM_022456114.1
LOC111117083 rna-XM_022456157.1
LOC111117087 rna-XM_022456167.1
LOC111117096 rna-XR_002637190.1
LOC111117101 rna-XM_022456183.1
LOC111117113 rna-XM_022456199.1
LOC111117153 rna-XM_022456234.1
LOC111117205 rna-XM_022456279.1
LOC111117207 rna-XM_022456285.1
LOC111117210 rna-XR_002637213.1
LOC111117288 rna-XR_002637218.1
LOC111117293 rna-XM_022456357.1
LOC111117310 rna-XM_022456374.1
LOC111117311 rna-XM_022456375.1
LOC111117340 rna-XM_022456419.1
LOC111117346 rna-XM_022456432.1
LOC111117378 rna-XM_022456479.1
LOC111117385 rna-XM_022456486.1
LOC111117403 rna-XM_022456519.1
LOC111117406 rna-XM_022456522.1
LOC111117454 rna-XM_022456581.1
LOC111117456 rna-XM_022456586.1
LOC111117468 rna-XM_022456603.1
LOC111117491 rna-XM_022456629.1
LOC111117501 rna-XR_002637260.1
LOC111117538 rna-XM_022456693.1
LOC111117552 rna-XR_002637272.1
LOC111117566 rna-XM_022456713.1
LOC111117567 rna-XM_022456714.1
LOC111117593 rna-XM_022456746.1
LOC111117607 rna-XM_022456776.1
LOC111117616 rna-XM_022456768.1
LOC111117638 rna-XM_022456795.1
LOC111117668 rna-XM_022456830.1
LOC111117736 rna-XM_022456930.1
LOC111117739 rna-XR_002637314.1
LOC111117745 rna-XM_022456966.1
LOC111117749 rna-XM_022456977.1
LOC111117755 rna-XM_022456993.1
LOC111117756 rna-XM_022456994.1
LOC111117760 rna-XM_022457003.1
LOC111117762 rna-XM_022457005.1
LOC111117764 rna-XR_002637325.1
LOC111117770 rna-XR_002637327.1
LOC111117833 rna-XM_022457068.1
LOC111117877 rna-XM_022457113.1
LOC111117880 rna-XM_022457119.1
LOC111117881 rna-XR_002637361.1
LOC111117889 rna-XR_002637365.1
LOC111117902 rna-XM_022457138.1
LOC111117936 rna-XR_002637382.1
LOC111117983 rna-XM_022457238.1
LOC111117992 rna-XM_022457251.1
LOC111118004 rna-XM_022457269.1
LOC111118073 rna-XM_022457369.1
LOC111118184 rna-XR_002637408.1
LOC111118234 rna-XM_022457577.1
LOC111118241 rna-XM_022457586.1
LOC111118245 rna-XM_022457596.1
LOC111118255 rna-XM_022457616.1
LOC111118317 rna-XM_022457720.1
LOC111118342 rna-XM_022457750.1
LOC111118365 rna-XM_022457771.1
LOC111118380 rna-XM_022457820.1
LOC111118417 rna-XM_022457889.1
LOC111118421 rna-XM_022457895.1
LOC111118430 rna-XM_022457907.1
LOC111118463 rna-XM_022457957.1
LOC111118470 rna-XM_022457971.1
LOC111118480 rna-XM_022457982.1
LOC111118486 rna-XM_022457987.1
LOC111118516 rna-XM_022458034.1
LOC111118558 rna-XM_022458096.1
LOC111118562 rna-XM_022458097.1
LOC111118570 rna-XR_002637458.1
LOC111118571 rna-XR_002637464.1
LOC111118572 rna-XR_002637467.1
LOC111118573 rna-XM_022458106.1
LOC111118584 rna-XM_022458128.1
LOC111118602 rna-XM_022458152.1
LOC111118622 rna-XM_022458179.1
LOC111118650 rna-XM_022458207.1
LOC111118671 rna-XM_022458239.1
LOC111118686 rna-XM_022458261.1
LOC111118691 rna-XR_002637487.1
LOC111118705 rna-XM_022458287.1
LOC111118714 rna-XM_022458302.1
LOC111118719 rna-XR_002637491.1
LOC111118720 rna-XM_022458306.1
LOC111118726 rna-XM_022458322.1
LOC111118747 rna-XM_022458357.1
LOC111118791 rna-XM_022458416.1
LOC111118809 rna-XM_022458440.1
LOC111118810 rna-XM_022458442.1
LOC111118910 rna-XM_022458620.1
LOC111118938 rna-XM_022458662.1
LOC111118944 rna-XM_022458668.1
LOC111118955 rna-XM_022458688.1
LOC111118990 rna-XM_022458732.1
LOC111119018 rna-XM_022458806.1
LOC111119030 rna-XM_022458826.1
LOC111119033 rna-XM_022458836.1
LOC111119066 rna-XM_022458881.1
LOC111119088 rna-XR_002637528.1
LOC111119093 rna-XM_022458916.1
LOC111119103 rna-XM_022458959.1
LOC111119124 rna-XR_002637531.1
LOC111119125 rna-XM_022458991.1
LOC111119127 rna-XR_002637544.1
LOC111119197 rna-XM_022459114.1
LOC111119201 rna-XM_022459127.1
LOC111119206 rna-XM_022459137.1
LOC111119225 rna-XM_022459181.1
LOC111119226 rna-XM_022459187.1
LOC111119235 rna-XM_022459223.1
LOC111119255 rna-XM_022459259.1
LOC111119290 rna-XM_022459315.1
LOC111119297 rna-XM_022459343.1
LOC111119304 rna-XM_022459358.1
LOC111119309 rna-XM_022459362.1
LOC111119319 rna-XM_022459378.1
LOC111119326 rna-XM_022459389.1
LOC111119327 rna-XM_022459392.1
LOC111119330 rna-XM_022459398.1
LOC111119356 rna-XM_022459427.1
LOC111119371 rna-XM_022459464.1
LOC111119378 rna-XM_022459487.1
LOC111119387 rna-XM_022459499.1
LOC111119395 rna-XM_022459518.1
LOC111119425 rna-XM_022459599.1
LOC111119426 rna-XM_022459609.1
LOC111119447 rna-XM_022459639.1
LOC111119467 rna-XM_022459660.1
LOC111119492 rna-XM_022459698.1
LOC111119502 rna-XM_022459709.1
LOC111119511 rna-XM_022459719.1
LOC111119530 rna-XR_002637593.1
LOC111119533 rna-XM_022459766.1
LOC111119547 rna-XM_022459794.1
LOC111119571 rna-XM_022459851.1
LOC111119582 rna-XM_022459878.1
LOC111119588 rna-XM_022459901.1
LOC111119607 rna-XM_022459946.1
LOC111119611 rna-XM_022459958.1
LOC111119612 rna-XM_022459963.1
LOC111119613 rna-XM_022459960.1
LOC111119620 rna-XM_022459970.1
LOC111119621 rna-XM_022459986.1
LOC111119669 rna-XM_022460079.1
LOC111119672 rna-XM_022460081.1
LOC111119690 rna-XM_022460112.1
LOC111119700 rna-XR_002637631.1
LOC111119708 rna-XM_022460137.1
LOC111119728 rna-XM_022460170.1
LOC111119733 rna-XM_022460181.1
LOC111119770 rna-XM_022460245.1
LOC111119785 rna-XM_022460271.1
LOC111119792 rna-XM_022460285.1
LOC111119819 rna-XM_022460328.1
LOC111119823 rna-XM_022460335.1
LOC111119828 rna-XM_022460344.1
LOC111119845 rna-XM_022460370.1
LOC111119848 rna-XM_022460373.1
LOC111119866 rna-XM_022460419.1
LOC111119867 rna-XM_022460427.1
LOC111119969 rna-XM_022460563.1
LOC111119986 rna-XM_022460582.1
LOC111119993 rna-XM_022460597.1
LOC111120005 rna-XM_022460613.1
LOC111120023 rna-XM_022460651.1
LOC111120027 rna-XM_022460661.1
LOC111120034 rna-XM_022460675.1
LOC111120059 rna-XM_022460706.1
LOC111120071 rna-XM_022460729.1
LOC111120100 rna-XM_022460773.1
LOC111120101 rna-XM_022460779.1
LOC111120121 rna-XM_022460818.1
LOC111120125 rna-XM_022460826.1
LOC111120134 rna-XM_022460854.1
LOC111120161 rna-XM_022460899.1
LOC111120470 rna-XM_022461189.1
LOC111120472 rna-XM_022461192.1
LOC111120479 rna-XM_022461208.1
LOC111120484 rna-XM_022461217.1
LOC111120491 rna-XM_022461230.1
LOC111120497 rna-XM_022461243.1
LOC111120500 rna-XM_022461246.1
LOC111120508 rna-XM_022461260.1
LOC111120510 rna-XM_022461269.1
LOC111120519 rna-XM_022461300.1
LOC111120610 rna-XM_022461454.1
LOC111120622 rna-XM_022461477.1
LOC111120625 rna-XM_022461479.1
LOC111120626 rna-XM_022461480.1
LOC111120646 rna-XM_022461516.1
LOC111120660 rna-XM_022461552.1
LOC111120689 rna-XM_022461605.1
LOC111120723 rna-XM_022461652.1
LOC111120729 rna-XM_022461659.1
LOC111120749 rna-XM_022461691.1
LOC111120759 rna-XM_022461716.1
LOC111120784 rna-XM_022461753.1
LOC111120791 rna-XM_022461760.1
LOC111120816 rna-XM_022461800.1
LOC111120857 rna-XM_022461859.1
LOC111120871 rna-XM_022461878.1
LOC111120921 rna-XM_022461969.1
LOC111120953 rna-XM_022462018.1
LOC111120969 rna-XM_022462042.1
LOC111120972 rna-XM_022462059.1
LOC111121176 rna-XM_022462336.1
LOC111121184 rna-XM_022463093.1
LOC111121186 rna-XR_002637733.1
LOC111121197 rna-XM_022462355.1
LOC111121257 rna-XM_022462432.1
LOC111121261 rna-XM_022462442.1
LOC111121273 rna-XM_022462467.1
LOC111121278 rna-XM_022462493.1
LOC111121304 rna-XM_022462516.1
LOC111121359 rna-XM_022462612.1
LOC111121369 rna-XM_022462630.1
LOC111121373 rna-XM_022462634.1
LOC111121383 rna-XM_022462649.1
LOC111121405 rna-XM_022462683.1
LOC111121430 rna-XM_022462720.1
LOC111121434 rna-XM_022462724.1
LOC111121476 rna-XM_022462787.1
LOC111121562 rna-XR_002637783.1
LOC111121565 rna-XM_022462908.1
LOC111121572 rna-XR_002637787.1
LOC111121586 rna-XM_022462928.1
LOC111121590 rna-XM_022462933.1
LOC111121599 rna-XM_022462948.1
LOC111121605 rna-XM_022462958.1
LOC111121634 rna-XM_022462991.1
LOC111121704 rna-XM_022463073.1
LOC111121706 rna-XM_022463076.1
LOC111121718 rna-XM_022463104.1
LOC111121734 rna-XM_022463125.1
LOC111121744 rna-XM_022463162.1
LOC111121807 rna-XR_002637806.1
LOC111121822 rna-XM_022463254.1
LOC111121828 rna-XR_002637810.1
LOC111121847 rna-XM_022463306.1
LOC111121849 rna-XM_022463305.1
LOC111121865 rna-XM_022463334.1
LOC111121868 rna-XR_002637816.1
LOC111121877 rna-XM_022463347.1
LOC111121942 rna-XR_002637823.1
LOC111121955 rna-XM_022463456.1
LOC111121967 rna-XM_022463468.1
LOC111121981 rna-XM_022463484.1
LOC111121983 rna-XM_022463489.1
LOC111122000 rna-XR_002637836.1
LOC111122016 rna-XM_022463538.1
LOC111122047 rna-XM_022463577.1
LOC111122050 rna-XM_022463594.1
LOC111122052 rna-XM_022463583.1
LOC111122071 rna-XM_022463624.1
LOC111122103 rna-XM_022463665.1
LOC111122144 rna-XM_022463729.1
LOC111122176 rna-XM_022463793.1
LOC111122184 rna-XM_022463805.1
LOC111122236 rna-XM_022463877.1
LOC111122242 rna-XM_022463888.1
LOC111122254 rna-XM_022463901.1
LOC111122264 rna-XM_022463919.1
LOC111122342 rna-XM_022464069.1
LOC111122346 rna-XM_022464080.1
LOC111122356 rna-XM_022464104.1
LOC111122367 rna-XR_002637890.1
LOC111122368 rna-XM_022464127.1
LOC111122393 rna-XM_022464165.1
LOC111122406 rna-XM_022464191.1
LOC111122434 rna-XM_022464226.1
LOC111122443 rna-XM_022464241.1
LOC111122449 rna-XM_022464261.1
LOC111122456 rna-XR_002637900.1
LOC111122511 rna-XM_022464290.1
LOC111122514 rna-XM_022464294.1
LOC111122525 rna-XM_022464309.1
LOC111122584 rna-XM_022464375.1
LOC111122589 rna-XM_022464381.1
LOC111122599 rna-XM_022464398.1
LOC111122601 rna-XM_022464404.1
LOC111122602 rna-XM_022464409.1
LOC111122616 rna-XM_022464430.1
LOC111122626 rna-XM_022464443.1
LOC111122627 rna-XM_022464445.1
LOC111122641 rna-XM_022464487.1
LOC111122657 rna-XM_022464511.1
LOC111122665 rna-XM_022464523.1
LOC111122686 rna-XM_022464555.1
LOC111122706 rna-XM_022464583.1
LOC111122708 rna-XR_002637944.1
LOC111122797 rna-XM_022464731.1
LOC111122804 rna-XM_022464754.1
LOC111122811 rna-XM_022464786.1
LOC111122812 rna-XM_022464791.1
LOC111122822 rna-XM_022464810.1
LOC111122830 rna-XM_022464828.1
LOC111122875 rna-XM_022464889.1
LOC111122895 rna-XR_002637964.1
LOC111122912 rna-XM_022464947.1
LOC111122940 rna-XM_022464987.1
LOC111122983 rna-XM_022465037.1
LOC111123125 rna-XM_022465243.1
LOC111123129 rna-XM_022465260.1
LOC111123132 rna-XM_022465270.1
LOC111123136 rna-XM_022465278.1
LOC111123141 rna-XM_022465286.1
LOC111123144 rna-XM_022465294.1
LOC111123145 rna-XR_002637995.1
LOC111123177 rna-XR_002638001.1
LOC111123216 rna-XM_022465394.1
LOC111123221 rna-XM_022465410.1
LOC111123241 rna-XM_022465444.1
LOC111123253 rna-XM_022465478.1
LOC111123265 rna-XR_002638013.1
LOC111123273 rna-XM_022465516.1
LOC111123276 rna-XM_022465522.1
LOC111123290 rna-XM_022465535.1
LOC111123312 rna-XM_022465567.1
LOC111123328 rna-XR_002638024.1
LOC111123331 rna-XM_022465589.1
LOC111123338 rna-XM_022465603.1
LOC111123343 rna-XM_022465624.1
LOC111123348 rna-XM_022465647.1
LOC111123361 rna-XR_002638030.1
LOC111123364 rna-XM_022465650.1
LOC111123369 rna-XM_022465657.1
LOC111123371 rna-XM_022465660.1
LOC111123390 rna-XM_022465692.1
LOC111123395 rna-XM_022465697.1
LOC111123409 rna-XM_022465709.1
LOC111123415 rna-XM_022465722.1
LOC111123436 rna-XM_022465753.1
LOC111123460 rna-XM_022465774.1
LOC111123472 rna-XM_022465806.1
LOC111123480 rna-XM_022465803.1
LOC111123512 rna-XM_022465902.1
LOC111123546 rna-XM_022465938.1
LOC111123550 rna-XM_022465954.1
LOC111123557 rna-XM_022465959.1
LOC111123575 rna-XM_022465985.1
LOC111123585 rna-XM_022466007.1
LOC111123596 rna-XM_022466028.1
LOC111123619 rna-XM_022466074.1
LOC111123648 rna-XM_022466123.1
LOC111123687 rna-XM_022466189.1
LOC111123696 rna-XM_022466217.1
LOC111123731 rna-XR_002638091.1
LOC111123734 rna-XM_022466272.1
LOC111123744 rna-XM_022466411.1
LOC111123745 rna-XM_022466305.1
LOC111123755 rna-XM_022466315.1
LOC111123779 rna-XM_022466341.1
LOC111123785 rna-XM_022466347.1
LOC111123790 rna-XM_022466359.1
LOC111123798 rna-XM_022466394.1
LOC111123810 rna-XM_022466405.1
LOC111123813 rna-XM_022466410.1
LOC111123820 rna-XM_022466428.1
LOC111123821 rna-XM_022466434.1
LOC111123849 rna-XM_022466484.1
LOC111123882 rna-XM_022466530.1
LOC111123883 rna-XM_022466532.1
LOC111123890 rna-XM_022466561.1
LOC111123895 rna-XM_022466574.1
LOC111123901 rna-XM_022466580.1
LOC111123912 rna-XM_022466627.1
LOC111123920 rna-XM_022466640.1
LOC111123928 rna-XM_022466654.1
LOC111123935 rna-XM_022466666.1
LOC111123938 rna-XM_022466675.1
LOC111123960 rna-XM_022466710.1
LOC111123967 rna-XM_022466738.1
LOC111123983 rna-XM_022466782.1
LOC111123992 rna-XM_022466804.1
LOC111123993 rna-XM_022466806.1
LOC111124016 rna-XM_022466862.1
LOC111124036 rna-XM_022466910.1
LOC111124155 rna-XM_022467020.1
LOC111124469 rna-XM_022467329.1
LOC111124492 rna-XM_022467365.1
LOC111124493 rna-XM_022467382.1
LOC111124508 rna-XM_022467426.1
LOC111124514 rna-XM_022467435.1
LOC111124523 rna-XM_022467448.1
LOC111124530 rna-XM_022467467.1
LOC111124543 rna-XM_022467484.1
LOC111124554 rna-XM_022467510.1
LOC111124556 rna-XM_022467519.1
LOC111124576 rna-XM_022467545.1
LOC111124602 rna-XM_022467594.1
LOC111124612 rna-XM_022467638.1
LOC111124621 rna-XM_022467656.1
LOC111124629 rna-XM_022467664.1
LOC111124635 rna-XM_022467682.1
LOC111124642 rna-XM_022467708.1
LOC111124650 rna-XM_022467721.1
LOC111124658 rna-XM_022467735.1
LOC111124662 rna-XM_022467743.1
LOC111124666 rna-XM_022467756.1
LOC111124671 rna-XM_022467762.1
LOC111124678 rna-XM_022467817.1
LOC111124679 rna-XM_022467775.1
LOC111124686 rna-XM_022467789.1
LOC111124694 rna-XM_022467807.1
LOC111124698 rna-XM_022467816.1
LOC111124719 rna-XM_022467848.1
LOC111124730 rna-XM_022467877.1
LOC111124756 rna-XM_022467920.1
LOC111124768 rna-XM_022467944.1
LOC111124773 rna-XM_022467958.1
LOC111124807 rna-XM_022467997.1
LOC111124808 rna-XM_022468000.1
LOC111124835 rna-XM_022468047.1
LOC111124869 rna-XR_002638269.1
LOC111124871 rna-XM_022468125.1
LOC111124893 rna-XM_022468176.1
LOC111124908 rna-XM_022468202.1
LOC111124921 rna-XM_022468227.1
LOC111124922 rna-XM_022468230.1
LOC111124935 rna-XM_022468247.1
LOC111124942 rna-XM_022468276.1
LOC111124944 rna-XM_022468297.1
LOC111124946 rna-XR_002638281.1
LOC111124947 rna-XM_022468304.1
LOC111124969 rna-XM_022468338.1
LOC111124975 rna-XM_022468346.1
LOC111124985 rna-XM_022468354.1
LOC111124987 rna-XM_022468363.1
LOC111125014 rna-XM_022468418.1
LOC111125040 rna-XM_022468474.1
LOC111125061 rna-XM_022468516.1
LOC111125063 rna-XM_022468520.1
LOC111125102 rna-XM_022468578.1
LOC111125124 rna-XM_022468617.1
LOC111125132 rna-XM_022468628.1
LOC111125143 rna-XM_022468668.1
LOC111125152 rna-XM_022468662.1
LOC111125162 rna-XM_022468693.1
