gene_name,change,t_name,Predom_exp,GO,p.value,product
LOC111134632,1,rna-XM_022483830.1,0.60742475,GO:0007519,0.00026,hemicentin-1-like
LOC111136398,1,rna-XM_022487222.1,1.3752361875,GO:0007519,0.00026,AN1-type zinc finger protein 1-like
LOC111137351,1,rna-XM_022488791.1,0.1367668125,GO:0007519,0.00026,E3 ubiquitin-protein ligase NEURL1-like
LOC111101006,1,rna-XM_022433212.1,0.6346999375,GO:0007265,0.00026,uncharacterized LOC111101006
LOC111118686,1,rna-XM_022458261.1,3.9464010625,GO:0007265,0.00026,syntenin-1-like
LOC111118705,1,rna-XM_022458287.1,0.73606425,GO:0007265,0.00026,netrin-1-like
LOC111122016,1,rna-XM_022463538.1,2.208433125,GO:0006198,0.00028,cAMP-specific 3'
LOC111122342,1,rna-XM_022464074.1,1.2340983125,GO:0006198,0.00028,cAMP-specific 3'
LOC111124666,1,rna-XM_022467756.1,1.9215390625,GO:0006198,0.00028,cGMP-dependent 3'
LOC111128821,1,rna-XM_022474708.1,4.368498,GO:0006198,0.00028,high affinity cAMP-specific and IBMX-insensitive 3'
LOC111128933,1,rna-XM_022474902.1,3.0628333125,GO:0006198,0.00028,high affinity cAMP-specific and IBMX-insensitive 3'
LOC111108398,1,rna-XM_022444251.1,0.0404346875,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
LOC111111279,1,rna-XM_022448151.1,0.4833998125,GO:0055001,0.00031,uncharacterized LOC111111279
LOC111111941,1,rna-XM_022449141.1,0.304967125,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 11
LOC111113002,1,rna-XM_022450918.1,0.40916175,GO:0055001,0.00031,platelet endothelial aggregation receptor 1-like
LOC111113020,1,rna-XM_022450944.1,1.8223213125,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
LOC111113372,1,rna-XM_022451608.1,0.5103093125,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
LOC111115272,1,rna-XM_022453953.1,0.0107240625,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
LOC111116752,1,rna-XM_022455749.1,0.4123905,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
LOC111116886,1,rna-XM_022455936.1,0.09644125,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 11
LOC111117406,1,rna-XM_022456522.1,1.0013055,GO:0055001,0.00031,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0003006,0.00032,NA
LOC111100198,1,rna-XM_022431863.1,0.19105575,GO:0007276,0.00041,uncharacterized LOC111100198
LOC111104540,1,rna-XM_022438549.1,0.3133951875,GO:0007276,0.00041,uncharacterized LOC111104540
LOC111111691,1,rna-XM_022448811.1,0.225225375,GO:0007276,0.00041,tripartite motif-containing protein 3-like
LOC111116003,1,rna-XM_022454967.1,0.0877374375,GO:0007276,0.00041,interferon-induced protein 44-like
LOC111121807,1,rna-XM_022463240.1,0.6135313125,GO:0007276,0.00041,uncharacterized LOC111121807
NA,NA,NA,NA,GO:0120036,0.00041,NA
NA,NA,NA,NA,GO:0046782,0.00041,NA
NA,NA,NA,NA,GO:0019080,0.00043,NA
LOC111099483,1,rna-XM_022430772.1,30.410716875,GO:0007399,0.00043,disks large homolog 1-like
LOC111099603,1,rna-XM_022430947.1,1.375286625,GO:0007399,0.00043,vacuolar protein sorting-associated protein 13A-like
LOC111100486,1,rna-XM_022432429.1,0.4899271875,GO:0007399,0.00043,uncharacterized LOC111100486
LOC111101190,1,rna-XM_022433561.1,0.4606981875,GO:0007399,0.00043,uncharacterized LOC111101190
LOC111102853,1,rna-XM_022435771.1,0.1353848125,GO:0007399,0.00043,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC111104626,1,rna-XM_022438659.1,0.622279,GO:0007399,0.00043,uncharacterized LOC111104626
LOC111106438,1,rna-XM_022441110.1,3.97372325,GO:0007399,0.00043,glutamate receptor-interacting protein 1-like
LOC111106732,1,rna-XM_022441527.1,0.3602740625,GO:0007399,0.00043,uncharacterized LOC111106732
LOC111107854,1,rna-XM_022443246.1,1.24762625,GO:0007399,0.00043,orphan steroid hormone receptor 2-like
LOC111107942,1,rna-XM_022443405.1,0.4870918125,GO:0007399,0.00043,E3 ubiquitin-protein ligase TRIM71-like
LOC111108314,1,rna-XM_022444106.1,3.850198375,GO:0007399,0.00043,glutamate receptor-interacting protein 1-like
LOC111109588,1,rna-XM_022445769.1,0.2244605625,GO:0007399,0.00043,uncharacterized LOC111109588
LOC111111527,1,rna-XR_002636048.1,0.3225319375,GO:0007399,0.00043,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111111676,1,rna-XM_022448786.1,0.780288,GO:0007399,0.00043,tripartite motif-containing protein 2-like
LOC111111679,1,rna-XM_022448791.1,0.56556475,GO:0007399,0.00043,tripartite motif-containing protein 3-like
LOC111113062,1,rna-XM_022451031.1,0.1214189375,GO:0007399,0.00043,uncharacterized LOC111113062
LOC111114926,1,rna-XM_022453485.1,0.271436375,GO:0007399,0.00043,uncharacterized LOC111114926
LOC111117468,1,rna-XM_022456605.1,0.266460125,GO:0007399,0.00043,tripartite motif-containing protein 2-like
LOC111117745,1,rna-XM_022456971.1,0.617757375,GO:0007399,0.00043,uncharacterized LOC111117745
LOC111119326,1,rna-XM_022459388.1,0.8333355625,GO:0007399,0.00043,tubulin polyglutamylase TTLL7-like
LOC111122895,1,rna-XM_022464926.1,2.274196875,GO:0007399,0.00043,putative protocadherin beta-18
LOC111124629,1,rna-XM_022467663.1,2.611158875,GO:0007399,0.00043,sodium bicarbonate cotransporter 3-like
LOC111124698,1,rna-XM_022467815.1,4.1100501875,GO:0007399,0.00043,ELAV-like protein 3
LOC111124987,1,rna-XM_022468361.1,25.61267225,GO:0007399,0.00043,transcriptional regulator ATRX-like
LOC111125293,1,rna-XM_022468910.1,11.781724375,GO:0007399,0.00043,large neutral amino acids transporter small subunit 1-like
LOC111125406,1,rna-XM_022469179.1,0.7960576875,GO:0007399,0.00043,protocadherin gamma-B7-like
LOC111127981,1,rna-XM_022473321.1,13.18754975,GO:0007399,0.00043,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like
LOC111128660,1,rna-XM_022474415.1,0.23848325,GO:0007399,0.00043,putative ankyrin repeat protein RF_0381
LOC111129007,1,rna-XM_022475051.1,0.6028003125,GO:0007399,0.00043,uncharacterized LOC111129007
LOC111132366,1,rna-XM_022480178.1,1.733171875,GO:0007399,0.00043,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC111133281,1,rna-XM_022481518.1,0.56821775,GO:0007399,0.00043,uncharacterized LOC111133281
LOC111133296,1,rna-XM_022481557.1,0.219406875,GO:0007399,0.00043,uncharacterized LOC111133296
LOC111134784,1,rna-XM_022484195.1,1.2742795625,GO:0007399,0.00043,contactin-3-like
LOC111134800,1,rna-XM_022484203.1,0.18970625,GO:0007399,0.00043,tripartite motif-containing protein 55-like
LOC111134874,1,rna-XM_022484368.1,0.9351784375,GO:0007399,0.00043,uncharacterized LOC111134874
LOC111135299,1,rna-XM_022485239.1,0.67331525,GO:0007399,0.00043,uncharacterized LOC111135299
LOC111137351,1,rna-XM_022488791.1,0.1367668125,GO:0007399,0.00043,E3 ubiquitin-protein ligase NEURL1-like
LOC111137934,1,rna-XM_022489637.1,4.403151,GO:0007399,0.00043,zinc finger protein 423-like
NA,NA,NA,NA,GO:0048856,0.00044,NA
LOC111101006,1,rna-XM_022433212.1,0.6346999375,GO:0030036,0.00045,uncharacterized LOC111101006
LOC111113355,1,rna-XM_022451572.1,0.6786194375,GO:0030036,0.00045,coronin-2B-like
LOC111118317,1,rna-XM_022457720.1,0.8302025,GO:0030036,0.00045,protein draper-like
LOC111118686,1,rna-XM_022458261.1,3.9464010625,GO:0030036,0.00045,syntenin-1-like
LOC111119669,1,rna-XM_022460079.1,12.730769,GO:0030036,0.00045,rho-associated protein kinase 2-like
LOC111121359,1,rna-XM_022462612.1,0.528599125,GO:0030036,0.00045,uncharacterized LOC111121359
LOC111125555,1,rna-XM_022469486.1,3.1168245,GO:0030036,0.00045,arfaptin-2-like
LOC111130704,1,rna-XM_022477904.1,3.5998160625,GO:0030036,0.00045,spectrin alpha chain
LOC111132787,1,rna-XM_022480610.1,3.597936125,GO:0030036,0.00045,engulfment and cell motility protein 2-like
LOC111134647,1,rna-XM_022483883.1,14.25422225,GO:0030036,0.00045,coronin-1B-like
LOC111136396,1,rna-XM_022487215.1,8.6029715625,GO:0030036,0.00045,uncharacterized LOC111136396
LOC111137176,1,rna-XM_022488503.1,0.057375,GO:0030036,0.00045,SCO-spondin-like
LOC111120625,1,rna-XM_022461479.1,0.3815823125,GO:0060027,0.00046,uncharacterized LOC111120625
LOC111120626,1,rna-XM_022461480.1,0.3709925625,GO:0060027,0.00046,uncharacterized LOC111120626
LOC111124602,1,rna-XM_022467601.1,0.0108105625,GO:0060027,0.00046,uncharacterized LOC111124602
LOC111118990,1,rna-XM_022458732.1,3.695138375,GO:0009653,0.00047,polypyrimidine tract-binding protein 1-like
LOC111126149,1,rna-XM_022470578.1,7.677628375,GO:0009653,0.00047,protocadherin Fat 1-like
LOC111120921,1,rna-XM_022461967.1,3.66571275,GO:0030030,0.00047,tuberin-like
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0030030,0.00047,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0030030,0.00047,hamartin-like
LOC111135240,1,rna-XM_022485115.1,2.8670795,GO:0030030,0.00047,uncharacterized LOC111135240
NA,NA,NA,NA,GO:0002228,0.00050,NA
NA,NA,NA,NA,GO:0042267,0.00050,NA
NA,NA,NA,NA,GO:0043122,0.00050,NA
LOC111122584,1,rna-XM_022464375.1,2.9761535,GO:0009888,0.00051,uncharacterized LOC111122584
LOC111124871,1,rna-XM_022468125.1,0.2091133125,GO:0009888,0.00051,prion-like-(Q/N-rich) domain-bearing protein 25
LOC111103274,1,rna-XM_022436431.1,0.23820725,GO:0019953,0.00057,uncharacterized LOC111103274
LOC111128005,1,rna-XM_022473372.1,0.257985375,GO:0019953,0.00057,expansin-YoaJ-like
NA,NA,NA,NA,GO:0097435,0.00064,NA
NA,NA,NA,NA,GO:0002544,0.00071,NA
LOC111105324,1,rna-XM_022439550.1,3.8497165625,GO:0048666,0.00073,runt-related transcription factor 1-like
LOC111107224,1,rna-XM_022442309.1,0.1532558125,GO:0048666,0.00073,fibropellin-1-like
LOC111108704,1,rna-XM_022444742.1,0.0998985625,GO:0048666,0.00073,neurogenic locus notch homolog protein 1-like
LOC111121847,1,rna-XM_022463306.1,0.3228033125,GO:0048666,0.00073,fibropellin-1-like
LOC111127117,1,rna-XM_022472146.1,1.5631091875,GO:0048666,0.00073,uncharacterized LOC111127117
LOC111130916,1,rna-XM_022478193.1,1.394993,GO:0048666,0.00073,aryl hydrocarbon receptor nuclear translocator homolog
LOC111099765,1,rna-XM_022431197.1,1.6162695,GO:0030048,0.00074,uncharacterized LOC111099765
LOC111100288,1,rna-XM_022431986.1,2.9152861875,GO:0030048,0.00074,unconventional myosin-VI-like
LOC111111058,1,rna-XM_022447815.1,3.1738293125,GO:0030048,0.00074,unconventional myosin-Va-like
LOC111125429,1,rna-XM_022469217.1,1.0993346875,GO:0030048,0.00074,uncharacterized LOC111125429
LOC111128885,1,rna-XM_022474849.1,2.92474,GO:0030048,0.00074,unconventional myosin-Ia-like
LOC111129526,1,rna-XM_022475980.1,6.3053994375,GO:0030048,0.00074,unconventional myosin-Ie-like
NA,NA,NA,NA,GO:0051179,0.00076,NA
NA,NA,NA,NA,GO:0060538,0.00077,NA
LOC111106199,1,rna-XM_022440767.1,0.0679459375,GO:0001714,0.00079,uncharacterized LOC111106199
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0001714,0.00079,uncharacterized LOC111106339
LOC111100408,1,rna-XR_002634011.1,5.083664,GO:0070424,0.00079,baculoviral IAP repeat-containing protein 2-like
LOC111101018,1,rna-XM_022433225.1,0.83698325,GO:0070424,0.00079,baculoviral IAP repeat-containing protein 3-like
LOC111099040,1,rna-XM_022430378.1,2.9636194375,GO:0007169,0.00083,lymphocyte cytosolic protein 2-like
LOC111099084,1,rna-XR_002633625.1,0.055057125,GO:0007169,0.00083,uncharacterized LOC111099084
LOC111099602,1,rna-XM_022430943.1,0.050317875,GO:0007169,0.00083,uncharacterized LOC111099602
LOC111100219,1,rna-XR_002633956.1,0.9191849375,GO:0007169,0.00083,uncharacterized LOC111100219
LOC111100278,1,rna-XM_022432007.1,0.39446225,GO:0007169,0.00083,uncharacterized LOC111100278
LOC111100322,1,rna-XM_022432061.1,0.5587680625,GO:0007169,0.00083,cell death abnormality protein 1-like
LOC111101719,1,rna-XM_022434310.1,0.019766875,GO:0007169,0.00083,uncharacterized LOC111101719
LOC111102338,1,rna-XM_022435007.1,0.111932625,GO:0007169,0.00083,multiple epidermal growth factor-like domains protein 10
LOC111102982,1,rna-XM_022435943.1,0.031849,GO:0007169,0.00083,platelet endothelial aggregation receptor 1-like
LOC111103646,1,rna-XM_022437048.1,0.75597,GO:0007169,0.00083,proto-oncogene tyrosine-protein kinase ROS-like
LOC111104529,1,rna-XM_022438533.1,0.400734875,GO:0007169,0.00083,uncharacterized LOC111104529
LOC111107159,1,rna-XM_022442197.1,4.3440880625,GO:0007169,0.00083,uncharacterized LOC111107159
LOC111110880,1,rna-XM_022447534.1,0.353864,GO:0007169,0.00083,tyrosine-protein kinase Fer-like
LOC111111946,1,rna-XM_022449163.1,0.168460375,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase delta-like
LOC111112370,1,rna-XM_022449826.1,0.1093756875,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase alpha-like
LOC111113167,1,rna-XM_022451201.1,1.8246505,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111113170,1,rna-XM_022451206.1,0.054814,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111114475,1,rna-XM_022452786.1,0.1723585625,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase S-like
LOC111118720,1,rna-XM_022458306.1,0.3156174375,GO:0007169,0.00083,receptor-type tyrosine-protein phosphatase alpha-like
LOC111123983,1,rna-XM_022466782.1,5.5131075,GO:0007169,0.00083,rap guanine nucleotide exchange factor 1-like
LOC111128838,1,rna-XM_022474756.1,7.400697,GO:0007169,0.00083,tyrosine-protein kinase JAK2-like
LOC111130114,1,rna-XM_022476831.1,4.454204875,GO:0007169,0.00083,jouberin-like
LOC111131490,1,rna-XM_022479056.1,0.566695875,GO:0007169,0.00083,uncharacterized LOC111131490
LOC111132214,1,rna-XM_022479999.1,0.293651125,GO:0007169,0.00083,angiopoietin-1 receptor-like
LOC111132298,1,rna-XM_022480095.1,0.0202779375,GO:0007169,0.00083,multiple epidermal growth factor-like domains protein 11
LOC111133103,1,rna-XM_022481201.1,0.0542646875,GO:0007169,0.00083,uncharacterized LOC111133103
LOC111136017,1,rna-XM_022486580.1,7.86460475,GO:0007169,0.00083,tyrosine-protein kinase PR2-like
LOC111136355,1,rna-XM_022487160.1,0.148508875,GO:0007169,0.00083,protein draper-like
LOC111136358,1,rna-XR_002639726.1,0.0998133125,GO:0007169,0.00083,uncharacterized LOC111136358
NA,NA,NA,NA,GO:0051128,0.00093,NA
LOC111128082,1,rna-XM_022473499.1,4.9424435625,GO:0031032,0.00095,serine/threonine-protein kinase MRCK alpha-like
LOC111136109,1,rna-XM_022486720.1,5.0503455625,GO:0031032,0.00095,unconventional myosin-XVIIIa-like
LOC111136524,1,rna-XM_022487432.1,3.5671693125,GO:0031032,0.00095,unconventional myosin-XVIIIa-like
NA,NA,NA,NA,GO:0044089,0.00108,NA
LOC111108145,1,rna-XM_022443758.1,4.7893415625,GO:0009887,0.00115,serine/threonine-protein kinase B-raf-like
LOC111126881,1,rna-XM_022471792.1,0.5314801875,GO:0009887,0.00115,protein Wnt-10b-like
LOC111134887,1,rna-XM_022484458.1,1.064020125,GO:0009887,0.00115,transcription factor ETV7-like
LOC111103116,1,rna-XM_022436346.1,0.874926875,GO:0007601,0.00117,transmembrane protein 150B-A-like
LOC111107158,1,rna-XM_022442194.1,0.9331108125,GO:0007601,0.00117,vitamin D3 receptor-like
LOC111108197,1,rna-XM_022443868.1,0.112106875,GO:0007601,0.00117,SCO-spondin-like
LOC111111058,1,rna-XM_022447815.1,3.1738293125,GO:0007601,0.00117,unconventional myosin-Va-like
LOC111113756,1,rna-XM_022452055.1,1.0594530625,GO:0007601,0.00117,DNA damage-regulated autophagy modulator protein 1-like
LOC111115402,1,rna-XR_002636817.1,0.0319730625,GO:0007601,0.00117,uncharacterized LOC111115402
LOC111121369,1,rna-XM_022462629.1,0.3503865625,GO:0007601,0.00117,rhodopsin-like
LOC111123512,1,rna-XM_022465902.1,0.102194625,GO:0007601,0.00117,uncharacterized LOC111123512
LOC111124554,1,rna-XM_022467510.1,1.1644963125,GO:0007601,0.00117,myosin-IIIb-like
LOC111124679,1,rna-XM_022467775.1,0.0467295,GO:0007601,0.00117,hemicentin-2-like
LOC111124871,1,rna-XM_022468125.1,0.2091133125,GO:0007601,0.00117,prion-like-(Q/N-rich) domain-bearing protein 25
LOC111124935,1,rna-XM_022468247.1,0.8553648125,GO:0007601,0.00117,uncharacterized LOC111124935
LOC111126251,1,rna-XM_022470748.1,0.180912125,GO:0007601,0.00117,hemicentin-1-like
LOC111126252,1,rna-XM_022470754.1,0.1797039375,GO:0007601,0.00117,hemicentin-1-like
LOC111126571,1,rna-XM_022471310.1,0.27677,GO:0007601,0.00117,uncharacterized LOC111126571
LOC111127137,1,rna-XM_022472183.1,1.8582961875,GO:0007601,0.00117,retinoic acid receptor alpha-like
LOC111127569,1,rna-XM_022472788.1,0.6983215,GO:0007601,0.00117,hemicentin-1-like
LOC111128424,1,rna-XM_022474022.1,1.9967371875,GO:0007601,0.00117,probable nuclear hormone receptor HR3
LOC111128554,1,rna-XM_022474232.1,1.99172325,GO:0007601,0.00117,vitamin D3 receptor-like
LOC111129121,1,rna-XM_022475246.1,1.0476956875,GO:0007601,0.00117,sodium/potassium/calcium exchanger 1-like
LOC111129267,1,rna-XM_022475537.1,1.819728,GO:0007601,0.00117,myosin-IIIb-like
LOC111130151,1,rna-XM_022476886.1,2.453484875,GO:0007601,0.00117,cyclic nucleotide-gated cation channel alpha-3-like
LOC111130283,1,rna-XM_022477127.1,0.869388875,GO:0007601,0.00117,sodium/potassium/calcium exchanger 1-like
LOC111131634,1,rna-XM_022479255.1,0.222829625,GO:0007601,0.00117,uncharacterized LOC111131634
LOC111133092,1,rna-XM_022481187.1,0.5504498125,GO:0007601,0.00117,metabotropic glutamate receptor 6-like
LOC111134300,1,rna-XM_022483205.1,2.1990731875,GO:0007601,0.00117,protein retinal degeneration B-like
LOC111134725,1,rna-XM_022484048.1,2.73290175,GO:0007601,0.00117,protein retinal degeneration B-like
LOC111134775,1,rna-XM_022484130.1,0.0759925,GO:0007601,0.00117,SCO-spondin-like
LOC111137130,1,rna-XM_022488432.1,1.0885765,GO:0007601,0.00117,cyclic nucleotide-gated cation channel beta-1-like
LOC111099674,1,rna-XM_022431064.1,0.2733940625,GO:0032897,0.00124,probable E3 ubiquitin-protein ligase MID2
LOC111100977,1,rna-XM_022433163.1,0.616921,GO:0032897,0.00124,uncharacterized LOC111100977
LOC111100983,1,rna-XM_022433172.1,0.1573704375,GO:0032897,0.00124,tripartite motif-containing protein 55-like
LOC111109561,1,rna-XM_022445733.1,0.172186,GO:0032897,0.00124,E3 ubiquitin-protein ligase TRIM9-like
LOC111114987,1,rna-XM_022453536.1,0.262713125,GO:0032897,0.00124,cilia- and flagella-associated protein 251-like
LOC111115166,1,rna-XM_022453808.1,0.2764935625,GO:0032897,0.00124,E3 ubiquitin/ISG15 ligase TRIM25-like
NA,NA,NA,NA,GO:0048731,0.00125,NA
NA,NA,NA,NA,GO:0014902,0.00128,NA
NA,NA,NA,NA,GO:0048869,0.00131,NA
NA,NA,NA,NA,GO:0002676,0.00135,NA
LOC111133867,1,rna-XM_022482573.1,0.63917225,GO:0048635,0.00135,uncharacterized LOC111133867
LOC111100465,1,rna-XM_022432372.1,0.9614360625,GO:0060180,0.00139,5-hydroxytryptamine receptor 1A-like
LOC111099230,1,rna-XM_022430673.1,0.193493125,GO:0030154,0.00142,uncharacterized LOC111099230
LOC111099696,1,rna-XM_022431106.1,1.428753,GO:0030154,0.00142,transmembrane and TPR repeat-containing protein 3-like
LOC111100206,1,rna-XM_022431872.1,1.6439684375,GO:0030154,0.00142,uncharacterized LOC111100206
LOC111100788,1,rna-XM_022432882.1,13.06688525,GO:0030154,0.00142,protein quaking-B-like
LOC111101163,1,rna-XM_022433511.1,0.378534125,GO:0030154,0.00142,uncharacterized LOC111101163
LOC111103646,1,rna-XM_022437048.1,0.75597,GO:0030154,0.00142,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103936,1,rna-XM_022437574.1,0.277023375,GO:0030154,0.00142,receptor-type tyrosine-protein phosphatase alpha-like
LOC111104627,1,rna-XM_022438658.1,0.01162925,GO:0030154,0.00142,uncharacterized LOC111104627
LOC111107159,1,rna-XM_022442197.1,4.3440880625,GO:0030154,0.00142,uncharacterized LOC111107159
LOC111107854,1,rna-XM_022443246.1,1.24762625,GO:0030154,0.00142,orphan steroid hormone receptor 2-like
LOC111108145,1,rna-XM_022443758.1,4.7893415625,GO:0030154,0.00142,serine/threonine-protein kinase B-raf-like
LOC111108381,1,rna-XM_022444221.1,0.1220561875,GO:0030154,0.00142,spermatogenesis-associated protein 20-like
LOC111111582,1,rna-XM_022448637.1,0.11092925,GO:0030154,0.00142,uncharacterized LOC111111582
LOC111112006,1,rna-XM_022449243.1,0.788258625,GO:0030154,0.00142,cubilin-like
LOC111113042,1,rna-XM_022450999.1,2.106962125,GO:0030154,0.00142,ETS homologous factor-like
LOC111115100,1,rna-XM_022453694.1,1.348849125,GO:0030154,0.00142,aminopeptidase N-like
LOC111115409,1,rna-XM_022454131.1,0.09554725,GO:0030154,0.00142,tolloid-like protein 1
LOC111118245,1,rna-XM_022457598.1,0.78222125,GO:0030154,0.00142,noggin-2-like
LOC111118602,1,rna-XM_022458153.1,0.548134,GO:0030154,0.00142,noggin-2-like
LOC111119326,1,rna-XM_022459388.1,0.8333355625,GO:0030154,0.00142,tubulin polyglutamylase TTLL7-like
LOC111119867,1,rna-XM_022460429.1,0.3201045625,GO:0030154,0.00142,protein TBATA-like
LOC111121822,1,rna-XM_022463254.1,1.5665735,GO:0030154,0.00142,spermatogenesis-associated protein 6-like
LOC111122584,1,rna-XM_022464375.1,2.9761535,GO:0030154,0.00142,uncharacterized LOC111122584
LOC111124508,1,rna-XM_022467426.1,1.0454716875,GO:0030154,0.00142,uncharacterized LOC111124508
LOC111124698,1,rna-XM_022467815.1,4.1100501875,GO:0030154,0.00142,ELAV-like protein 3
LOC111124944,1,rna-XM_022468297.1,1.252228125,GO:0030154,0.00142,thioredoxin domain-containing protein 3 homolog
LOC111125176,1,rna-XM_022468714.1,1.9540850625,GO:0030154,0.00142,translin-associated protein X-like
LOC111125293,1,rna-XM_022468910.1,11.781724375,GO:0030154,0.00142,large neutral amino acids transporter small subunit 1-like
LOC111125347,1,rna-XM_022469056.1,0.157019875,GO:0030154,0.00142,myosin-7-like
LOC111125764,1,rna-XM_022469858.1,1.5020004375,GO:0030154,0.00142,thioredoxin domain-containing protein 3 homolog
LOC111128878,1,rna-XM_022474803.1,1.2919015625,GO:0030154,0.00142,extracellular tyrosine-protein kinase PKDCC-like
LOC111129693,1,rna-XM_022476178.1,0.6498635,GO:0030154,0.00142,regulating synaptic membrane exocytosis protein 2-like
LOC111130484,1,rna-XM_022477595.1,0.703752625,GO:0030154,0.00142,ETS homologous factor-like
LOC111132115,1,rna-XM_022479812.1,1.95229,GO:0030154,0.00142,loricrin-like
LOC111134790,1,rna-XM_022484159.1,6.00476475,GO:0030154,0.00142,loricrin-like
LOC111134822,1,rna-XM_022484247.1,1.34763775,GO:0030154,0.00142,septin-2-like
LOC111134887,1,rna-XM_022484458.1,1.064020125,GO:0030154,0.00142,transcription factor ETV7-like
LOC111135397,1,rna-XM_022485423.1,0.12131475,GO:0030154,0.00142,sucrose non-fermenting protein kinase 1-like
LOC111136017,1,rna-XM_022486580.1,7.86460475,GO:0030154,0.00142,tyrosine-protein kinase PR2-like
LOC111137821,1,rna-XM_022489482.1,2.8674595,GO:0030154,0.00142,kielin/chordin-like protein
LOC111137934,1,rna-XM_022489637.1,4.403151,GO:0030154,0.00142,zinc finger protein 423-like
LOC111138027,1,rna-XM_022489782.1,1.800953375,GO:0030154,0.00142,septin-2-like
LOC111100148,1,rna-XM_022431782.1,0.9161145,GO:0032835,0.00149,1-phosphatidylinositol 4
LOC111099735,1,rna-XM_022431160.1,2.9409335625,GO:0031175,0.00163,protrudin-like
LOC111111946,1,rna-XM_022449163.1,0.168460375,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase delta-like
LOC111112922,1,rna-XM_022450807.1,0.1565460625,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase alpha-like
LOC111113167,1,rna-XM_022451201.1,1.8246505,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111114500,1,rna-XM_022452831.1,0.274078,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111115260,1,rna-XM_022453934.1,0.4865385,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase mu-like
LOC111116795,1,rna-XM_022455814.1,2.1263398125,GO:0031175,0.00163,multiple epidermal growth factor-like domains protein 6
LOC111117047,1,rna-XM_022456114.1,0.2617461875,GO:0031175,0.00163,receptor-type tyrosine-protein phosphatase T-like
LOC111117113,1,rna-XM_022456199.1,0.2105189375,GO:0031175,0.00163,uncharacterized LOC111117113
LOC111119511,1,rna-XM_022459719.1,3.61095175,GO:0031175,0.00163,dedicator of cytokinesis protein 7-like
LOC111129173,1,rna-XM_022475387.1,3.0448409375,GO:0031175,0.00163,RGM domain family member B-like
NA,NA,NA,NA,GO:0050953,0.00166,NA
LOC111118558,1,rna-XM_022458096.1,0.782555125,GO:0040011,0.00169,calcium-activated potassium channel slowpoke-like
LOC111124650,1,rna-XM_022467721.1,1.73114225,GO:0040011,0.00169,titin homolog
LOC111124985,1,rna-XM_022468354.1,0.30293025,GO:0040011,0.00169,innexin unc-9-like
LOC111126490,1,rna-XM_022471173.1,0.20312675,GO:0040011,0.00169,innexin unc-9-like
LOC111127196,1,rna-XM_022472272.1,0.433884375,GO:0040011,0.00169,uncharacterized LOC111127196
NA,NA,NA,NA,GO:0051130,0.00180,NA
NA,NA,NA,NA,GO:0043412,0.00183,NA
LOC111104794,1,rna-XM_022438931.1,0.37175475,GO:0000902,0.00203,uncharacterized LOC111104794
LOC111113238,1,rna-XM_022451510.1,13.7019739375,GO:0000902,0.00203,protein scribble homolog
LOC111136396,1,rna-XM_022487215.1,8.6029715625,GO:0000902,0.00203,uncharacterized LOC111136396
NA,NA,NA,NA,GO:0002715,0.00214,NA
NA,NA,NA,NA,GO:0030810,0.00214,NA
LOC111111333,1,rna-XM_022448246.1,0.216745,GO:0031284,0.00214,adenosine receptor A2b-like
LOC111111704,1,rna-XM_022448836.1,0.328065,GO:0031284,0.00214,adenosine receptor A2b-like
LOC111123512,1,rna-XM_022465902.1,0.102194625,GO:0031284,0.00214,uncharacterized LOC111123512
LOC111126571,1,rna-XM_022471310.1,0.27677,GO:0031284,0.00214,uncharacterized LOC111126571
NA,NA,NA,NA,GO:0042269,0.00214,NA
LOC111118558,1,rna-XM_022458096.1,0.782555125,GO:0043050,0.00214,calcium-activated potassium channel slowpoke-like
