gene	value.var	block	component	transcript	product	GO	GOterm	GOslim	process
gene.LOC111099861	0.0877066375997358	X	2	XM_022431337.1	uncharacterized LOC111099861	GO:0005737;GO:0004356;GO:0005524;GO:0006542	cytoplasm;glutamate-ammonia ligase activity;ATP binding;glutamine biosynthetic process	other cellular component;other molecular function;other metabolic processes	C;F;P
gene.LOC111107841	0.0967770672599529	X	2	XM_022443226.1	toll-like receptor 4	NA	NA	NA	NA
gene.Trnad.guc.7	0.096955292496293	X	2	NA	NA	NA	NA	NA	NA
gene.LOC111123660	0.126298651234185	X	2	XM_022466148.1	fibrinolytic enzyme%2C isozyme C-like	GO:0004252;GO:0007596;GO:0042730	serine-type endopeptidase activity;blood coagulation;fibrinolysis	other molecular function;stress response	F;P
gene.LOC111112132	0.140183784506689	X	2	XM_022449489.1	toll-like receptor 1	NA	NA	NA	NA
gene.LOC111118747	0.21095782661726	X	2	XM_022458357.1;XM_022458358.1	beta-1%2C3-galactosyltransferase 5-like%2C transcript variant X1;beta-1%2C3-galactosyltransferase 5-like%2C transcript variant X2	GO:0000139;GO:0016021;GO:0008378;GO:0047256;GO:0006486	Golgi membrane;integral to membrane;galactosyltransferase activity;lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity;protein amino acid glycosylation	ER/Golgi;other membranes;other molecular function;protein metabolism	C;F;P
gene.LOC111123728	0.218787204146291	X	2	XM_022466266.1	TNF receptor-associated factor 2-like	GO:0000151;GO:0005654;GO:0005829;GO:0005938;GO:0009898;GO:0012506;GO:0045121;GO:0004842;GO:0004871;GO:0005164;GO:0005174;GO:0008270;GO:0019899;GO:0019901;GO:0019903;GO:0031435;GO:0031625;GO:0031996;GO:0032403;GO:0042802;GO:0046625;GO:0002726;GO:0006461;GO:0006919;GO:0007165;GO:0007249;GO:0007250;GO:0010803;GO:0016579;GO:0030163;GO:0032743;GO:0033209;GO:0034351;GO:0034976;GO:0042981;GO:0043507;GO:0043623;GO:0050870;GO:0051023;GO:0051091;GO:0051092;GO:0051291;GO:0051865;GO:0060544;GO:0070059;GO:0070207;GO:0070534;GO:0035631;GO:0071550;GO:0071732;GO:0090073;GO:0097057;GO:0097296;GO:0097300;GO:1901215;GO:1902041;GO:1902042;GO:1903265;GO:1903721;GO:1990597;GO:1990604;GO:2001238	ubiquitin ligase complex;nucleoplasm;cytosol;cell cortex;internal side of plasma membrane;vesicle membrane;membrane raft;ubiquitin-protein ligase activity;signal transducer activity;tumor necrosis factor receptor binding;CD40 receptor binding;zinc ion binding;enzyme binding;protein kinase binding;protein phosphatase binding;mitogen-activated protein kinase kinase kinase binding;ubiquitin protein ligase binding;thioesterase binding;protein complex binding;identical protein binding;sphingolipid binding;positive regulation of T cell cytokine production;protein complex assembly;activation of caspase activity;signal transduction;I-kappaB kinase/NF-kappaB cascade;activation of NF-kappaB-inducing kinase activity;regulation of tumor necrosis factor-mediated signaling pathway;protein deubiquitination;protein catabolic process;positive regulation of interleukin-2 production;tumor necrosis factor-mediated signaling pathway;negative regulation of glial cell apoptosis;response to endoplasmic reticulum stress;regulation of apoptosis;positive regulation of JUN kinase activity;cellular protein complex assembly;positive regulation of T cell activation;regulation of immunoglobulin secretion;positive regulation of transcription factor activity;positive regulation of NF-kappaB transcription factor activity;protein heterooligomerization;protein autoubiquitination;regulation of necroptosis;apoptosis in response to endoplasmic reticulum stress;protein homotrimerization;protein K63-linked ubiquitination;NA	other cellular component;nucleus;cytosol;other membranes;plasma membrane;other molecular function;signal transduction activity;other biological processes;cell organization and biogenesis;death;signal transduction;other metabolic processes;protein metabolism;stress response;transport;RNA metabolism;NA	C;F;P;NA
gene.LOC111128720	0.227734127197344	X	2	XM_022474507.1	uncharacterized LOC111128720	GO:0005737;GO:0004829;GO:0005524;GO:0046872;GO:0006435	cytoplasm;threonine-tRNA ligase activity;ATP binding;metal ion binding;threonyl-tRNA aminoacylation	other cellular component;other molecular function;RNA metabolism;protein metabolism	C;F;P
gene.LOC111131343	0.232904965780687	X	2	XM_022478814.1;XM_022478815.1;XM_022478817.1	uncharacterized LOC111131343%2C transcript variant X1;uncharacterized LOC111131343%2C transcript variant X2;uncharacterized LOC111131343%2C transcript variant X3	GO:0005506;GO:0016706;GO:0031418;GO:0017000;GO:0055114;GO:1901336	iron ion binding;oxidoreductase activity;acting on paired donors;with incorporation or reduction of molecular oxygen;2-oxoglutarate as one donor;and incorporation of one atom each of oxygen into both donors;L-ascorbic acid binding;antibiotic biosynthetic process;oxidation reduction;NA	other molecular function;other metabolic processes;NA	F;P;NA
gene.LOC111120592	0.26613787680048	X	2	XM_022461405.1;XM_022461406.1	uncharacterized LOC111120592%2C transcript variant X1;uncharacterized LOC111120592%2C transcript variant X2	GO:0006950;GO:0046690	response to stress;response to tellurium ion	stress response;other biological processes	P
gene.LOC111109664	0.285270763114866	X	2	XM_022445878.1;XM_022445877.1	uncharacterized LOC111109664%2C transcript variant X2;uncharacterized LOC111109664%2C transcript variant X1	GO:0016021;GO:0020002;GO:0055036;GO:0046872;GO:0007165;GO:0005975;GO:0046761;GO:0052794;GO:0052795;GO:0052796	integral to membrane;host cell plasma membrane;virion membrane;metal ion binding;signal transduction;carbohydrate metabolic process;non-lytic virus budding from plasma membrane;NA	other membranes;non-structural extracellular;other cellular component;other molecular function;signal transduction;other metabolic processes;other biological processes;NA	C;F;P;NA
gene.LOC111101828	0.286811450827598	X	2	XM_022434446.1	annexin A7-like	NA	NA	NA	NA
gene.LOC111110469	0.288146861652333	X	2	NA	NA	NA	NA	NA	NA
gene.LOC111128482	0.312284215507288	X	2	XM_022474093.1	activating transcription factor 3-like	GO:0016021;GO:0019031;GO:0020002;GO:0055036;GO:0046789;GO:0009405;GO:0046813;GO:0039654;GO:0044173	integral to membrane;viral envelope;host cell plasma membrane;virion membrane;host cell surface receptor binding;pathogenesis;virion attachment;binding of host cell surface receptor;NA	other membranes;other cellular component;non-structural extracellular;signal transduction activity;other biological processes;NA	C;F;P;NA
gene.LOC111135309	0.340734238397643	X	2	XM_022485255.1	uncharacterized LOC111135309	GO:0005634;GO:0005737;GO:0019005;GO:0031625;GO:0030162;GO:0042787;GO:0043161	nucleus;cytoplasm;SCF ubiquitin ligase complex;ubiquitin protein ligase binding;regulation of proteolysis;protein ubiquitination during ubiquitin-dependent protein catabolic process;proteasomal ubiquitin-dependent protein catabolic process	nucleus;other cellular component;other molecular function;protein metabolism	C;F;P
gene.LOC111124651	0.425775943750502	X	2	XM_022467728.1	hemicentin-2-like	GO:0005576;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0005509;GO:0006939;GO:0030335;GO:0050896	extracellular region;basement membrane;cell cortex;cell junction;cleavage furrow;calcium ion binding;smooth muscle contraction;positive regulation of cell migration;response to stimulus	non-structural extracellular;extracellular matrix;other cellular component;other membranes;plasma membrane;other molecular function;other biological processes	C;F;P
gene.LOC111132628	0.025492197131388	Y	2	XM_022480454.1	arsenite methyltransferase-like	GO:0005829;GO:0008276;GO:0008757;GO:0030791;GO:0030792;GO:0009404;GO:0018872;GO:0046685	cytosol;protein methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity;arsenite methyltransferase activity;methylarsonite methyltransferase activity;toxin metabolic process;arsonoacetate metabolic process;response to arsenic	cytosol;other molecular function;other metabolic processes;other biological processes	C;F;P
gene.LOC111109200	0.0326834092696543	Y	2	XM_022445283.1	uncharacterized LOC111109200	GO:0005576;GO:0005581;GO:0050807	extracellular region;collagen;regulation of synapse organization	non-structural extracellular;extracellular matrix;cell organization and biogenesis;cell-cell signaling	C;P
gene.LOC111137872	0.0445336088435834	Y	2	XM_022489567.1	uncharacterized LOC111137872	GO:0005737;GO:0004842;GO:0008270;GO:0043523	cytoplasm;ubiquitin-protein ligase activity;zinc ion binding;regulation of neuron apoptosis	other cellular component;other molecular function;death	C;F;P
gene.LOC111134932	0.101388016151794	Y	2	XM_022484525.1	tripartite motif-containing protein 2-like	GO:0001669;GO:0005829;GO:0005856;GO:0070062;GO:0004842;GO:0008270;GO:0000209;GO:0007340;GO:0051726	acrosomal vesicle;cytosol;cytoskeleton;extracellular vesicular exosome;ubiquitin-protein ligase activity;zinc ion binding;protein polyubiquitination;acrosome reaction;regulation of cell cycle	other cellular component;cytosol;cytoskeleton;non-structural extracellular;other molecular function;protein metabolism;other biological processes;cell cycle and proliferation	C;F;P
gene.LOC111132212	0.137652079478439	Y	2	XM_022479991.1	GTPase IMAP family member 4-like	GO:0005829;GO:0005525	cytosol;GTP binding	cytosol;other molecular function	C;F
gene.LOC111133218	0.146073229730151	Y	2	XM_022481375.1;XM_022481376.1;XM_022481377.1;XM_022481378.1;XM_022481379.1;XM_022481380.1;XM_022481381.1;XM_022481382.1;XM_022481384.1;XM_022481385.1;XM_022481388.1;XM_022481386.1;XM_022481387.1	uncharacterized LOC111133218%2C transcript variant X1;uncharacterized LOC111133218%2C transcript variant X2;uncharacterized LOC111133218%2C transcript variant X3;uncharacterized LOC111133218%2C transcript variant X4;uncharacterized LOC111133218%2C transcript variant X5;uncharacterized LOC111133218%2C transcript variant X6;uncharacterized LOC111133218%2C transcript variant X7;uncharacterized LOC111133218%2C transcript variant X8;uncharacterized LOC111133218%2C transcript variant X11;uncharacterized LOC111133218%2C transcript variant X12;uncharacterized LOC111133218%2C transcript variant X15;uncharacterized LOC111133218%2C transcript variant X13;uncharacterized LOC111133218%2C transcript variant X14	GO:0005634;GO:0005829;GO:0005856;GO:0005886;GO:0014731;GO:0016323;GO:0016529;GO:0030018;GO:0030673;GO:0031430;GO:0042383;GO:0045211;GO:0005576;GO:0005615;GO:0005730;GO:0005737;GO:0005739;GO:0005783;GO:0030141;GO:0005198;GO:0005200;GO:0008093;GO:0019899;GO:0030507;GO:0051117;GO:0004252;GO:0003723;GO:0009982;GO:0006887;GO:0006888;GO:0007010;GO:0007165;GO:0010638;GO:0045199;GO:0007417;GO:0009611;GO:0010975;GO:0016540;GO:0030574;GO:0042246;GO:0042445;GO:0042552;GO:0042982;GO:0045595;GO:0045745;GO:0006400;GO:0001522;GO:0008033;GO:0072661;GO:0070997;GO:1990481;NA	nucleus;cytosol;cytoskeleton;plasma membrane;spectrin-associated cytoskeleton;basolateral plasma membrane;sarcoplasmic reticulum;Z disc;axolemma;M band;sarcolemma;postsynaptic membrane;extracellular region;extracellular space;nucleolus;cytoplasm;mitochondrion;endoplasmic reticulum;secretory granule;structural molecule activity;structural constituent of cytoskeleton;cytoskeletal adaptor activity;enzyme binding;spectrin binding;ATPase binding;serine-type endopeptidase activity;RNA binding;pseudouridine synthase activity;exocytosis;ER to Golgi vesicle-mediated transport;cytoskeleton organization;signal transduction;positive regulation of organelle organization;maintenance of epithelial cell apical/basal polarity;central nervous system development;response to wounding;regulation of neuron projection development;protein autoprocessing;collagen catabolic process;tissue regeneration;hormone metabolic process;myelination;amyloid precursor protein metabolic process;regulation of cell differentiation;positive regulation of G-protein coupled receptor protein signaling pathway;tRNA modification;pseudouridine synthesis;tRNA processing;NA	nucleus;cytosol;cytoskeleton;other membranes;plasma membrane;ER/Golgi;other cellular component;non-structural extracellular;mitochondrion;other molecular function;cytoskeletal activity;nucleic acid binding activity;transport;cell organization and biogenesis;signal transduction;developmental processes;stress response;protein metabolism;other metabolic processes;other biological processes;RNA metabolism;NA	C;F;P;NA
gene.LOC111132199	0.147551835708673	Y	2	XM_022479975.1	uncharacterized LOC111132199	GO:0004491;GO:0018478	methylmalonate-semialdehyde dehydrogenase (acylating) activity;malonate-semialdehyde dehydrogenase (acetylating) activity	other molecular function	F
gene.LOC111135025	0.149141172223154	Y	2	XM_022484709.1	uncharacterized LOC111135025	GO:0005737;GO:0004842;GO:0008270;GO:0043523	cytoplasm;ubiquitin-protein ligase activity;zinc ion binding;regulation of neuron apoptosis	other cellular component;other molecular function;death	C;F;P
gene.LOC111132734	0.176375679861639	Y	2	XM_022480557.1	uncharacterized LOC111132734	GO:0005576;GO:0005618;GO:0005829;GO:0005886;GO:0005887;GO:0004672;GO:0004674;GO:0005524;GO:0030145;GO:0009405;GO:0016036;GO:0032091;GO:0043085;GO:0043086;GO:0045717	extracellular region;cell wall;cytosol;plasma membrane;integral to plasma membrane;protein kinase activity;protein serine/threonine kinase activity;ATP binding;manganese ion binding;pathogenesis;cellular response to phosphate starvation;negative regulation of protein binding;positive regulation of catalytic activity;negative regulation of catalytic activity;negative regulation of fatty acid biosynthetic process	non-structural extracellular;other cellular component;cytosol;other membranes;plasma membrane;kinase activity;other molecular function;other biological processes;stress response;other metabolic processes	C;F;P
gene.LOC111132642	0.185568644636903	Y	2	XM_022480468.1	E3 ubiquitin-protein ligase TRIM71-like	GO:0005737;GO:0005769;GO:0005794;GO:0030425;GO:0008022;GO:0008270;GO:0007399;GO:0015031;GO:0061630	cytoplasm;early endosome;Golgi apparatus;dendrite;protein C-terminus binding;zinc ion binding;nervous system development;protein transport;NA	other cellular component;other cytoplasmic organelle;ER/Golgi;other molecular function;developmental processes;transport;NA	C;F;P;NA
gene.LOC111132735	0.191094769564668	Y	2	XM_022480558.1	uncharacterized LOC111132735	GO:0000139;GO:0005789;GO:0005829;GO:0030127;GO:0031080;GO:0005198;GO:0042802;GO:0015031;GO:0030433;GO:0031081;GO:0043547;GO:0045893;GO:0051028;GO:0035859;GO:0090114;GO:1904263	Golgi membrane;endoplasmic reticulum membrane;cytosol;COPII vesicle coat;Nup107-160 complex;structural molecule activity;identical protein binding;protein transport;ER-associated protein catabolic process;nuclear pore distribution;positive regulation of GTPase activity;positive regulation of transcription;DNA-dependent;mRNA transport;NA	ER/Golgi;other membranes;cytosol;nucleus;other molecular function;transport;protein metabolism;cell organization and biogenesis;other biological processes;RNA metabolism;NA	C;F;P;NA
gene.LOC111132445	0.194380030719177	Y	2	XM_022480253.1	delta-1-pyrroline-5-carboxylate synthase-like	GO:0005739;GO:0005743;GO:0004349;GO:0004350;GO:0005524;GO:0006536;GO:0006561;GO:0019240;GO:0055129	mitochondrion;mitochondrial inner membrane;glutamate 5-kinase activity;glutamate-5-semialdehyde dehydrogenase activity;ATP binding;glutamate metabolic process;proline biosynthetic process;citrulline biosynthetic process;NA	mitochondrion;other membranes;kinase activity;other molecular function;other metabolic processes;NA	C;F;P;NA
gene.LOC111110349	0.198782789312905	Y	2	XM_022446820.1;XM_022446821.1	uncharacterized LOC111110349%2C transcript variant X1;uncharacterized LOC111110349%2C transcript variant X2	GO:0003677;GO:0003899;GO:0046983;GO:0006351	DNA binding;DNA-directed RNA polymerase activity;protein dimerization activity;transcription;DNA-dependent	nucleic acid binding activity;other molecular function;RNA metabolism	F;P
gene.LOC111132725	0.198860072140138	Y	2	XM_022480549.1	transmembrane GTPase Marf-like		NA	NA	NA
gene.LOC111100053	0.198860072140145	Y	2	XM_022431644.1	deleted in malignant brain tumors 1 protein-like	GO:0005576;GO:0019898;GO:0042589;GO:0005044;GO:0007275;GO:0015031;GO:0030154;GO:0050829;GO:0050830;GO:0035375	extracellular region;extrinsic to membrane;zymogen granule membrane;scavenger receptor activity;multicellular organismal development;protein transport;cell differentiation;defense response to Gram-negative bacterium;defense response to Gram-positive bacterium;NA	non-structural extracellular;other membranes;signal transduction activity;developmental processes;transport;other biological processes;stress response;NA	C;F;P;NA
gene.LOC111102213	0.198860072140145	Y	2	XM_022434864.1	hemicentin-2-like	GO:0005576;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005509;GO:0007049;GO:0051301	extracellular region;basement membrane;cell cortex;cell junction;cleavage furrow;extracellular vesicular exosome;calcium ion binding;cell cycle;cell division	non-structural extracellular;extracellular matrix;other cellular component;other membranes;plasma membrane;other molecular function;cell cycle and proliferation;other biological processes	C;F;P
gene.LOC111109202	0.198860072140145	Y	2	XM_022445285.1	uncharacterized LOC111109202	GO:0005794;GO:0005795;GO:0005801;GO:0005813;GO:0005829;GO:0005856;GO:0008076;GO:0043025;GO:0043231;GO:0003677;GO:0005088;GO:0005102;GO:0015459;GO:0032947;GO:0034237;GO:0000086;GO:0000165;GO:0006810;GO:0007020;GO:0007165;GO:0007194;GO:0007268;GO:0033138;GO:0051602;GO:0051661;GO:0060306;GO:0060307;GO:0044307;GO:0044325;GO:0061337;GO:0071320;GO:0086091;GO:0097060;GO:0097711;GO:0098909;GO:1901018	Golgi apparatus;Golgi stack;cis-Golgi network;centrosome;cytosol;cytoskeleton;voltage-gated potassium channel complex;cell soma;intracellular membrane-bounded organelle;DNA binding;Ras guanyl-nucleotide exchange factor activity;receptor binding;potassium channel regulator activity;protein complex scaffold;protein kinase A regulatory subunit binding;G2/M transition of mitotic cell cycle;MAPKKK cascade;transport;microtubule nucleation;signal transduction;negative regulation of adenylate cyclase activity;synaptic transmission;positive regulation of peptidyl-serine phosphorylation;response to electrical stimulus;maintenance of centrosome location;regulation of membrane repolarization;regulation of ventricular cardiomyocyte membrane repolarization;NA	ER/Golgi;cytoskeleton;cytosol;other membranes;plasma membrane;other cellular component;nucleic acid binding activity;enzyme regulator activity;signal transduction activity;other molecular function;cell cycle and proliferation;signal transduction;transport;cell organization and biogenesis;other metabolic processes;cell-cell signaling;protein metabolism;other biological processes;NA	C;F;P;NA
gene.LOC111109317	0.198860072140145	Y	2	XM_022445398.1	uncharacterized LOC111109317	GO:0016020;GO:0016021;GO:0016791;GO:0008654;GO:0010143;GO:0090447	membrane;integral to membrane;phosphatase activity;phospholipid biosynthetic process;cutin biosynthetic process;NA	other membranes;other molecular function;other metabolic processes;NA	C;F;P;NA
gene.LOC111112520	0.198860072140145	Y	2	XM_022450050.1	multiple epidermal growth factor-like domains protein 11	GO:0005576;GO:0005509	extracellular region;calcium ion binding	non-structural extracellular;other molecular function	C;F
gene.LOC111104832	0.198860072140145	Y	2	NA	NA	NA	NA	NA	NA
gene.LOC111107147	0.198860072140148	Y	2	XM_022442168.1	uncharacterized LOC111107147	GO:0005634;GO:0005886;GO:0030425;GO:0045211;GO:0048471	nucleus;plasma membrane;dendrite;postsynaptic membrane;perinuclear region of cytoplasm	nucleus;other membranes;plasma membrane;other cellular component	C
gene.LOC111132643	0.285495636762992	Y	2	XM_022480469.1	uncharacterized LOC111132643	GO:0005737;GO:0005769;GO:0005794;GO:0030425;GO:0008022;GO:0008270;GO:0007399;GO:0015031;GO:0061630	cytoplasm;early endosome;Golgi apparatus;dendrite;protein C-terminus binding;zinc ion binding;nervous system development;protein transport;NA	other cellular component;other cytoplasmic organelle;ER/Golgi;other molecular function;developmental processes;transport;NA	C;F;P;NA
gene.LOC111134349	0.28579217019025	Y	2	XM_022483292.1;XM_022483293.1	uncharacterized LOC111134349%2C transcript variant X1;uncharacterized LOC111134349%2C transcript variant X2	GO:0005634;GO:0005829;GO:0005856;GO:0005886;GO:0014731;GO:0016323;GO:0016529;GO:0030018;GO:0030673;GO:0031430;GO:0042383;GO:0045211;GO:0005615;GO:0005198;GO:0005200;GO:0008093;GO:0019899;GO:0030507;GO:0051117;GO:0005125;GO:0005129;GO:0008083;GO:0006887;GO:0006888;GO:0007010;GO:0007165;GO:0010638;GO:0045199;GO:0006955;GO:0072661	nucleus;cytosol;cytoskeleton;plasma membrane;spectrin-associated cytoskeleton;basolateral plasma membrane;sarcoplasmic reticulum;Z disc;axolemma;M band;sarcolemma;postsynaptic membrane;extracellular space;structural molecule activity;structural constituent of cytoskeleton;cytoskeletal adaptor activity;enzyme binding;spectrin binding;ATPase binding;cytokine activity;granulocyte macrophage colony-stimulating factor receptor binding;growth factor activity;exocytosis;ER to Golgi vesicle-mediated transport;cytoskeleton organization;signal transduction;positive regulation of organelle organization;maintenance of epithelial cell apical/basal polarity;immune response;NA	nucleus;cytosol;cytoskeleton;other membranes;plasma membrane;ER/Golgi;other cellular component;non-structural extracellular;other molecular function;cytoskeletal activity;signal transduction activity;transport;cell organization and biogenesis;signal transduction;other biological processes;NA	C;F;P;NA
gene.LOC111111916	0.34517849956351	Y	2	XM_022449106.1;XM_022449107.1	E3 ubiquitin-protein ligase TRIM71-like%2C transcript variant X1;E3 ubiquitin-protein ligase TRIM71-like%2C transcript variant X2	GO:0005737;GO:0004842;GO:0008270;GO:0043523	cytoplasm;ubiquitin-protein ligase activity;zinc ion binding;regulation of neuron apoptosis	other cellular component;other molecular function;death	C;F;P
gene.LOC111137732	0.35165864217549	Y	2	XM_022489358.1	uncharacterized LOC111137732	NA	NA	NA	NA
