gene_name,difference,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,GO,p.value,product
LOC111122336,-1,3,2,GO:0007165,0.00230,transient receptor potential cation channel subfamily A member 1-like
LOC111123979,-1,7,6,GO:0007165,0.00230,cGMP-dependent 3'
LOC111123983,-3,12,9,GO:0007165,0.00230,rap guanine nucleotide exchange factor 1-like
LOC111125347,-2,7,5,GO:0007165,0.00230,myosin-7-like
LOC111125391,-1,5,4,GO:0007165,0.00230,liprin-alpha-1-like
LOC111127975,-1,6,5,GO:0007165,0.00230,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111128581,-3,19,16,GO:0007165,0.00230,casein kinase I-like
LOC111128838,-1,5,4,GO:0007165,0.00230,tyrosine-protein kinase JAK2-like
LOC111129252,-2,5,3,GO:0007165,0.00230,phospholipid phosphatase 1-like
LOC111130774,-1,2,1,GO:0007165,0.00230,ras GTPase-activating protein 1-like
LOC111130866,-1,2,1,GO:0007165,0.00230,neuronal acetylcholine receptor subunit alpha-7-like
LOC111131147,-2,10,8,GO:0007165,0.00230,1-phosphatidylinositol 4
LOC111131437,-1,13,12,GO:0007165,0.00230,ribosome-binding protein 1-like
LOC111133410,-1,1,0,GO:0007165,0.00230,uncharacterized LOC111133410
LOC111134052,-1,2,1,GO:0007165,0.00230,uncharacterized LOC111134052
LOC111134423,-5,11,6,GO:0007165,0.00230,rho guanine nucleotide exchange factor 7-like
LOC111134625,-1,8,7,GO:0007165,0.00230,liprin-alpha-1-like
LOC111134858,-1,9,8,GO:0007165,0.00230,PH domain leucine-rich repeat-containing protein phosphatase 2-like
LOC111134998,-2,7,5,GO:0007165,0.00230,malignant fibrous histiocytoma-amplified sequence 1 homolog
LOC111136005,-1,2,1,GO:0007165,0.00230,protein NDRG3-like
LOC111136264,-1,2,1,GO:0007165,0.00230,uncharacterized LOC111136264
LOC111100010,-1,4,3,GO:0048545,0.00256,uncharacterized LOC111100010
LOC111133285,-1,6,5,GO:0048545,0.00256,membrane progestin receptor gamma-B-like
LOC111119358,-1,5,4,GO:0035065,0.00256,poly(ADP-ribose) glycohydrolase-like
LOC111119865,-1,2,1,GO:0035065,0.00256,folliculin-like
LOC111099730,-1,1,0,GO:0006468,0.00263,uncharacterized LOC111099730
LOC111100034,-1,5,4,GO:0006468,0.00263,caldesmon-like
LOC111104030,-1,2,1,GO:0006468,0.00263,uncharacterized LOC111104030
LOC111106203,-1,2,1,GO:0006468,0.00263,uncharacterized LOC111106203
LOC111106754,-1,5,4,GO:0006468,0.00263,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0006468,0.00263,serine/threonine-protein kinase PAK 3-like
LOC111106843,-1,1,0,GO:0006468,0.00263,uncharacterized LOC111106843
LOC111107835,-2,3,1,GO:0006468,0.00263,uncharacterized LOC111107835
LOC111109524,-1,2,1,GO:0006468,0.00263,serine/threonine-protein kinase Nek6-like
LOC111118497,-2,9,7,GO:0006468,0.00263,cAMP-dependent protein kinase catalytic subunit
LOC111120610,-1,5,4,GO:0006468,0.00263,receptor-type guanylate cyclase Gyc76C-like
LOC111121839,-1,9,8,GO:0006468,0.00263,5'-AMP-activated protein kinase catalytic subunit alpha-2-like
LOC111125837,-1,2,1,GO:0006468,0.00263,uncharacterized LOC111125837
LOC111127768,-1,2,1,GO:0006468,0.00263,calcium/calmodulin-dependent protein kinase type IV-like
LOC111128082,-1,8,7,GO:0006468,0.00263,serine/threonine-protein kinase MRCK alpha-like
LOC111130345,-2,6,4,GO:0006468,0.00263,integrase/recombinase xerD homolog
LOC111132798,-1,4,3,GO:0006468,0.00263,serine/threonine-protein kinase mig-15-like
LOC111134522,-1,2,1,GO:0006468,0.00263,serine/threonine-protein kinase haspin homolog
LOC111134935,-1,5,4,GO:0006468,0.00263,uncharacterized LOC111134935
LOC111135557,-1,5,4,GO:0006468,0.00263,phosphatidylinositol 4
LOC111135941,-1,4,3,GO:0006468,0.00263,serine/threonine-protein kinase PAK 3-like
LOC111136017,-1,10,9,GO:0006468,0.00263,tyrosine-protein kinase PR2-like
LOC111136925,-1,3,2,GO:0006468,0.00263,serine/threonine-protein kinase Nek11-like
LOC111134950,-1,3,2,GO:0007316,0.00265,protein spire homolog 1-like
LOC111128721,-2,7,5,GO:0045451,0.00265,DAZ-associated protein 1-like
LOC111134950,-1,3,2,GO:0045451,0.00265,protein spire homolog 1-like
LOC111115795,-1,12,11,GO:0060341,0.00284,partitioning defective 3 homolog
LOC111122291,-1,6,5,GO:0017158,0.00303,synaptotagmin-15-like
LOC111123790,-1,7,6,GO:0017158,0.00303,transient receptor potential cation channel subfamily V member 5-like
LOC111131767,-1,4,3,GO:0017158,0.00303,synaptotagmin-A-like
LOC111118562,-1,3,2,GO:0032870,0.00307,neuropeptide FF receptor 2-like
LOC111125906,-1,9,8,GO:0032870,0.00307,signal transducer and activator of transcription 5A-like
LOC111120128,-2,7,5,GO:0010499,0.00324,kelch-like ECH-associated protein 1
LOC111137587,-1,2,1,GO:0010499,0.00324,uncharacterized LOC111137587
LOC111116984,-1,4,3,GO:0010730,0.00324,mpv17-like protein
LOC111133041,-1,6,5,GO:0010730,0.00324,mpv17-like protein
LOC111099858,-1,1,0,GO:0007155,0.00330,uncharacterized LOC111099858
LOC111099899,-1,3,2,GO:0007155,0.00330,cell adhesion molecule 2-like
LOC111100094,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111100094
LOC111100787,-1,1,0,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 10
LOC111100788,-1,5,4,GO:0007155,0.00330,protein quaking-B-like
LOC111101677,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111101677
LOC111103819,-1,5,4,GO:0007155,0.00330,afadin-like
LOC111104321,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111104321
LOC111104395,-1,2,1,GO:0007155,0.00330,collagen alpha-1(X) chain-like
LOC111104923,-1,1,0,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 10
LOC111105434,-1,3,2,GO:0007155,0.00330,spondin-1-like
LOC111105549,-1,3,2,GO:0007155,0.00330,uncharacterized LOC111105549
LOC111106135,-1,2,1,GO:0007155,0.00330,protein draper-like
LOC111106240,-1,8,7,GO:0007155,0.00330,uncharacterized LOC111106240
LOC111106412,-1,2,1,GO:0007155,0.00330,receptor-type tyrosine-protein phosphatase T-like
LOC111106765,-1,2,1,GO:0007155,0.00330,fibrillin-1-like
LOC111106768,-1,2,1,GO:0007155,0.00330,fibrillin-1-like
LOC111108704,-1,3,2,GO:0007155,0.00330,neurogenic locus notch homolog protein 1-like
LOC111110933,-1,1,0,GO:0007155,0.00330,receptor-type tyrosine-protein phosphatase alpha-like
LOC111111392,-4,15,11,GO:0007155,0.00330,integrin alpha-2-like
LOC111112501,-1,3,2,GO:0007155,0.00330,scavenger receptor class F member 1-like
LOC111112902,-2,3,1,GO:0007155,0.00330,uncharacterized LOC111112902
LOC111113656,-1,1,0,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 10
LOC111114475,-1,4,3,GO:0007155,0.00330,receptor-type tyrosine-protein phosphatase S-like
LOC111114650,-1,4,3,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 10
LOC111114722,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111114722
LOC111114985,-1,2,1,GO:0007155,0.00330,collagen alpha-5(IV) chain-like
LOC111115001,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111115001
LOC111115048,-1,2,1,GO:0007155,0.00330,blastula protease 10-like
LOC111115084,-1,4,3,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 10
LOC111115280,-1,2,1,GO:0007155,0.00330,scavenger receptor class F member 2-like
LOC111115761,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111115761
LOC111116056,-1,3,2,GO:0007155,0.00330,integrin alpha-2-like
LOC111116888,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111116888
LOC111119469,-1,3,2,GO:0007155,0.00330,uncharacterized LOC111119469
LOC111119763,-1,2,1,GO:0007155,0.00330,beta-1
LOC111120642,-1,3,2,GO:0007155,0.00330,collagen alpha-1(XII) chain-like
LOC111120840,-1,2,1,GO:0007155,0.00330,multiple epidermal growth factor-like domains protein 6
LOC111121492,-1,2,1,GO:0007155,0.00330,protein sidekick-like
LOC111123246,-1,2,1,GO:0007155,0.00330,tenascin-X-like
LOC111123480,-1,3,2,GO:0007155,0.00330,tenascin-X-like
LOC111123716,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111123716
LOC111123967,-1,1,0,GO:0007155,0.00330,lectin BRA-3-like
LOC111124612,-1,5,4,GO:0007155,0.00330,uncharacterized LOC111124612
LOC111124933,-1,3,2,GO:0007155,0.00330,uncharacterized LOC111124933
LOC111126295,-2,3,1,GO:0007155,0.00330,protein lev-9-like
LOC111127236,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111127236
LOC111130774,-1,2,1,GO:0007155,0.00330,ras GTPase-activating protein 1-like
LOC111131147,-2,10,8,GO:0007155,0.00330,1-phosphatidylinositol 4
LOC111134042,-1,3,2,GO:0007155,0.00330,ephrin type-B receptor 1-B-like
LOC111135872,-1,3,2,GO:0007155,0.00330,lipoma-preferred partner homolog
LOC111136853,-1,2,1,GO:0007155,0.00330,microfibril-associated glycoprotein 4-like
LOC111137176,-1,3,2,GO:0007155,0.00330,SCO-spondin-like
LOC111137616,-1,2,1,GO:0007155,0.00330,uncharacterized LOC111137616
LOC111099047,-1,5,4,GO:0015804,0.00334,b(0
LOC111128281,-1,3,2,GO:0015804,0.00334,uncharacterized LOC111128281
LOC111133657,-1,2,1,GO:0015804,0.00334,large neutral amino acids transporter small subunit 2-like
LOC111121712,-1,6,5,GO:0017156,0.00343,rho GTPase-activating protein 17-like
LOC111107009,-1,4,3,GO:0008045,0.00347,neuroglian-like
LOC111107913,-3,15,12,GO:0008045,0.00347,filamin-A-like
LOC111108704,-1,3,2,GO:0008045,0.00347,neurogenic locus notch homolog protein 1-like
LOC111113655,-1,1,0,GO:0008045,0.00347,receptor-type tyrosine-protein phosphatase zeta-like
LOC111120610,-1,5,4,GO:0008045,0.00347,receptor-type guanylate cyclase Gyc76C-like
LOC111125018,-1,5,4,GO:0008045,0.00347,E3 ubiquitin-protein ligase MYCBP2-like
LOC111127236,-1,2,1,GO:0008045,0.00347,uncharacterized LOC111127236
LOC111134042,-1,3,2,GO:0008045,0.00347,ephrin type-B receptor 1-B-like
LOC111136649,-1,7,6,GO:0008045,0.00347,neuroglian-like
LOC111102730,-1,1,0,GO:0007015,0.00349,uncharacterized LOC111102730
LOC111106751,-1,2,1,GO:0007015,0.00349,uncharacterized LOC111106751
LOC111108704,-1,3,2,GO:0007015,0.00349,neurogenic locus notch homolog protein 1-like
LOC111115214,-1,1,0,GO:0007015,0.00349,uncharacterized LOC111115214
LOC111115624,-1,6,5,GO:0007015,0.00349,tropomodulin-like
LOC111121141,-1,5,4,GO:0007015,0.00349,integrator complex subunit 3 homolog
LOC111121712,-1,6,5,GO:0007015,0.00349,rho GTPase-activating protein 17-like
LOC111127975,-1,6,5,GO:0007015,0.00349,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111134950,-1,3,2,GO:0007015,0.00349,protein spire homolog 1-like
LOC111101494,-1,1,0,GO:0060041,0.00352,uncharacterized LOC111101494
LOC111105397,-1,2,1,GO:0060041,0.00352,uncharacterized LOC111105397
LOC111115638,-1,3,2,GO:0060041,0.00352,adenomatous polyposis coli protein-like
LOC111119883,-1,2,1,GO:0060041,0.00352,diencephalon/mesencephalon homeobox protein 1-B-like
LOC111127137,-1,2,1,GO:0060041,0.00352,retinoic acid receptor alpha-like
LOC111129170,-1,11,10,GO:0060041,0.00352,tubulin polyglutamylase TTLL5-like
LOC111123341,-2,7,5,GO:0050896,0.00352,uncharacterized LOC111123341
LOC111124682,-1,2,1,GO:0050896,0.00352,hemicentin-1-like
LOC111127852,-1,2,1,GO:0050896,0.00352,coadhesin-like
LOC111129337,-1,3,2,GO:0050896,0.00352,myosin-IIIb-like
LOC111133441,-1,4,3,GO:0050896,0.00352,cyclic nucleotide-gated cation channel alpha-3-like
LOC111134775,-2,5,3,GO:0050896,0.00352,SCO-spondin-like
LOC111106754,-1,5,4,GO:0031098,0.00354,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0031098,0.00354,serine/threonine-protein kinase PAK 3-like
LOC111109524,-1,2,1,GO:0031098,0.00354,serine/threonine-protein kinase Nek6-like
LOC111114075,-1,4,3,GO:0031098,0.00354,uncharacterized LOC111114075
LOC111120596,-1,5,4,GO:0031098,0.00354,dual specificity mitogen-activated protein kinase kinase 4-like
LOC111129471,-1,2,1,GO:0031098,0.00354,uncharacterized LOC111129471
LOC111130345,-2,6,4,GO:0031098,0.00354,integrase/recombinase xerD homolog
LOC111132798,-1,4,3,GO:0031098,0.00354,serine/threonine-protein kinase mig-15-like
LOC111135941,-1,4,3,GO:0031098,0.00354,serine/threonine-protein kinase PAK 3-like
LOC111101938,-1,1,0,GO:0008283,0.00358,alpha-ketoglutarate-dependent dioxygenase alkB homolog 3-like
LOC111108060,-1,4,3,GO:0008283,0.00358,DCC-interacting protein 13-alpha-like
LOC111125347,-2,7,5,GO:0008283,0.00358,myosin-7-like
LOC111135381,-1,6,5,GO:0008283,0.00358,NGFI-A-binding protein homolog
LOC111100477,-1,3,2,GO:0046339,0.00370,diacylglycerol kinase theta-like
LOC111130737,-1,3,2,GO:0046339,0.00370,diacylglycerol kinase theta-like
LOC111119640,-2,10,8,GO:0060322,0.00438,single-stranded DNA-binding protein 3-like
LOC111107695,-2,7,5,GO:0043516,0.00441,uncharacterized protein DDB_G0279979-like
LOC111134076,-1,4,3,GO:0043516,0.00441,FK506-binding protein 3-like
LOC111134313,-2,4,2,GO:0043516,0.00441,uncharacterized LOC111134313
LOC111127446,-1,3,2,GO:0048592,0.00442,zinc finger protein GLI4-like
LOC111123700,-1,4,3,GO:0042335,0.00483,protein crumbs-like
LOC111125246,-1,2,1,GO:0042335,0.00483,transmembrane protein 79-like
LOC111130345,-2,6,4,GO:0042335,0.00483,integrase/recombinase xerD homolog
LOC111118210,-1,3,2,GO:0006203,0.00496,7
LOC111134047,-2,6,4,GO:0006203,0.00496,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC111134907,-1,2,1,GO:0006203,0.00496,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC111119763,-1,2,1,GO:0007341,0.00496,beta-1
LOC111133398,-1,10,9,GO:0007341,0.00496,beta-hexosaminidase subunit alpha-like
LOC111133929,-1,2,1,GO:0007341,0.00496,beta-hexosaminidase subunit beta-like
LOC111118210,-1,3,2,GO:0046061,0.00496,7
LOC111134047,-2,6,4,GO:0046061,0.00496,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC111134907,-1,2,1,GO:0046061,0.00496,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC111117512,-1,2,1,GO:0050850,0.00496,uncharacterized LOC111117512
LOC111135481,-1,1,0,GO:0050850,0.00496,uncharacterized LOC111135481
LOC111135588,-1,4,3,GO:0050850,0.00496,exocyst complex component 4-like
LOC111115441,-2,9,7,GO:0043525,0.00497,histone deacetylase 4-like
LOC111120596,-1,5,4,GO:0043525,0.00497,dual specificity mitogen-activated protein kinase kinase 4-like
LOC111122170,-1,3,2,GO:0043525,0.00497,uncharacterized LOC111122170
LOC111124470,-1,2,1,GO:0043525,0.00497,uncharacterized LOC111124470
LOC111133637,-1,2,1,GO:0043525,0.00497,uncharacterized LOC111133637
LOC111135941,-1,4,3,GO:0043525,0.00497,serine/threonine-protein kinase PAK 3-like
LOC111099858,-1,1,0,GO:0006707,0.00510,uncharacterized LOC111099858
LOC111100094,-1,2,1,GO:0006707,0.00510,uncharacterized LOC111100094
LOC111101677,-1,2,1,GO:0006707,0.00510,uncharacterized LOC111101677
LOC111102508,-1,2,1,GO:0006707,0.00510,uncharacterized LOC111102508
LOC111105238,-1,2,1,GO:0006707,0.00510,uncharacterized LOC111105238
LOC111113656,-1,1,0,GO:0006707,0.00510,multiple epidermal growth factor-like domains protein 10
LOC111115280,-1,2,1,GO:0006707,0.00510,scavenger receptor class F member 2-like
LOC111116888,-1,2,1,GO:0006707,0.00510,uncharacterized LOC111116888
LOC111099135,-1,4,3,GO:0016042,0.00512,uncharacterized LOC111099135
LOC111099849,-2,3,1,GO:0016042,0.00512,uncharacterized LOC111099849
LOC111105355,-1,2,1,GO:0016042,0.00512,uncharacterized LOC111105355
LOC111109768,-1,4,3,GO:0016042,0.00512,ras-related protein rab7
LOC111110018,-1,2,1,GO:0016042,0.00512,uncharacterized LOC111110018
LOC111115295,-1,1,0,GO:0016042,0.00512,retinoic acid receptor responder protein 3-like
LOC111123501,-3,4,1,GO:0016042,0.00512,uncharacterized LOC111123501
LOC111128349,-1,5,4,GO:0016042,0.00512,1-phosphatidylinositol 4
LOC111131147,-2,10,8,GO:0016042,0.00512,1-phosphatidylinositol 4
LOC111134781,-1,3,2,GO:0016042,0.00512,uncharacterized LOC111134781
LOC111106228,-1,2,1,GO:0007264,0.00516,ADP-ribosylation factor-like protein 6
LOC111106754,-1,5,4,GO:0007264,0.00516,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0007264,0.00516,serine/threonine-protein kinase PAK 3-like
LOC111106843,-1,1,0,GO:0007264,0.00516,uncharacterized LOC111106843
LOC111118032,-1,2,1,GO:0007264,0.00516,malignant fibrous histiocytoma-amplified sequence 1 homolog
LOC111120466,-1,3,2,GO:0007264,0.00516,uncharacterized LOC111120466
LOC111121697,-1,2,1,GO:0007264,0.00516,uncharacterized LOC111121697
LOC111123825,-1,10,9,GO:0007264,0.00516,ras-specific guanine nucleotide-releasing factor RalGPS1-like
LOC111128533,-2,7,5,GO:0007264,0.00516,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111134423,-5,11,6,GO:0007264,0.00516,rho guanine nucleotide exchange factor 7-like
LOC111134998,-2,7,5,GO:0007264,0.00516,malignant fibrous histiocytoma-amplified sequence 1 homolog
LOC111106754,-1,5,4,GO:0010033,0.00522,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0010033,0.00522,serine/threonine-protein kinase PAK 3-like
LOC111107402,-1,5,4,GO:0010033,0.00522,histone deacetylase 6-like
LOC111122170,-1,3,2,GO:0010033,0.00522,uncharacterized LOC111122170
LOC111122336,-1,3,2,GO:0010033,0.00522,transient receptor potential cation channel subfamily A member 1-like
LOC111100279,-1,2,1,GO:0070201,0.00533,histone-lysine N-methyltransferase NSD2-like
LOC111107402,-1,5,4,GO:0070201,0.00533,histone deacetylase 6-like
LOC111103819,-1,5,4,GO:0032880,0.00542,afadin-like
LOC111123700,-1,4,3,GO:0032880,0.00542,protein crumbs-like
LOC111125018,-1,5,4,GO:0032880,0.00542,E3 ubiquitin-protein ligase MYCBP2-like
LOC111127465,-1,4,3,GO:0032880,0.00542,TBC1 domain family member 1-like
LOC111104354,-1,2,1,GO:0065002,0.00551,C2 domain-containing protein 5-like
LOC111104367,-1,2,1,GO:0065002,0.00551,C2 domain-containing protein 5-like
LOC111107913,-3,15,12,GO:0000278,0.00557,filamin-A-like
LOC111109524,-1,2,1,GO:0000278,0.00557,serine/threonine-protein kinase Nek6-like
LOC111125347,-2,7,5,GO:0000278,0.00557,myosin-7-like
LOC111100470,-1,2,1,GO:0007423,0.00568,baculoviral IAP repeat-containing protein 3-like
LOC111108704,-1,3,2,GO:0007423,0.00568,neurogenic locus notch homolog protein 1-like
LOC111104356,-1,2,1,GO:0006887,0.00569,uncharacterized LOC111104356
LOC111106465,-1,6,5,GO:0006887,0.00569,tankyrase-1-like
LOC111106754,-1,5,4,GO:0006887,0.00569,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0006887,0.00569,serine/threonine-protein kinase PAK 3-like
LOC111111058,-1,6,5,GO:0006887,0.00569,unconventional myosin-Va-like
LOC111114855,-1,2,1,GO:0006887,0.00569,uncharacterized LOC111114855
LOC111115551,-1,4,3,GO:0006887,0.00569,ras-related protein Rab-27B-like
LOC111119872,-1,3,2,GO:0006887,0.00569,synaptotagmin-17-like
LOC111135588,-1,4,3,GO:0006887,0.00569,exocyst complex component 4-like
LOC111099646,-1,2,1,GO:0032147,0.00576,uncharacterized LOC111099646
LOC111106754,-1,5,4,GO:0032147,0.00576,serine/threonine-protein kinase PAK 1-like
LOC111109524,-1,2,1,GO:0032147,0.00576,serine/threonine-protein kinase Nek6-like
LOC111114075,-1,4,3,GO:0032147,0.00576,uncharacterized LOC111114075
LOC111120596,-1,5,4,GO:0032147,0.00576,dual specificity mitogen-activated protein kinase kinase 4-like
LOC111135941,-1,4,3,GO:0032147,0.00576,serine/threonine-protein kinase PAK 3-like
LOC111106384,-1,2,1,GO:0007411,0.00586,uncharacterized LOC111106384
LOC111108704,-1,3,2,GO:0007411,0.00586,neurogenic locus notch homolog protein 1-like
LOC111110509,-1,3,2,GO:0007411,0.00586,uncharacterized LOC111110509
LOC111111023,-1,2,1,GO:0007411,0.00586,uncharacterized LOC111111023
LOC111114475,-1,4,3,GO:0007411,0.00586,receptor-type tyrosine-protein phosphatase S-like
LOC111115511,-1,1,0,GO:0007411,0.00586,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111116994,-1,4,3,GO:0007411,0.00586,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111117512,-1,2,1,GO:0007411,0.00586,uncharacterized LOC111117512
LOC111120610,-1,5,4,GO:0007411,0.00586,receptor-type guanylate cyclase Gyc76C-like
LOC111122336,-1,3,2,GO:0007411,0.00586,transient receptor potential cation channel subfamily A member 1-like
LOC111127236,-1,2,1,GO:0007411,0.00586,uncharacterized LOC111127236
LOC111128721,-2,7,5,GO:0007411,0.00586,DAZ-associated protein 1-like
LOC111130704,-2,7,5,GO:0007411,0.00586,spectrin alpha chain
LOC111130951,-2,6,4,GO:0007411,0.00586,spectrin alpha chain
LOC111134353,-1,2,1,GO:0007411,0.00586,putative neural-cadherin 2
LOC111101830,-1,2,1,GO:0042981,0.00586,ATP-dependent DNA helicase Q-like 1
LOC111104823,-1,2,1,GO:0042981,0.00586,uncharacterized LOC111104823
LOC111104825,-1,4,3,GO:0042981,0.00586,uncharacterized LOC111104825
LOC111106754,-1,5,4,GO:0042981,0.00586,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0042981,0.00586,serine/threonine-protein kinase PAK 3-like
LOC111109524,-1,2,1,GO:0042981,0.00586,serine/threonine-protein kinase Nek6-like
LOC111109770,-1,2,1,GO:0042981,0.00586,baculoviral IAP repeat-containing protein 8-like
LOC111114075,-1,4,3,GO:0042981,0.00586,uncharacterized LOC111114075
LOC111115333,-1,4,3,GO:0042981,0.00586,Werner syndrome ATP-dependent helicase homolog
LOC111118497,-2,9,7,GO:0042981,0.00586,cAMP-dependent protein kinase catalytic subunit
LOC111120761,-1,4,3,GO:0042981,0.00586,caspase recruitment domain-containing protein 11-like
LOC111121029,-1,3,2,GO:0042981,0.00586,TNF receptor-associated factor 6-like
LOC111124470,-1,2,1,GO:0042981,0.00586,uncharacterized LOC111124470
LOC111128591,-4,11,7,GO:0042981,0.00586,reticulon-1-A-like
LOC111128838,-1,5,4,GO:0042981,0.00586,tyrosine-protein kinase JAK2-like
LOC111130345,-2,6,4,GO:0042981,0.00586,integrase/recombinase xerD homolog
LOC111132798,-1,4,3,GO:0042981,0.00586,serine/threonine-protein kinase mig-15-like
LOC111133185,-1,2,1,GO:0042981,0.00586,uncharacterized LOC111133185
LOC111134858,-1,9,8,GO:0042981,0.00586,PH domain leucine-rich repeat-containing protein phosphatase 2-like
LOC111107518,-2,9,7,GO:0045055,0.00593,calcium-dependent secretion activator 1-like
LOC111125246,-1,2,1,GO:0045055,0.00593,transmembrane protein 79-like
LOC111130345,-2,6,4,GO:0045055,0.00593,integrase/recombinase xerD homolog
LOC111104354,-1,2,1,GO:0032869,0.00613,C2 domain-containing protein 5-like
LOC111104367,-1,2,1,GO:0032869,0.00613,C2 domain-containing protein 5-like
LOC111106754,-1,5,4,GO:0032869,0.00613,serine/threonine-protein kinase PAK 1-like
LOC111106755,-1,2,1,GO:0032869,0.00613,serine/threonine-protein kinase PAK 3-like
LOC111111058,-1,6,5,GO:0032869,0.00613,unconventional myosin-Va-like
LOC111106214,-1,1,0,GO:0016080,0.00634,uncharacterized LOC111106214
LOC111128182,-1,6,5,GO:0016080,0.00634,uncharacterized LOC111128182
LOC111102878,-1,5,4,GO:0016925,0.00637,uncharacterized LOC111102878
LOC111103877,-1,4,3,GO:0016925,0.00637,uncharacterized LOC111103877
LOC111111376,-1,4,3,GO:0016925,0.00637,aladin-like
LOC111123550,-1,4,3,GO:0016925,0.00637,uncharacterized LOC111123550
LOC111101883,-2,6,4,GO:0033147,0.00645,CCR4-NOT transcription complex subunit 2-like
LOC111104518,-1,6,5,GO:0033147,0.00645,CCR4-NOT transcription complex subunit 2-like
LOC111128768,-1,7,6,GO:0033147,0.00645,striatin-3-like
LOC111103868,-1,5,4,GO:0034453,0.00650,FGFR1 oncogene partner-like
LOC111107154,-2,9,7,GO:0034453,0.00650,dystroglycan-like
LOC111117931,-1,2,1,GO:0034453,0.00650,uncharacterized LOC111117931
LOC111124999,-1,5,4,GO:0034453,0.00650,pericentriolar material 1 protein-like
LOC111123246,-1,2,1,GO:0007154,0.00658,tenascin-X-like
LOC111123480,-1,3,2,GO:0007154,0.00658,tenascin-X-like
LOC111133657,-1,2,1,GO:0015807,0.00727,large neutral amino acids transporter small subunit 2-like
LOC111125387,-1,2,1,GO:0060219,0.00727,Down syndrome cell adhesion molecule homolog
LOC111107068,-1,2,1,GO:0007091,0.00738,uncharacterized LOC111107068
LOC111115638,-1,3,2,GO:0007091,0.00738,adenomatous polyposis coli protein-like
LOC111108704,-1,3,2,GO:0009952,0.00782,neurogenic locus notch homolog protein 1-like
LOC111115638,-1,3,2,GO:0009952,0.00782,adenomatous polyposis coli protein-like
LOC111128600,-1,3,2,GO:0009952,0.00782,homeobox protein otx5-B-like
LOC111131547,-1,3,2,GO:0015711,0.00793,solute carrier organic anion transporter family member 4A1-like
LOC111101494,-1,1,0,GO:0046549,0.00818,uncharacterized LOC111101494
LOC111127137,-1,2,1,GO:0046549,0.00818,retinoic acid receptor alpha-like
LOC111133441,-1,4,3,GO:0046549,0.00818,cyclic nucleotide-gated cation channel alpha-3-like
LOC111135941,-1,4,3,GO:0010975,0.00827,serine/threonine-protein kinase PAK 3-like
LOC111099899,-1,3,2,GO:0010628,0.00837,cell adhesion molecule 2-like
LOC111100010,-1,4,3,GO:0010628,0.00837,uncharacterized LOC111100010
LOC111100477,-1,3,2,GO:0010628,0.00837,diacylglycerol kinase theta-like
LOC111100551,-1,2,1,GO:0010628,0.00837,uncharacterized LOC111100551
LOC111106240,-1,8,7,GO:0010628,0.00837,uncharacterized LOC111106240
LOC111106751,-1,2,1,GO:0010628,0.00837,uncharacterized LOC111106751
LOC111107585,-1,1,0,GO:0010628,0.00837,uncharacterized LOC111107585
LOC111110509,-1,3,2,GO:0010628,0.00837,uncharacterized LOC111110509
LOC111111023,-1,2,1,GO:0010628,0.00837,uncharacterized LOC111111023
LOC111115214,-1,1,0,GO:0010628,0.00837,uncharacterized LOC111115214
LOC111115551,-1,4,3,GO:0010628,0.00837,ras-related protein Rab-27B-like
LOC111118242,-1,2,1,GO:0010628,0.00837,prostaglandin E2 receptor EP4 subtype-like
LOC111119630,-1,9,8,GO:0010628,0.00837,probable 3'
LOC111122336,-1,3,2,GO:0010628,0.00837,transient receptor potential cation channel subfamily A member 1-like
