gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111104820,-1,1,0,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 6
LOC111104988,-1,1,0,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111105099,-1,1,0,GO:0001525,1.8e-07,uncharacterized LOC111105099
LOC111105237,-1,2,1,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111105243,-1,2,1,GO:0001525,1.8e-07,uncharacterized LOC111105243
LOC111105274,-1,3,2,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 6
LOC111105412,-1,2,1,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111105777,-1,1,0,GO:0001525,1.8e-07,NADPH oxidase 5-like
LOC111106389,-2,3,1,GO:0001525,1.8e-07,very low-density lipoprotein receptor-like
LOC111108853,-1,1,0,GO:0001525,1.8e-07,collagen alpha-2(VIII) chain-like
LOC111109384,-1,1,0,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 11
LOC111110286,-1,1,0,GO:0001525,1.8e-07,protein draper-like
LOC111110837,-1,1,0,GO:0001525,1.8e-07,apolipoprotein D-like
LOC111112384,-1,1,0,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111112624,-1,4,3,GO:0001525,1.8e-07,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
LOC111113481,-1,1,0,GO:0001525,1.8e-07,uncharacterized LOC111113481
LOC111115448,-1,1,0,GO:0001525,1.8e-07,caveolin-1-like
LOC111115612,-4,17,13,GO:0001525,1.8e-07,formin-like protein CG32138
LOC111115765,-1,2,1,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111115882,-1,2,1,GO:0001525,1.8e-07,cell death abnormality protein 1-like
LOC111116124,-1,4,3,GO:0001525,1.8e-07,plexin domain-containing protein 1-like
LOC111116496,-1,1,0,GO:0001525,1.8e-07,uncharacterized LOC111116496
LOC111117316,-1,2,1,GO:0001525,1.8e-07,fibropellin-1-like
LOC111117928,-1,6,5,GO:0001525,1.8e-07,paladin-like
LOC111117987,-1,2,1,GO:0001525,1.8e-07,R-spondin-3-like
LOC111118614,-1,3,2,GO:0001525,1.8e-07,caprin-2-like
LOC111121512,-1,2,1,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111122602,-1,8,7,GO:0001525,1.8e-07,frizzled-5-like
LOC111124737,-1,1,0,GO:0001525,1.8e-07,transforming growth factor-beta-induced protein ig-h3-like
LOC111127188,-1,2,1,GO:0001525,1.8e-07,uncharacterized LOC111127188
LOC111128628,-1,2,1,GO:0001525,1.8e-07,lactadherin-like
LOC111131217,-1,2,1,GO:0001525,1.8e-07,integumentary mucin C.1-like
LOC111132298,-1,1,0,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0001525,1.8e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0001525,1.8e-07,uncharacterized LOC111133105
LOC111134917,-1,1,0,GO:0001525,1.8e-07,ryncolin-1-like
LOC111134958,-1,2,1,GO:0001525,1.8e-07,uncharacterized LOC111134958
LOC111136358,-1,2,1,GO:0001525,1.8e-07,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0001525,1.8e-07,uncharacterized LOC111137578
LOC111138403,-1,5,4,GO:0001525,1.8e-07,fibrillin-2-like
LOC111138434,-1,3,2,GO:0001525,1.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111099040,-1,18,17,GO:0007169,1.9e-07,lymphocyte cytosolic protein 2-like
LOC111099084,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111099084
LOC111099619,-1,1,0,GO:0007169,1.9e-07,endothelial cell-specific molecule 1-like
LOC111100240,-1,3,2,GO:0007169,1.9e-07,uncharacterized LOC111100240
LOC111100278,-2,9,7,GO:0007169,1.9e-07,uncharacterized LOC111100278
LOC111101719,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111101719
LOC111102338,-1,2,1,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111102557
LOC111102985,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111102985
LOC111103511,-2,4,2,GO:0007169,1.9e-07,cell death abnormality protein 1-like
LOC111103646,-1,7,6,GO:0007169,1.9e-07,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103670,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111103670
LOC111103720,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0007169,1.9e-07,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 6
LOC111105099,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111105099
LOC111105237,-1,2,1,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 10
LOC111105412,-1,2,1,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 10
LOC111106212,-1,7,6,GO:0007169,1.9e-07,uncharacterized LOC111106212
LOC111106520,-1,3,2,GO:0007169,1.9e-07,uncharacterized LOC111106520
LOC111109384,-1,1,0,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 11
LOC111110043,-1,2,1,GO:0007169,1.9e-07,hepatocyte growth factor receptor-like
LOC111110286,-1,1,0,GO:0007169,1.9e-07,protein draper-like
LOC111111946,-3,5,2,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase delta-like
LOC111111948,-1,2,1,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase T-like
LOC111112366,-1,2,1,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111113481,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111113481
LOC111113685,-1,1,0,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase alpha-like
LOC111114475,-2,4,2,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase S-like
LOC111115259,-1,3,2,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111115459,-1,1,0,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase T-like
LOC111115882,-1,2,1,GO:0007169,1.9e-07,cell death abnormality protein 1-like
LOC111116053,-3,3,0,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111116632,-1,2,1,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase alpha-like
LOC111116633,-1,2,1,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111118174,-1,2,1,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120008,-1,4,3,GO:0007169,1.9e-07,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120588,-1,3,2,GO:0007169,1.9e-07,jouberin-like
LOC111121258,-1,2,1,GO:0007169,1.9e-07,uncharacterized LOC111121258
LOC111121512,-1,2,1,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 10
LOC111122881,-1,2,1,GO:0007169,1.9e-07,uncharacterized LOC111122881
LOC111124864,-1,3,2,GO:0007169,1.9e-07,uncharacterized LOC111124864
LOC111127188,-1,2,1,GO:0007169,1.9e-07,uncharacterized LOC111127188
LOC111128838,-1,5,4,GO:0007169,1.9e-07,tyrosine-protein kinase JAK2-like
LOC111131490,-2,4,2,GO:0007169,1.9e-07,uncharacterized LOC111131490
LOC111132298,-1,1,0,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0007169,1.9e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111133105
LOC111134623,-2,3,1,GO:0007169,1.9e-07,uncharacterized LOC111134623
LOC111136017,-1,13,12,GO:0007169,1.9e-07,tyrosine-protein kinase PR2-like
LOC111136358,-1,2,1,GO:0007169,1.9e-07,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0007169,1.9e-07,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0007169,1.9e-07,multiple epidermal growth factor-like domains protein 10
LOC111100787,-1,1,0,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111101850,-1,4,3,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111102569,-1,2,1,GO:0030239,2.7e-07,uncharacterized LOC111102569
LOC111104243,-1,2,1,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111104923,-1,1,0,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111105404,-2,3,1,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0030239,2.7e-07,uncharacterized LOC111105549
LOC111106374,-1,1,0,GO:0030239,2.7e-07,uncharacterized LOC111106374
LOC111108073,-1,1,0,GO:0030239,2.7e-07,uncharacterized LOC111108073
LOC111111950,-1,2,1,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0030239,2.7e-07,protein draper-like
LOC111112902,-1,2,1,GO:0030239,2.7e-07,uncharacterized LOC111112902
LOC111113842,-1,1,0,GO:0030239,2.7e-07,uncharacterized LOC111113842
LOC111114844,-1,2,1,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111116622,-1,3,2,GO:0030239,2.7e-07,protein draper-like
LOC111117346,-2,3,1,GO:0030239,2.7e-07,protein draper-like
LOC111117755,-2,7,5,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111125351,-1,2,1,GO:0030239,2.7e-07,nucleoprotein TPR-like
LOC111126409,-2,4,2,GO:0030239,2.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111131563,-2,16,14,GO:0030239,2.7e-07,troponin T-like
LOC111102721,-2,2,0,GO:0055002,2.7e-07,uncharacterized LOC111102721
LOC111125330,-2,25,23,GO:0055002,2.7e-07,hemicentin-1-like
LOC111125463,-1,28,27,GO:0055002,2.7e-07,hemicentin-1-like
LOC111100394,-1,2,1,GO:0006468,3.1e-07,uncharacterized LOC111100394
LOC111101534,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111101534
LOC111101719,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111101719
LOC111101781,-1,2,1,GO:0006468,3.1e-07,tripartite motif-containing protein 2-like
LOC111103646,-1,7,6,GO:0006468,3.1e-07,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103725,-1,1,0,GO:0006468,3.1e-07,tyrosine-protein phosphatase non-receptor type 7-like
LOC111103932,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111103932
LOC111103967,-1,3,2,GO:0006468,3.1e-07,four-jointed box protein 1-like
LOC111104249,-1,2,1,GO:0006468,3.1e-07,four-jointed box protein 1-like
LOC111106843,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111106843
LOC111107193,-1,2,1,GO:0006468,3.1e-07,P2X purinoceptor 7-like
LOC111107835,-2,3,1,GO:0006468,3.1e-07,uncharacterized LOC111107835
LOC111107918,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111107918
LOC111110782,-1,3,2,GO:0006468,3.1e-07,uncharacterized LOC111110782
LOC111111025,-1,3,2,GO:0006468,3.1e-07,uncharacterized LOC111111025
LOC111111337,-1,2,1,GO:0006468,3.1e-07,uncharacterized LOC111111337
LOC111112614,-2,4,2,GO:0006468,3.1e-07,uncharacterized LOC111112614
LOC111112629,-2,9,7,GO:0006468,3.1e-07,uncharacterized LOC111112629
LOC111113146,-1,1,0,GO:0006468,3.1e-07,uncharacterized LOC111113146
LOC111114882,-1,4,3,GO:0006468,3.1e-07,uncharacterized LOC111114882
LOC111115138,-1,4,3,GO:0006468,3.1e-07,serine/threonine-protein kinase Nek10-like
LOC111117659,-1,2,1,GO:0006468,3.1e-07,uncharacterized LOC111117659
LOC111120610,-3,5,2,GO:0006468,3.1e-07,receptor-type guanylate cyclase Gyc76C-like
LOC111121839,-4,15,11,GO:0006468,3.1e-07,5'-AMP-activated protein kinase catalytic subunit alpha-2-like
LOC111122350,-1,7,6,GO:0006468,3.1e-07,laminin subunit alpha-2-like
LOC111131805,-1,8,7,GO:0006468,3.1e-07,serine/threonine-protein kinase D1-like
LOC111134623,-2,3,1,GO:0006468,3.1e-07,uncharacterized LOC111134623
LOC111134935,-2,6,4,GO:0006468,3.1e-07,uncharacterized LOC111134935
LOC111135397,-1,2,1,GO:0006468,3.1e-07,sucrose non-fermenting protein kinase 1-like
LOC111136017,-1,13,12,GO:0006468,3.1e-07,tyrosine-protein kinase PR2-like
LOC111136891,-1,10,9,GO:0006468,3.1e-07,myosin heavy chain
LOC111138209,-1,4,3,GO:0006468,3.1e-07,alpha-protein kinase vwkA-like
NA,NA,NA,NA,GO:0061564,3.7e-07,NA
NA,NA,NA,NA,GO:0070925,4.5e-07,NA
LOC111099199,-1,2,1,GO:0016525,5.3e-07,uncharacterized LOC111099199
LOC111100240,-1,3,2,GO:0016525,5.3e-07,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111102557
LOC111102699,-1,2,1,GO:0016525,5.3e-07,uncharacterized LOC111102699
LOC111103511,-2,4,2,GO:0016525,5.3e-07,cell death abnormality protein 1-like
LOC111103574,-1,3,2,GO:0016525,5.3e-07,protein draper-like
LOC111103720,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0016525,5.3e-07,uncharacterized LOC111104529
LOC111104582,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111104582
LOC111104820,-1,1,0,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 6
LOC111104988,-1,1,0,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 10
LOC111105237,-1,2,1,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 10
LOC111105274,-1,3,2,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 6
LOC111109630,-2,3,1,GO:0016525,5.3e-07,uncharacterized LOC111109630
LOC111111698,-1,3,2,GO:0016525,5.3e-07,coadhesin-like
LOC111115260,-1,3,2,GO:0016525,5.3e-07,receptor-type tyrosine-protein phosphatase mu-like
LOC111115765,-1,2,1,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 10
LOC111115882,-1,2,1,GO:0016525,5.3e-07,cell death abnormality protein 1-like
LOC111116795,-2,5,3,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 6
LOC111117047,-2,3,1,GO:0016525,5.3e-07,receptor-type tyrosine-protein phosphatase T-like
LOC111119426,-5,12,7,GO:0016525,5.3e-07,collagen alpha-1(XXV) chain-like
LOC111119571,-3,12,9,GO:0016525,5.3e-07,collagen alpha-1(XXV) chain-like
LOC111120008,-1,4,3,GO:0016525,5.3e-07,receptor-type tyrosine-protein phosphatase kappa-like
LOC111121068,-1,7,6,GO:0016525,5.3e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111127188,-1,2,1,GO:0016525,5.3e-07,uncharacterized LOC111127188
LOC111130194,-1,6,5,GO:0016525,5.3e-07,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111132298,-1,1,0,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0016525,5.3e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0016525,5.3e-07,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0016525,5.3e-07,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0016525,5.3e-07,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:1901343,5.3e-07,NA
NA,NA,NA,NA,GO:2000181,5.3e-07,NA
LOC111100240,-1,3,2,GO:0048014,5.5e-07,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0048014,5.5e-07,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0048014,5.5e-07,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0048014,5.5e-07,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0048014,5.5e-07,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0048014,5.5e-07,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0048014,5.5e-07,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0048014,5.5e-07,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0048014,5.5e-07,multiple epidermal growth factor-like domains protein 10
LOC111110614,-1,1,0,GO:0048014,5.5e-07,fibrinogen-like protein 1
LOC111115882,-1,2,1,GO:0048014,5.5e-07,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0048014,5.5e-07,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0048014,5.5e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0048014,5.5e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0048014,5.5e-07,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0048014,5.5e-07,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0048014,5.5e-07,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0048014,5.5e-07,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0001568,5.7e-07,protein draper-like
LOC111103658,-2,5,3,GO:0001568,5.7e-07,uncharacterized LOC111103658
LOC111104988,-1,1,0,GO:0001568,5.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111115765,-1,2,1,GO:0001568,5.7e-07,multiple epidermal growth factor-like domains protein 10
LOC111134319,-3,4,1,GO:0001568,5.7e-07,T-box transcription factor TBX2-like
LOC111137439,-1,3,2,GO:0001568,5.7e-07,E3 ubiquitin-protein ligase MIB1-like
LOC111108853,-1,1,0,GO:0048593,5.8e-07,collagen alpha-2(VIII) chain-like
LOC111128602,-1,2,1,GO:0048593,5.8e-07,retinal homeobox protein Rx1-like
LOC111100240,-1,3,2,GO:0018108,6.0e-07,uncharacterized LOC111100240
LOC111101719,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111101719
LOC111102338,-1,2,1,GO:0018108,6.0e-07,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0018108,6.0e-07,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0018108,6.0e-07,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0018108,6.0e-07,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0018108,6.0e-07,multiple epidermal growth factor-like domains protein 10
LOC111112400,-1,6,5,GO:0018108,6.0e-07,extracellular tyrosine-protein kinase PKDCC-like
LOC111115882,-1,2,1,GO:0018108,6.0e-07,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0018108,6.0e-07,uncharacterized LOC111127188
LOC111128878,-1,8,7,GO:0018108,6.0e-07,extracellular tyrosine-protein kinase PKDCC-like
LOC111132298,-1,1,0,GO:0018108,6.0e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0018108,6.0e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0018108,6.0e-07,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0018108,6.0e-07,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0018108,6.0e-07,multiple epidermal growth factor-like domains protein 10
LOC111099899,-1,4,3,GO:0008037,6.5e-07,cell adhesion molecule 2-like
LOC111104453,-2,5,3,GO:0008037,6.5e-07,synaptogenesis protein syg-2-like
LOC111116098,-2,6,4,GO:0008037,6.5e-07,uncharacterized LOC111116098
NA,NA,NA,NA,GO:0022607,6.8e-07,NA
NA,NA,NA,NA,GO:0018212,7.4e-07,NA
LOC111100577,-3,9,6,GO:0016310,8.7e-07,uncharacterized LOC111100577
LOC111121258,-1,2,1,GO:0016310,8.7e-07,uncharacterized LOC111121258
LOC111124864,-1,3,2,GO:0016310,8.7e-07,uncharacterized LOC111124864
LOC111133422,-1,3,2,GO:0016310,8.7e-07,sedoheptulokinase-like
LOC111103323,-1,6,5,GO:0007160,8.8e-07,mucin-2-like
LOC111103511,-2,4,2,GO:0007160,8.8e-07,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0007160,8.8e-07,uncharacterized LOC111103720
LOC111104568,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111104568
LOC111104820,-1,1,0,GO:0007160,8.8e-07,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0007160,8.8e-07,multiple epidermal growth factor-like domains protein 10
LOC111106086,-1,1,0,GO:0007160,8.8e-07,complement C1q-like protein 2
LOC111106384,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111106384
LOC111106765,-2,3,1,GO:0007160,8.8e-07,fibrillin-1-like
LOC111108026,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111108026
LOC111108160,-3,8,5,GO:0007160,8.8e-07,uncharacterized LOC111108160
LOC111108169,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111108169
LOC111108186,-7,9,2,GO:0007160,8.8e-07,uncharacterized LOC111108186
LOC111110218,-1,2,1,GO:0007160,8.8e-07,latent-transforming growth factor beta-binding protein 1-like
LOC111111487,-2,18,16,GO:0007160,8.8e-07,integrin alpha-2-like
LOC111112958,-1,1,0,GO:0007160,8.8e-07,uncharacterized LOC111112958
LOC111115873,-1,3,2,GO:0007160,8.8e-07,uncharacterized LOC111115873
LOC111116056,-1,3,2,GO:0007160,8.8e-07,integrin alpha-2-like
LOC111117512,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111117512
LOC111119299,-1,2,1,GO:0007160,8.8e-07,thrombospondin-2-like
LOC111125156,-1,2,1,GO:0007160,8.8e-07,zinc metalloproteinase-disintegrin-like atrase-A
LOC111126421,-2,5,3,GO:0007160,8.8e-07,tetraspanin-9-like
LOC111127188,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111127188
LOC111128999,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111128999
LOC111132298,-1,1,0,GO:0007160,8.8e-07,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0007160,8.8e-07,uncharacterized LOC111133105
LOC111133545,-1,2,1,GO:0007160,8.8e-07,neural cell adhesion molecule L1-like
LOC111133560,-1,2,1,GO:0007160,8.8e-07,neural cell adhesion molecule L1-like
LOC111134686,-1,6,5,GO:0007160,8.8e-07,leupaxin-like
LOC111136358,-1,2,1,GO:0007160,8.8e-07,uncharacterized LOC111136358
LOC111136382,-6,15,9,GO:0007160,8.8e-07,uncharacterized LOC111136382
LOC111137578,-1,1,0,GO:0007160,8.8e-07,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0007160,8.8e-07,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0120036,8.8e-07,NA
LOC111113099,-1,2,1,GO:0048514,9.1e-07,uncharacterized LOC111113099
LOC111119426,-5,12,7,GO:0048514,9.1e-07,collagen alpha-1(XXV) chain-like
LOC111119571,-3,12,9,GO:0048514,9.1e-07,collagen alpha-1(XXV) chain-like
NA,NA,NA,NA,GO:0036211,1.1e-06,NA
LOC111102569,-1,2,1,GO:0048641,1.2e-06,uncharacterized LOC111102569
LOC111105549,-2,3,1,GO:0048641,1.2e-06,uncharacterized LOC111105549
LOC111107004,-1,1,0,GO:0048641,1.2e-06,uncharacterized LOC111107004
LOC111111131,-1,3,2,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0048641,1.2e-06,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0048641,1.2e-06,protein draper-like
LOC111112376,-1,1,0,GO:0048641,1.2e-06,protein draper-like
LOC111112687,-1,2,1,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0048641,1.2e-06,protein draper-like
LOC111113020,-2,12,10,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0048641,1.2e-06,protein draper-like
LOC111114434,-1,1,0,GO:0048641,1.2e-06,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111116752,-3,6,3,GO:0048641,1.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111126881,-1,3,2,GO:0048641,1.2e-06,protein Wnt-10b-like
LOC111133236,-1,1,0,GO:0048641,1.2e-06,uncharacterized LOC111133236
LOC111103148,-1,4,3,GO:0030030,1.2e-06,uncharacterized LOC111103148
LOC111112114,-2,6,4,GO:0030030,1.2e-06,sperm-associated antigen 6-like
LOC111120921,-1,5,4,GO:0030030,1.2e-06,tuberin-like
LOC111100064,-3,5,2,GO:0007010,1.2e-06,uncharacterized LOC111100064
LOC111100100,-2,3,1,GO:0007010,1.2e-06,uncharacterized LOC111100100
LOC111104401,-1,10,9,GO:0007010,1.2e-06,protein-methionine sulfoxide oxidase mical3b-like
LOC111104605,-1,1,0,GO:0007010,1.2e-06,ankyrin-1-like
LOC111105480,-9,9,0,GO:0007010,1.2e-06,uncharacterized LOC111105480
LOC111106214,-2,3,1,GO:0007010,1.2e-06,uncharacterized LOC111106214
LOC111106917,-1,2,1,GO:0007010,1.2e-06,uncharacterized LOC111106917
LOC111108204,-1,3,2,GO:0007010,1.2e-06,protein piccolo-like
LOC111112713,-1,1,0,GO:0007010,1.2e-06,homeobox protein Wariai-like
LOC111112744,-1,6,5,GO:0007010,1.2e-06,interferon alpha-inducible protein 27-like protein 2B
LOC111115612,-4,17,13,GO:0007010,1.2e-06,formin-like protein CG32138
LOC111131028,-2,4,2,GO:0007010,1.2e-06,advillin-like
LOC111133968,-1,1,0,GO:0007010,1.2e-06,receptor-interacting serine/threonine-protein kinase 4-like
LOC111135873,-1,2,1,GO:0007010,1.2e-06,uncharacterized LOC111135873
LOC111136801,-1,3,2,GO:0007010,1.2e-06,uncharacterized LOC111136801
LOC111137094,-1,7,6,GO:0007010,1.2e-06,dedicator of cytokinesis protein 1-like
NA,NA,NA,NA,GO:0006910,1.2e-06,NA
NA,NA,NA,NA,GO:0071840,1.2e-06,NA
