gene_name,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,difference,avg_meth_control,avg_meth_exposed,change_meth,avg_exp_control,avg_exp_exposed,change_exp,start,end,meth.diff,DMLcount
LOC111103147,0,1,1,7.52994822777773,4.74942808799609,-2.78052013978164,0,0.608498666666667,0.608498666666667,NA,NA,NA,0
LOC111103148,3,4,1,75.5995477876522,70.401257171851,-5.19829061580116,5.07568509118444,5.10603373265868,0.0303486414742453,NA,NA,NA,0
LOC111103157,4,5,1,0.43846648756329,0.325322466443317,-0.113144021119973,4.19616182012012,4.38484281641642,0.188680996296297,NA,NA,NA,0
LOC111103169,3,2,-1,0.208442620500005,0.706800388473174,0.498357767973169,4.55354796563408,5.0435046892546,0.48995672362052,NA,NA,NA,0
LOC111103175,1,2,1,13.0847605712508,5.38399434774838,-7.70076622350239,0.6264225,1.32729806925437,0.700875569254375,NA,NA,NA,0
LOC111103176,4,5,1,4.9035739586437,4.81591444367507,-0.087659514968629,1.86774476712828,0.874600508260448,-0.993144258867832,NA,NA,NA,0
LOC111103180,1,2,1,0.107058444444445,0.362831548174603,0.255773103730159,1.2072334575678,2.47494403455818,1.26771057699037,NA,NA,NA,0
LOC111103182,2,3,1,0.125001011574074,0.140014290161064,0.0150132785869903,2.09493630435522,2.30906862714075,0.214132322785529,NA,NA,NA,0
LOC111103196,0,1,1,4.26986356652808,4.9849368108639,0.715073244335819,0,0.0761691666666667,0.0761691666666667,NA,NA,NA,0
LOC111103219,0,1,1,5.45564839677276,3.84890088986886,-1.6067475069039,0,1.15007233333333,1.15007233333333,NA,NA,NA,0
LOC111103223,7,6,-1,89.8499548066588,87.4865002737256,-2.36345453293325,8.87109843512824,6.60595975916204,-2.2651386759662,NA,NA,NA,0
LOC111103234,2,4,2,42.8940500786405,49.3756564963004,6.4816064176598,1.87140915286311,3.78262426800196,1.91121511513885,NA,NA,NA,0
LOC111103238,3,2,-1,0.213718690512836,0.272607710917615,0.0588890204047795,10.7384017403914,10.6147318285144,-0.123669911877048,NA,NA,NA,0
LOC111103246,2,4,2,63.3743482764382,61.4326810373501,-1.94166723908815,3.81673319914854,4.77107558001081,0.954342380862274,NA,NA,NA,0
LOC111103253,3,1,-2,10.4621362979851,12.030013410523,1.5678771125379,1.70655194581281,1.4011958721738,-0.305356073639003,NA,NA,NA,0
LOC111103262,2,1,-1,0.678872753659632,0.389880668265905,-0.288992085393727,6.31189904578097,11.3791896666667,5.0672906208857,NA,NA,NA,0
LOC111103274,1,3,2,0.133662176500354,0.369609103770224,0.23594692726987,4.960925928,6.39772091087179,1.43679498287179,NA,NA,NA,0
LOC111103280,0,1,1,0,0,0,0,0.1282085,0.1282085,NA,NA,NA,0
LOC111103287,8,12,4,71.858473149314,69.1061438539842,-2.75232929532976,7.71093411065366,6.94490043530952,-0.766033675344143,NA,NA,NA,0
LOC111103297,3,4,1,81.803588991617,81.669490891632,-0.134098099985039,6.93890942177466,6.6700269594279,-0.268882462346761,NA,NA,NA,0
LOC111103339,2,3,1,65.2957820435397,62.4220254706111,-2.87375657292863,4.16725333521146,4.85601470436839,0.688761369156928,NA,NA,NA,0
LOC111103345,14,18,4,81.9007786831032,83.1361845664021,1.23540588329888,7.55907703255177,10.3742522627422,2.8151752301904,NA,NA,NA,0
LOC111103347,2,4,2,43.806084153011,44.692757758506,0.886673605495034,2.403191094942,4.38450954624879,1.98131845130679,NA,NA,NA,0
LOC111103356,5,6,1,52.3583943633764,52.8611380662508,0.50274370287444,12.6858888853746,10.8591691947493,-1.82671969062522,NA,NA,NA,0
LOC111103357,6,5,-1,38.8147178925696,35.0923350612804,-3.72238283128926,5.6160449133994,5.54575657640385,-0.0702883369955485,NA,NA,NA,0
LOC111103370,5,4,-1,80.5246695573987,80.644736363753,0.120066806354345,11.4205442322802,12.0467783162088,0.626234083928566,NA,NA,NA,0
LOC111103381,1,2,1,0.454012589398983,0.403069768943775,-0.050942820455208,3.30260125548279,2.83306584762413,-0.469535407858663,NA,NA,NA,0
LOC111103387,3,5,2,55.6489254693778,57.4432221235919,1.79429665421408,17.1104055274625,13.56601309917,-3.54439242829245,NA,NA,NA,0
LOC111103393,6,7,1,71.710137126188,70.6429801914481,-1.06715693473986,10.0762797675329,9.41464526174076,-0.661634505792115,NA,NA,NA,0
LOC111103396,6,8,2,77.4891086595514,79.8770004491435,2.38789178959205,8.61021348637333,8.18058860078223,-0.429624885591107,NA,NA,NA,0
LOC111103405,2,4,2,21.7154640238293,18.49066852238,-3.22479550144931,5.21161710066372,5.852359575549,0.640742474885284,NA,NA,NA,0
LOC111103417,3,2,-1,1.80408614257554,1.99565026847805,0.191564125902508,4.00111379014845,3.18621447863248,-0.81489931151597,NA,NA,NA,0
LOC111103418,2,1,-1,56.9836491473216,57.3149534847066,0.331304337384971,2.63739168478261,2.65660733333333,0.0192156485507233,NA,NA,NA,0
LOC111103430,6,5,-1,76.7606914206067,76.9489094449844,0.188218024377633,5.73443790613718,5.46061096295341,-0.273826943183773,NA,NA,NA,0
LOC111103460,0,1,1,4.84441194111472,6.69845550091387,1.85404355979915,0,0.044801,0.044801,NA,NA,NA,0
LOC111103465,5,4,-1,39.6586035963326,44.3196026960992,4.66099909976653,8.33755646908468,5.81413076652863,-2.52342570255605,NA,NA,NA,0
LOC111103480,4,5,1,76.7336020672066,76.0008444034815,-0.732757663725053,7.17633531283264,7.91041493255142,0.734079619718782,NA,NA,NA,0
LOC111103485,4,5,1,17.6143322144413,14.6605296109362,-2.95380260350514,4.70910707750528,5.35299332758351,0.643886250078228,NA,NA,NA,0
LOC111103510,2,1,-1,73.4405368802855,69.1674166401461,-4.27312024013939,1.96948277032854,2.37779539596167,0.408312625633127,44484599,44484601,55,1
LOC111103517,6,5,-1,4.48282474104574,12.3822792903129,7.89945454926717,14.9051972809047,14.3947069384048,-0.510490342499807,NA,NA,NA,0
LOC111103518,2,3,1,67.8904335978637,63.6170032622491,-4.27343033561463,4.87772484029572,3.76880741692985,-1.10891742336587,NA,NA,NA,0
LOC111103519,1,2,1,0.412226148372491,0.304067740550664,-0.108158407821827,8.7821338148789,6.75327338091119,-2.02886043396771,NA,NA,NA,0
LOC111103550,1,2,1,0.201204682447818,0.210890089457174,0.00968540700935674,3.3913425,3.26233030707763,-0.129012192922375,NA,NA,NA,0
LOC111103560,4,5,1,82.1028949963618,82.276112330662,0.173217334300219,38.5596372429966,43.6785233997343,5.11888615673769,NA,NA,NA,0
LOC111103570,2,3,1,1.08614511992366,0.549877124597612,-0.536267995326051,4.50643524345112,4.58901450082044,0.0825792573693258,NA,NA,NA,0
LOC111103585,2,1,-1,0.245086765723139,0.351285843346757,0.106199077623618,3.44558090546218,4.78176283333333,1.33618192787115,NA,NA,NA,0
LOC111103587,3,4,1,81.9589367321379,80.2148078176168,-1.74412891452111,7.06639488604061,6.60487107377326,-0.461523812267344,NA,NA,NA,0
LOC111103589,3,5,2,85.8025049047915,85.9216814947462,0.119176589954648,6.24147102731959,5.36762653879119,-0.873844488528401,NA,NA,NA,0
LOC111103605,7,8,1,84.7652109249492,84.7416482124477,-0.0235627125015014,9.8785521218045,10.4471256644826,0.568573542678132,NA,NA,NA,0
LOC111103635,2,3,1,30.9806949615066,27.6207082748809,-3.35998668662568,4.58504068204633,4.83377457413127,0.248733892084942,NA,NA,NA,0
LOC111103646,2,4,2,61.9077399244984,60.4510260170778,-1.45671390742061,6.9482744843325,6.71092956199003,-0.237344922342477,NA,NA,NA,0
LOC111103658,4,5,1,18.6406203400426,18.5511900230844,-0.0894303169582535,1.25271717164915,1.78378225613228,0.531065084483135,NA,NA,NA,0
LOC111103677,1,2,1,8.1245730604609,13.519257871118,5.39468481065711,4.10174434034417,4.84783958444869,0.746095244104524,NA,NA,NA,0
LOC111103697,1,2,1,0.159518270847892,0.179616968063523,0.0200986972156313,3.96404365865384,5.95872230626781,1.99467864761397,NA,NA,NA,0
LOC111103744,4,5,1,3.40592803840909,2.76166980570078,-0.644258232708304,1.33119727507793,1.18299578660112,-0.148201488476807,NA,NA,NA,0
LOC111103782,1,2,1,1.71415466557972,2.23345910217149,0.519304436591762,2.833841,3.7788986577717,0.945057657771695,NA,NA,NA,0
LOC111103790,1,2,1,69.3550253905844,64.4122661742723,-4.94275921631214,3.49200595828105,3.45272828074028,-0.0392776775407757,NA,NA,NA,0
LOC111103798,1,2,1,0.240502350452461,0.263954547038824,0.023452196586363,4.53709471084337,6.79249007228916,2.25539536144578,NA,NA,NA,0
LOC111103804,3,4,1,87.0748309042936,87.8435735886535,0.768742684359864,6.59868645039487,7.10545961451135,0.506773164116486,NA,NA,NA,0
LOC111103809,5,7,2,0.811183055410063,0.963933894075821,0.152750838665758,2.28293567188441,2.05598988641381,-0.2269457854706,NA,NA,NA,0
LOC111103814,7,5,-2,64.5086437686956,58.4423634925714,-6.06628027612422,5.10881345546654,4.91071601500157,-0.19809744046497,NA,NA,NA,0
LOC111103819,5,4,-1,78.0740569675752,78.4341110836256,0.360054116050378,13.5068228550996,11.328238455979,-2.1785843991206,45801519,45801521,74,1
LOC111103821,2,1,-1,0.475158073693259,0.477915147863903,0.00275707417064497,11.0163048308066,11.1118694316362,0.0955646008295172,NA,NA,NA,0
LOC111103824,5,11,6,77.5537331416332,76.1432876717924,-1.41044546984081,8.93743225286697,8.66096462813456,-0.276467624732417,NA,NA,NA,0
LOC111103825,3,4,1,82.9992139562735,82.0787999509394,-0.920414005334138,8.04604381159558,5.2991583403148,-2.74688547128078,NA,NA,NA,0
LOC111103827,2,3,1,35.5525210732612,33.7903893678751,-1.76213170538617,7.35101791820076,8.23923142045849,0.888213502257725,NA,NA,NA,0
LOC111103829,2,3,1,2.18290391557018,4.69665716238321,2.51375324681303,5.12272314256063,7.65661757897878,2.53389443641815,NA,NA,NA,0
LOC111103832,1,2,1,0.771489821259324,0.9219267863028,0.150436965043475,5.52507927936631,4.62020629263266,-0.904872986733643,NA,NA,NA,0
LOC111103846,4,3,-1,0.774186027641105,0.552391546383602,-0.221794481257503,6.31103993867334,6.86524316009595,0.554203221422612,NA,NA,NA,0
LOC111103868,5,4,-1,55.1586662280656,57.73074035393,2.57207412586437,2.83615877437172,3.62436168866796,0.788202914296234,NA,NA,NA,0
LOC111103877,4,3,-1,8.34710036219893,10.2958822768673,1.94878191466839,2.71444565549308,2.63927369858708,-0.0751719569059981,18047118,18047120,-57,1
LOC111103896,5,4,-1,36.251287077424,36.4841425751967,0.232855497772711,1.05094739776665,2.59631908997561,1.54537169220896,24053952,24053954,-57,2
LOC111103896,5,4,-1,36.251287077424,36.4841425751967,0.232855497772711,1.05094739776665,2.59631908997561,1.54537169220896,24054369,24054371,-75,2
LOC111103901,3,5,2,0.574254808712343,0.597738309794964,0.0234835010826213,2.19397269951239,3.4719432552824,1.27797055577001,NA,NA,NA,0
LOC111103904,2,3,1,68.232850450505,68.9037669888635,0.670916538358412,9.86820237768857,11.8353885246895,1.96718614700094,NA,NA,NA,0
LOC111103928,1,2,1,9.78020237982701,9.6651008002107,-0.115101579616306,0.954419757897845,0.600945634804646,-0.353474123093199,NA,NA,NA,0
LOC111103929,1,2,1,0.191055574038461,0.488862201040395,0.297806627001933,5.21190677907986,7.60966982089121,2.39776304181135,NA,NA,NA,0
LOC111103930,6,7,1,25.6804175569588,21.8559792869282,-3.82443827003053,4.78364447082346,4.99147104420089,0.207826573377436,NA,NA,NA,0
LOC111103932,0,1,1,29.086848532074,23.2461527941929,-5.84069573788111,0,0.856862793424318,0.856862793424318,NA,NA,NA,0
LOC111103948,2,3,1,13.0143271471076,4.30356510587871,-8.71076204122891,7.25539004231657,7.39536749807433,0.13997745575776,NA,NA,NA,0
LOC111103949,1,2,1,2.5523786757932,2.93694609815906,0.384567422365858,4.5059745,6.4254158202119,1.9194413202119,NA,NA,NA,0
LOC111103954,2,1,-1,0.885252230260992,1.22412453727404,0.338872307013051,6.45574333975564,6.363912,-0.0918313397556396,NA,NA,NA,0
LOC111103959,4,5,1,2.39523249124822,3.30356506507838,0.90833257383016,6.25961843393394,5.70059528985235,-0.559023144081586,NA,NA,NA,0
LOC111103964,2,1,-1,17.3742946405469,11.2652221053392,-6.10907253520776,1.36843180007587,0.277517833333333,-1.09091396674254,NA,NA,NA,0
LOC111103965,4,5,1,0.451377109669981,1.90443967771402,1.45306256804404,8.64562684988351,11.9721572282081,3.3265303783246,NA,NA,NA,0
LOC111103967,4,5,1,0.222132580544035,0.210939839067609,-0.0111927414764256,7.02757773400353,7.2403150214754,0.212737287471869,NA,NA,NA,0
LOC111103981,1,2,1,60.0970681332772,54.2504048693528,-5.84666326392438,9.0590755,8.3838111214539,-0.675264378546101,NA,NA,NA,0
LOC111103991,1,2,1,64.7237687862018,67.8033435427666,3.07957475656474,3.3219585,3.72148693902987,0.399528439029867,NA,NA,NA,0
LOC111103996,3,4,1,41.0540288434704,54.7055973365683,13.6515684930979,4.49900560526849,4.98414132971737,0.485135724448877,NA,NA,NA,0
LOC111104008,5,6,1,57.6486087588003,57.0119784929445,-0.6366302658558,5.23093238006757,5.2049740683442,-0.0259583117233646,NA,NA,NA,0
LOC111104009,2,3,1,75.564600497973,75.6688634811608,0.104262983187795,3.70987737081448,4.62028116319759,0.910403792383109,NA,NA,NA,0
LOC111104023,1,2,1,66.74168665441,67.9388045989196,1.19711794450957,5.5408325,5.5511054139941,0.0102729139941022,NA,NA,NA,0
LOC111104050,2,1,-1,15.4334969602597,5.12794883588428,-10.3055481243754,1.92655313569047,2.78732133333333,0.860768197642866,NA,NA,NA,0
LOC111104053,2,3,1,0.278400025466327,0.219409842874329,-0.0589901825919977,6.39560941412722,4.58016386385601,-1.81544555027121,NA,NA,NA,0
LOC111104055,2,3,1,67.1568557043153,61.0945089411376,-6.0623467631777,6.47718933396947,7.56317496475827,1.08598563078881,14464843,14464845,-64,1
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1049579,1049581,-57,6
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1049591,1049593,-56,6
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1059449,1059451,-53,6
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1077023,1077025,-54,6
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1079219,1079221,-61,6
LOC111104063,9,7,-2,83.884115417411,70.3492790523376,-13.5348363650734,8.82528846646342,8.84514490629561,0.019856439832191,1084391,1084393,-51,6
LOC111104067,1,2,1,1.49331652166874,1.4058004396843,-0.0875160819844358,10.7282605184081,15.365134051835,4.63687353342683,NA,NA,NA,0
LOC111104078,1,2,1,0.370898230020643,0.607440624551962,0.236542394531319,3.3509785092264,3.82789596104408,0.476917451817681,NA,NA,NA,0
LOC111104084,4,5,1,1.68866695086462,1.92789618275707,0.239229231892451,9.580854075,8.15138137754342,-1.42947269745657,NA,NA,NA,0
LOC111104098,5,4,-1,0.490069589745433,0.4672920920884,-0.0227774976570334,1.3830584499354,1.59479113027563,0.211732680340227,NA,NA,NA,0
LOC111104107,1,2,1,0.217978994779667,0.213029603869988,-0.00494939090967836,6.99443925,7.90597726408451,0.911538014084506,NA,NA,NA,0
LOC111104108,2,3,1,1.41712961952955,0.64599776372294,-0.771131855806611,0.632303881957623,0.806148282943285,0.173844400985662,NA,NA,NA,0
LOC111104112,6,8,2,63.2881716391528,70.9231095115436,7.63493787239078,6.064503862529,8.04156188498509,1.97705802245608,NA,NA,NA,0
LOC111104116,3,4,1,2.74398670913614,2.8170604976392,0.0730737885030601,1.20330016546841,1.35202094814815,0.148720782679737,NA,NA,NA,0
LOC111104117,1,3,2,0.191098273935187,0.270012650055011,0.0789143761198237,4.94037452277526,4.90115733413776,-0.0392171886375037,NA,NA,NA,0
LOC111104158,2,1,-1,0.345612326235556,0.217189372649399,-0.128422953586157,4.40771799975967,3.3744999508131,-1.03321804894657,NA,NA,NA,0
LOC111104160,1,2,1,86.4144408993162,87.1515720210994,0.737131121783136,16.69902975,16.7179727392762,0.0189429892761979,NA,NA,NA,0
LOC111104180,3,5,2,82.6199107773472,83.49331794602,0.873407168672813,9.83360546310321,7.56963644579095,-2.26396901731226,NA,NA,NA,0
LOC111104190,7,9,2,73.818981407769,75.8031838457638,1.98420243799474,8.14250689731636,6.94834649207794,-1.19416040523842,NA,NA,NA,0
LOC111104193,3,4,1,70.7705212293674,73.9354190287807,3.16489779941324,2.39452082701652,2.98565093378685,0.591130106770326,NA,NA,NA,0
LOC111104196,4,3,-1,70.6345355786866,67.748999952214,-2.88553562647262,3.99645244961298,3.97724788429096,-0.0192045653220219,NA,NA,NA,0
LOC111104211,3,2,-1,3.64064467552381,5.21193687480836,1.57129219928455,3.32399244582695,1.70170577730985,-1.6222866685171,NA,NA,NA,0
LOC111104221,3,4,1,32.636762635002,21.0633127294138,-11.5734499055882,7.36707256893332,8.51085014160001,1.14377757266669,NA,NA,NA,0
LOC111104223,1,2,1,0.265685121391034,0.476399551838235,0.210714430447202,3.47277427293447,2.54651727378917,-0.926256999145298,NA,NA,NA,0
LOC111104228,4,5,1,0.336247459871402,0.267759212766615,-0.0684882471047866,2.68830732907743,3.76732494755629,1.07901761847886,NA,NA,NA,0
LOC111104238,1,2,1,0.435349802356102,0.294112959871264,-0.141236842484839,3.64778315109612,5.31492120702641,1.66713805593028,NA,NA,NA,0
LOC111104249,2,3,1,0.20199331028541,0.234939721230765,0.0329464109453556,4.52123876301286,5.68615397468871,1.16491521167585,NA,NA,NA,0
LOC111104281,1,2,1,7.66607233928571,2.18339648859345,-5.48267585069226,0.90663325,1.73968800024384,0.833054750243843,NA,NA,NA,0
LOC111104287,4,5,1,83.2223992603674,86.2872626232593,3.06486336289183,9.67884112576236,8.7060434954867,-0.972797630275657,NA,NA,NA,0
LOC111104311,3,2,-1,10.6845862501709,10.4757606754764,-0.208825574694458,2.53009150270088,2.8417336144497,0.311642111748817,NA,NA,NA,0
LOC111104325,2,1,-1,0.491050780678528,0.568776182171414,0.0777254014928864,3.27253446681701,3.513728,0.24119353318299,NA,NA,NA,0
LOC111104354,2,1,-1,63.9018041678354,60.6240484787051,-3.27775568913024,4.98750911428225,4.21022866666667,-0.777280447615579,NA,NA,NA,0
LOC111104356,2,1,-1,1.84929299188344,3.27228265256191,1.42298966067847,0.254354065365138,0.777464313343994,0.523110247978856,NA,NA,NA,0
LOC111104367,2,1,-1,70.7629278032057,72.0387855542859,1.27585775108025,4.23142186517857,4.57186333333333,0.34044146815476,NA,NA,NA,0
LOC111104380,2,3,1,33.8199915829824,35.8807017151766,2.06071013219417,3.85409839756305,3.12756428705016,-0.726534110512891,NA,NA,NA,0
LOC111104386,3,4,1,68.278950078189,69.051318547483,0.772368469294065,18.2705718476385,22.3625063764929,4.09193452885449,NA,NA,NA,0
LOC111104387,1,2,1,7.0441725812057,9.51167215817339,2.4674995769677,3.04717469178082,2.24306573424658,-0.804108957534242,NA,NA,NA,0
LOC111104395,2,1,-1,8.17477151364692,9.18691769093593,1.012146177289,10.8087189372417,12.4856510795454,1.67693214230371,NA,NA,NA,0
LOC111104411,1,2,1,0.544631362952534,0.157015927849574,-0.38761543510296,0.3589145,1.13831002745553,0.77939552745553,NA,NA,NA,0
LOC111104412,0,1,1,1.02177233928571,0.4086045363687,-0.613167802917013,0,0.743871666666667,0.743871666666667,NA,NA,NA,0
LOC111104414,1,2,1,1.56380507361,0.989953086717883,-0.573851986892114,8.28939575,9.41808863240663,1.12869288240663,NA,NA,NA,0
LOC111104417,3,2,-1,0.540974459170215,0.707733062122397,0.166758602952181,3.42997564182619,3.19287673518687,-0.237098906639319,NA,NA,NA,0
LOC111104421,3,1,-2,0.241186058386491,0.249435304415283,0.00824924602879223,6.30481059006265,6.6583225009862,0.353511910923548,NA,NA,NA,0
LOC111104422,2,1,-1,43.1016555365859,67.3087372375925,24.2070817010066,4.50243814529915,7.00039745077555,2.4979593054764,15562896,15562898,54,4
LOC111104422,2,1,-1,43.1016555365859,67.3087372375925,24.2070817010066,4.50243814529915,7.00039745077555,2.4979593054764,15566744,15566746,51,4
LOC111104422,2,1,-1,43.1016555365859,67.3087372375925,24.2070817010066,4.50243814529915,7.00039745077555,2.4979593054764,15568117,15568119,54,4
LOC111104422,2,1,-1,43.1016555365859,67.3087372375925,24.2070817010066,4.50243814529915,7.00039745077555,2.4979593054764,15568158,15568160,51,4
LOC111104432,7,8,1,23.6981348305505,23.6117697151112,-0.0863651154393743,5.72803067107843,6.3394662855483,0.611435614469863,NA,NA,NA,0
LOC111104447,2,1,-1,0.281347420641495,0.239022734723311,-0.0423246859181847,4.28126309684778,2.78703002136043,-1.49423307548735,NA,NA,NA,0
LOC111104452,2,1,-1,0.191974697927073,0.100443438093307,-0.0915312598337654,2.09308327693475,3.5897248952959,1.49664161836115,NA,NA,NA,0
LOC111104474,1,2,1,0.24200239901443,2.0262786958519,1.78427629683747,4.03990659435913,2.48673488304785,-1.55317171131128,NA,NA,NA,0
LOC111104491,1,2,1,0.28999268392698,0.289406900611389,-0.000585783315591504,14.4121418124081,13.2571131615988,-1.15502865080924,NA,NA,NA,0
LOC111104497,3,1,-2,1.39607373271571,2.1065285547865,0.71045482207079,4.90107053858854,1.24905051588939,-3.65202002269914,766420,766422,56,1
LOC111104507,2,1,-1,1.6843371672777,2.3251727866143,0.640835619336604,5.1324150756396,5.45777316666667,0.325358091027066,NA,NA,NA,0
LOC111104511,1,2,1,1.43464106855501,1.62575544270888,0.191114374153871,4.46190355500951,6.10657412861974,1.64467057361023,NA,NA,NA,0
LOC111104518,6,5,-1,84.9922701876807,82.0703809331706,-2.92188925451003,9.58082866003014,6.20453499339934,-3.3762936666308,NA,NA,NA,0
LOC111104526,5,4,-1,3.8005972726002,2.34427050311104,-1.45632676948916,2.35603992053081,3.1490448726866,0.793004952155786,NA,NA,NA,0
LOC111104545,1,2,1,1.71758210824013,3.47493058261645,1.75734847437632,1.87510830793704,3.98947563730744,2.1143673293704,NA,NA,NA,0
LOC111104557,1,2,1,0.211441376949318,0.401611170167303,0.190169793217986,6.15619220408163,6.24981289370748,0.0936206896258591,NA,NA,NA,0
LOC111104558,1,2,1,0.230541832608696,0.136635124801587,-0.0939067078071084,2.85666180701755,0.956457033625732,-1.90020477339181,NA,NA,NA,0
LOC111104572,1,2,1,0.929113855578398,0.238065380791503,-0.691048474786895,3.30539475,3.71738344806145,0.411988698061448,NA,NA,NA,0
LOC111104591,2,3,1,0.246919692460528,0.184687393867896,-0.0622322985926322,7.10603502519043,6.20849701361958,-0.897538011570857,NA,NA,NA,0
LOC111104629,25,23,-2,24.1144718599046,23.5232423941708,-0.591229465733825,26.9474027082017,25.9819938165113,-0.965408891690426,42394969,42394971,-51,3
LOC111104629,25,23,-2,24.1144718599046,23.5232423941708,-0.591229465733825,26.9474027082017,25.9819938165113,-0.965408891690426,42397791,42397793,-52,3
LOC111104629,25,23,-2,24.1144718599046,23.5232423941708,-0.591229465733825,26.9474027082017,25.9819938165113,-0.965408891690426,42400590,42400592,-54,3
LOC111104631,1,2,1,0.172985772516699,0.31433359414099,0.141347821624291,3.21529296906077,2.35634704364641,-0.858945925414367,NA,NA,NA,0
LOC111104648,3,2,-1,0.668354198784722,0.22922813546092,-0.439126063323803,1.51472661253666,0.977478566471162,-0.537248046065496,NA,NA,NA,0
LOC111104653,2,1,-1,0.276128401496685,0.361374312261492,0.0852459107648071,6.03144049520767,5.97137183333333,-0.0600686618743334,NA,NA,NA,0
LOC111104662,2,1,-1,2.97536752333051,6.95402610653275,3.97865858320224,4.41357750054171,1.85196366666667,-2.56161383387505,NA,NA,NA,0
LOC111104684,1,2,1,6.30690886603778,7.09600533592816,0.78909646989038,2.8216496149635,2.21613774386198,-0.605511871101527,NA,NA,NA,0
LOC111104688,3,2,-1,77.7720399313484,79.331882541496,1.5598426101476,7.74336039299128,7.37485060006707,-0.368509792924212,37088810,37088812,-51,1
LOC111104689,3,4,1,43.5135145927744,44.7642443372172,1.25072974444276,5.18304189725527,4.8807191759897,-0.302322721265567,37128235,37128237,62,1
LOC111104704,1,2,1,38.2269051751894,53.7854903016267,15.5585851264373,2.13428294838872,1.89511570040282,-0.239167247985899,NA,NA,NA,0
LOC111104711,1,2,1,10.0574707491241,5.69967360658701,-4.35779714253706,0.018525559597369,1.62811663112086,1.60959107152349,NA,NA,NA,0
LOC111104714,3,4,1,1.73002132083694,1.75619815062787,0.0261768297909319,3.4359841965311,4.17967715247209,0.743692955940991,NA,NA,NA,0
LOC111104732,1,2,1,5.53228666335857,2.63541716244815,-2.89686950091042,0.354365526891523,1.60654207991492,1.2521765530234,NA,NA,NA,0
LOC111104737,2,1,-1,4.63326757657832,7.953048943648,3.31978136706969,3.97694096243351,4.08936266666667,0.112421704233157,NA,NA,NA,0
LOC111104767,2,3,1,46.8877116290442,41.4153640765371,-5.47234755250713,8.62146168148148,7.24261222150206,-1.37884945997942,NA,NA,NA,0
LOC111104777,3,2,-1,0.238299141470739,0.485342469625084,0.247043328154345,6.22650640579119,5.26731507748776,-0.959191328303425,NA,NA,NA,0
LOC111104786,2,1,-1,0.416605315765202,0.704982114113381,0.288376798348179,4.80983841845238,3.85346219285714,-0.956376225595238,NA,NA,NA,0
LOC111104793,1,2,1,1.28355709072299,2.10296444950632,0.819407358783337,4.70956375,4.74184324635068,0.0322794963506778,NA,NA,NA,0
LOC111104814,2,1,-1,71.9765651517881,73.0248881513137,1.04832299952557,10.3411251983259,10.6448865,0.30376130167407,NA,NA,NA,0
LOC111104820,2,1,-1,0.295612631586804,1.83350519608093,1.53789256449412,0.0309577621380847,0.049906161247216,0.0189483991091313,NA,NA,NA,0
LOC111104823,2,1,-1,7.43739913492431,11.0259284974809,3.58852936255662,2.25389431211254,0.992027333333333,-1.26186697877921,NA,NA,NA,0
LOC111104825,4,3,-1,9.46986663946431,1.94014352945618,-7.52972311000813,2.53138697056057,1.45281156590168,-1.07857540465889,NA,NA,NA,0
LOC111104834,3,4,1,64.526360790394,71.5480993292585,7.02173853886447,9.66098970103668,9.98197438197767,0.320984680940994,NA,NA,NA,0
LOC111104835,9,13,4,82.034818616142,80.4789887367272,-1.55582987941474,12.670619551732,13.1881171874714,0.517497635739394,32417164,32417166,62,2
LOC111104835,9,13,4,82.034818616142,80.4789887367272,-1.55582987941474,12.670619551732,13.1881171874714,0.517497635739394,32417586,32417588,55,2
LOC111104839,2,3,1,70.5845770021345,67.310596886639,-3.27398011549556,4.37780123074885,4.50006843765454,0.12226720690569,NA,NA,NA,0
LOC111104840,2,3,1,4.67328716729378,4.56690038194308,-0.106386785350691,0.814872793682133,0.81243879318855,-0.00243400049358289,NA,NA,NA,0
LOC111104841,2,3,1,8.81882011608166,6.15796008841218,-2.66086002766948,3.35346344578313,4.21641294607,0.862949500286862,NA,NA,NA,0
LOC111104842,1,2,1,0.906647289302508,0.175917857530299,-0.730729431772209,0.622857761843791,1.14997074295775,0.527112981113955,NA,NA,NA,0
LOC111104873,1,2,1,8.45552231457081,8.59342966088771,0.137907346316902,4.7627811550119,5.1131320429025,0.3503508878906,NA,NA,NA,0
LOC111104902,1,2,1,5.43565977301871,2.73641992745177,-2.69923984556693,0.96618175,2.42076578988291,1.45458403988291,NA,NA,NA,0
LOC111104940,0,1,1,1.05750963701373,1.77888701653439,0.721377379520661,0,0.241227333333333,0.241227333333333,NA,NA,NA,0
LOC111104944,0,1,1,30.2795780417869,16.5095534308907,-13.7700246108962,0,2.0881595,2.0881595,NA,NA,NA,0
