gene_name,difference,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,GO,p.value,product
LOC111120866,1,1,2,GO:0001932,1.9e-05,regulatory-associated protein of mTOR-like
LOC111123636,1,1,2,GO:0001932,1.9e-05,uncharacterized LOC111123636
LOC111125672,1,1,2,GO:0001932,1.9e-05,low-density lipoprotein receptor-related protein 2-like
LOC111125673,1,2,3,GO:0001932,1.9e-05,prolow-density lipoprotein receptor-related protein 1-like
LOC111126248,1,1,2,GO:0001932,1.9e-05,low-density lipoprotein receptor-related protein 4-like
LOC111129055,2,7,9,GO:0001932,1.9e-05,inositol-trisphosphate 3-kinase B-like
LOC111099673,1,0,1,GO:0007275,2.1e-05,uncharacterized LOC111099673
LOC111099929,3,5,8,GO:0007275,2.1e-05,uncharacterized LOC111099929
LOC111100053,1,0,1,GO:0007275,2.1e-05,deleted in malignant brain tumors 1 protein-like
LOC111100396,1,1,2,GO:0007275,2.1e-05,E3 ubiquitin-protein ligase XIAP-like
LOC111101652,1,3,4,GO:0007275,2.1e-05,uncharacterized LOC111101652
LOC111102530,1,1,2,GO:0007275,2.1e-05,E3 ubiquitin-protein ligase XIAP-like
LOC111102834,1,3,4,GO:0007275,2.1e-05,uncharacterized LOC111102834
LOC111104117,2,1,3,GO:0007275,2.1e-05,paired box protein Pax-6-like
LOC111105494,1,1,2,GO:0007275,2.1e-05,baculoviral IAP repeat-containing protein 7-like
LOC111106097,1,3,4,GO:0007275,2.1e-05,retinoic acid receptor beta-like
LOC111108116,1,1,2,GO:0007275,2.1e-05,protein rolling stone-like
LOC111108370,1,5,6,GO:0007275,2.1e-05,gelsolin-like protein 2
LOC111108381,1,2,3,GO:0007275,2.1e-05,spermatogenesis-associated protein 20-like
LOC111108656,1,1,2,GO:0007275,2.1e-05,RNA helicase Mov10l1-like
LOC111109663,1,1,2,GO:0007275,2.1e-05,uncharacterized LOC111109663
LOC111110011,1,1,2,GO:0007275,2.1e-05,uncharacterized LOC111110011
LOC111110798,1,2,3,GO:0007275,2.1e-05,paired box protein Pax-6-like
LOC111110942,1,2,3,GO:0007275,2.1e-05,uncharacterized LOC111110942
LOC111110979,2,7,9,GO:0007275,2.1e-05,transmembrane protein 198-like
LOC111111361,1,6,7,GO:0007275,2.1e-05,transmembrane protein 198-like
LOC111112006,2,3,5,GO:0007275,2.1e-05,cubilin-like
LOC111112211,1,1,2,GO:0007275,2.1e-05,tripartite motif-containing protein 55-like
LOC111113294,1,1,2,GO:0007275,2.1e-05,uncharacterized LOC111113294
LOC111114913,3,3,6,GO:0007275,2.1e-05,catenin delta-2-like
LOC111115409,1,1,2,GO:0007275,2.1e-05,tolloid-like protein 1
LOC111116519,1,6,7,GO:0007275,2.1e-05,catenin delta-2-like
LOC111116869,1,10,11,GO:0007275,2.1e-05,MYCBP-associated protein-like
LOC111117330,1,8,9,GO:0007275,2.1e-05,protein couch potato-like
LOC111117955,1,1,2,GO:0007275,2.1e-05,cell wall integrity and stress response component 4-like
LOC111121114,1,1,2,GO:0007275,2.1e-05,protein flightless-1 homolog
LOC111122584,1,2,3,GO:0007275,2.1e-05,uncharacterized LOC111122584
LOC111122665,1,2,3,GO:0007275,2.1e-05,uncharacterized LOC111122665
LOC111122671,1,2,3,GO:0007275,2.1e-05,uncharacterized LOC111122671
LOC111123637,1,1,2,GO:0007275,2.1e-05,cathepsin L1-like
LOC111123894,1,2,3,GO:0007275,2.1e-05,baculoviral IAP repeat-containing protein 2-like
LOC111123907,1,4,5,GO:0007275,2.1e-05,retinoic acid receptor RXR-like
LOC111124944,2,10,12,GO:0007275,2.1e-05,thioredoxin domain-containing protein 3 homolog
LOC111125224,1,6,7,GO:0007275,2.1e-05,outer dense fiber protein 2-like
LOC111125433,1,3,4,GO:0007275,2.1e-05,inversin-like
LOC111125634,1,3,4,GO:0007275,2.1e-05,titin-like
LOC111125764,3,9,12,GO:0007275,2.1e-05,thioredoxin domain-containing protein 3 homolog
LOC111127307,1,0,1,GO:0007275,2.1e-05,uncharacterized LOC111127307
LOC111127498,1,3,4,GO:0007275,2.1e-05,epidermal growth factor receptor-like
LOC111128477,1,1,2,GO:0007275,2.1e-05,uncharacterized LOC111128477
LOC111128536,1,2,3,GO:0007275,2.1e-05,uncharacterized LOC111128536
LOC111128803,1,6,7,GO:0007275,2.1e-05,uncharacterized LOC111128803
LOC111130484,3,2,5,GO:0007275,2.1e-05,ETS homologous factor-like
LOC111131217,1,1,2,GO:0007275,2.1e-05,integumentary mucin C.1-like
LOC111133666,4,5,9,GO:0007275,2.1e-05,uncharacterized LOC111133666
LOC111133867,1,1,2,GO:0007275,2.1e-05,uncharacterized LOC111133867
LOC111134200,1,3,4,GO:0007275,2.1e-05,piwi-like protein 1
LOC111134568,1,3,4,GO:0007275,2.1e-05,protein naked cuticle homolog 2-like
LOC111136553,2,2,4,GO:0007275,2.1e-05,integumentary mucin C.1-like
LOC111137589,1,3,4,GO:0007275,2.1e-05,gametogenetin-binding protein 2-like
LOC111099483,1,3,4,GO:0007399,2.3e-05,disks large homolog 1-like
LOC111100419,1,2,3,GO:0007399,2.3e-05,uncharacterized LOC111100419
LOC111100486,1,3,4,GO:0007399,2.3e-05,uncharacterized LOC111100486
LOC111101809,1,1,2,GO:0007399,2.3e-05,uncharacterized LOC111101809
LOC111102369,1,2,3,GO:0007399,2.3e-05,protein kinase C-binding protein NELL1-like
LOC111103080,1,2,3,GO:0007399,2.3e-05,apoptosis regulator BAX-like
LOC111103157,1,4,5,GO:0007399,2.3e-05,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC111104078,1,1,2,GO:0007399,2.3e-05,protocadherin gamma-B7-like
LOC111104228,1,4,5,GO:0007399,2.3e-05,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC111105154,1,0,1,GO:0007399,2.3e-05,uncharacterized LOC111105154
LOC111106389,1,2,3,GO:0007399,2.3e-05,very low-density lipoprotein receptor-like
LOC111106438,1,3,4,GO:0007399,2.3e-05,glutamate receptor-interacting protein 1-like
LOC111106714,1,1,2,GO:0007399,2.3e-05,uncharacterized LOC111106714
LOC111107094,2,2,4,GO:0007399,2.3e-05,uncharacterized LOC111107094
LOC111107854,1,3,4,GO:0007399,2.3e-05,orphan steroid hormone receptor 2-like
LOC111111527,1,2,3,GO:0007399,2.3e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111111679,1,2,3,GO:0007399,2.3e-05,tripartite motif-containing protein 3-like
LOC111114820,1,2,3,GO:0007399,2.3e-05,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1-like
LOC111117461,1,1,2,GO:0007399,2.3e-05,tripartite motif-containing protein 2-like
LOC111118094,2,4,6,GO:0007399,2.3e-05,uncharacterized LOC111118094
LOC111119326,1,2,3,GO:0007399,2.3e-05,tubulin polyglutamylase TTLL7-like
LOC111119585,1,4,5,GO:0007399,2.3e-05,myelin transcription factor 1-like
LOC111119856,1,0,1,GO:0007399,2.3e-05,tripartite motif-containing protein 2-like
LOC111120594,2,2,4,GO:0007399,2.3e-05,zinc finger protein ubi-d4-like
LOC111120915,2,2,4,GO:0007399,2.3e-05,zinc finger protein ubi-d4-like
LOC111121571,1,1,2,GO:0007399,2.3e-05,tripartite motif-containing protein 3-like
LOC111122285,1,1,2,GO:0007399,2.3e-05,uncharacterized LOC111122285
LOC111122684,2,1,3,GO:0007399,2.3e-05,uncharacterized LOC111122684
LOC111122977,1,0,1,GO:0007399,2.3e-05,uncharacterized LOC111122977
LOC111123802,5,6,11,GO:0007399,2.3e-05,formin-binding protein 1-like
LOC111124494,5,4,9,GO:0007399,2.3e-05,formin-binding protein 1-like
LOC111127049,1,2,3,GO:0007399,2.3e-05,uncharacterized LOC111127049
LOC111127489,1,1,2,GO:0007399,2.3e-05,non-classical arabinogalactan protein 31-like
LOC111127650,1,7,8,GO:0007399,2.3e-05,thymosin beta-like
LOC111127981,1,10,11,GO:0007399,2.3e-05,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like
LOC111130338,1,4,5,GO:0007399,2.3e-05,uncharacterized LOC111130338
LOC111131488,1,4,5,GO:0007399,2.3e-05,uncharacterized LOC111131488
LOC111131663,1,3,4,GO:0007399,2.3e-05,proto-oncogene c-Fos-like
LOC111132349,1,1,2,GO:0007399,2.3e-05,galactoside 3(4)-L-fucosyltransferase-like
LOC111133281,1,7,8,GO:0007399,2.3e-05,uncharacterized LOC111133281
LOC111133470,1,1,2,GO:0007399,2.3e-05,uncharacterized LOC111133470
LOC111133606,1,4,5,GO:0007399,2.3e-05,docking protein 5-like
LOC111135299,1,3,4,GO:0007399,2.3e-05,uncharacterized LOC111135299
LOC111137351,1,1,2,GO:0007399,2.3e-05,E3 ubiquitin-protein ligase NEURL1-like
LOC111137642,1,0,1,GO:0007399,2.3e-05,neuronal acetylcholine receptor subunit alpha-6-like
LOC111137934,1,1,2,GO:0007399,2.3e-05,zinc finger protein 423-like
LOC111100408,1,4,5,GO:0070424,2.5e-05,baculoviral IAP repeat-containing protein 2-like
LOC111100411,1,1,2,GO:0070424,2.5e-05,uncharacterized LOC111100411
LOC111101018,2,1,3,GO:0070424,2.5e-05,baculoviral IAP repeat-containing protein 3-like
LOC111110400,1,0,1,GO:0070424,2.5e-05,uncharacterized LOC111110400
NA,NA,NA,NA,GO:0051179,2.6e-05,NA
LOC111103287,4,8,12,GO:0030100,2.8e-05,phosphatidylinositol-binding clathrin assembly protein LAP-like
LOC111105579,1,2,3,GO:0030100,2.8e-05,receptor-type tyrosine-protein phosphatase eta-like
LOC111111520,2,3,5,GO:0030100,2.8e-05,rho GTPase-activating protein 21-like
LOC111112620,1,15,16,GO:0030100,2.8e-05,centrosome and spindle pole-associated protein 1-like
LOC111135110,1,1,2,GO:0042325,2.8e-05,uncharacterized LOC111135110
NA,NA,NA,NA,GO:0009154,2.9e-05,NA
LOC111101500,1,0,1,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111102026,1,0,1,GO:0030239,2.9e-05,uncharacterized LOC111102026
LOC111102569,1,1,2,GO:0030239,2.9e-05,uncharacterized LOC111102569
LOC111111941,2,5,7,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 11
LOC111112379,1,0,1,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112757,1,1,2,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111114709,1,1,2,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111115447,1,0,1,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 11
LOC111116561,1,0,1,GO:0030239,2.9e-05,protein draper-like
LOC111116890,3,2,5,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 6
LOC111117346,1,0,1,GO:0030239,2.9e-05,protein draper-like
LOC111117400,1,2,3,GO:0030239,2.9e-05,protein draper-like
LOC111117755,3,3,6,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111125923,1,1,2,GO:0030239,2.9e-05,uncharacterized LOC111125923
LOC111126409,2,2,4,GO:0030239,2.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111132450,2,9,11,GO:0030239,2.9e-05,troponin T-like
LOC111133506,3,2,5,GO:0030239,2.9e-05,uncharacterized LOC111133506
LOC111133875,1,1,2,GO:0030239,2.9e-05,uncharacterized LOC111133875
LOC111136463,1,5,6,GO:0030239,2.9e-05,uncharacterized LOC111136463
LOC111102721,2,0,2,GO:0055002,2.9e-05,uncharacterized LOC111102721
LOC111125330,4,8,12,GO:0055002,2.9e-05,hemicentin-1-like
LOC111125463,6,11,17,GO:0055002,2.9e-05,hemicentin-1-like
LOC111125634,1,3,4,GO:0055002,2.9e-05,titin-like
LOC111105807,1,14,15,GO:0007517,3.3e-05,hypermethylated in cancer 2 protein-like
LOC111118073,1,1,2,GO:0007517,3.3e-05,growth/differentiation factor 8-like
LOC111119426,3,5,8,GO:0007517,3.3e-05,collagen alpha-1(XXV) chain-like
LOC111121353,1,1,2,GO:0007517,3.3e-05,uncharacterized LOC111121353
LOC111123549,1,1,2,GO:0007517,3.3e-05,uncharacterized LOC111123549
LOC111124650,2,4,6,GO:0007517,3.3e-05,titin homolog
LOC111124681,2,2,4,GO:0007517,3.3e-05,hemicentin-1-like
LOC111128864,1,1,2,GO:0007517,3.3e-05,centromere protein F-like
LOC111130408,1,4,5,GO:0007517,3.3e-05,aryl hydrocarbon receptor nuclear translocator homolog
NA,NA,NA,NA,GO:0032989,3.6e-05,NA
NA,NA,NA,NA,GO:0010927,4.0e-05,NA
NA,NA,NA,NA,GO:0051130,4.1e-05,NA
NA,NA,NA,NA,GO:0009261,4.2e-05,NA
LOC111100288,2,2,4,GO:0006897,4.4e-05,unconventional myosin-VI-like
LOC111100344,1,2,3,GO:0006897,4.4e-05,unconventional myosin-VI-like
LOC111101719,1,0,1,GO:0006897,4.4e-05,uncharacterized LOC111101719
LOC111102868,1,0,1,GO:0006897,4.4e-05,uncharacterized LOC111102868
LOC111105479,1,1,2,GO:0006897,4.4e-05,uncharacterized LOC111105479
LOC111111311,1,5,6,GO:0006897,4.4e-05,nostrin-like
LOC111112452,2,2,4,GO:0006897,4.4e-05,uncharacterized LOC111112452
LOC111112620,1,15,16,GO:0006897,4.4e-05,centrosome and spindle pole-associated protein 1-like
LOC111112626,1,0,1,GO:0006897,4.4e-05,uncharacterized LOC111112626
LOC111115934,1,0,1,GO:0006897,4.4e-05,uncharacterized LOC111115934
LOC111116103,1,0,1,GO:0006897,4.4e-05,macrophage mannose receptor 1-like
LOC111118380,2,1,3,GO:0006897,4.4e-05,guanine nucleotide exchange C9orf72-like
LOC111119030,1,1,2,GO:0006897,4.4e-05,guanine nucleotide exchange C9orf72-like
LOC111119098,2,3,5,GO:0006897,4.4e-05,AP2-associated protein kinase 1-like
LOC111119644,1,3,4,GO:0006897,4.4e-05,Niemann-Pick C1 protein-like
LOC111123802,5,6,11,GO:0006897,4.4e-05,formin-binding protein 1-like
LOC111124494,5,4,9,GO:0006897,4.4e-05,formin-binding protein 1-like
LOC111125219,2,1,3,GO:0006897,4.4e-05,low-density lipoprotein receptor-related protein 4-like
LOC111125672,1,1,2,GO:0006897,4.4e-05,low-density lipoprotein receptor-related protein 2-like
LOC111125673,1,2,3,GO:0006897,4.4e-05,prolow-density lipoprotein receptor-related protein 1-like
LOC111126248,1,1,2,GO:0006897,4.4e-05,low-density lipoprotein receptor-related protein 4-like
LOC111128883,1,7,8,GO:0006897,4.4e-05,casein kinase I-like
LOC111134693,1,1,2,GO:0006897,4.4e-05,uncharacterized LOC111134693
LOC111134744,1,1,2,GO:0006897,4.4e-05,galectin-3-binding protein A-like
LOC111135967,1,6,7,GO:0006897,4.4e-05,sorting nexin-33-like
LOC111136972,2,1,3,GO:0006897,4.4e-05,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NA,NA,NA,NA,GO:0050794,4.5e-05,NA
NA,NA,NA,NA,GO:0048522,4.7e-05,NA
LOC111113294,1,1,2,GO:0046058,6.0e-05,uncharacterized LOC111113294
LOC111119398,1,1,2,GO:0046058,6.0e-05,dual 3'
LOC111119490,1,2,3,GO:0046058,6.0e-05,dual 3'
NA,NA,NA,NA,GO:0006996,6.5e-05,NA
LOC111122954,1,1,2,GO:0031032,6.8e-05,uncharacterized LOC111122954
LOC111128800,1,1,2,GO:0031032,6.8e-05,FERM domain-containing protein 5-like
LOC111130323,1,2,3,GO:0031032,6.8e-05,band 4.1-like protein 4A
LOC111130370,1,2,3,GO:0031032,6.8e-05,band 4.1-like protein 4A
LOC111102721,2,0,2,GO:0050790,7.4e-05,uncharacterized LOC111102721
LOC111111671,1,1,2,GO:0050790,7.4e-05,calpain-1 catalytic subunit-like
LOC111124002,1,6,7,GO:0050790,7.4e-05,titin homolog
LOC111125330,4,8,12,GO:0050790,7.4e-05,hemicentin-1-like
LOC111125463,6,11,17,GO:0050790,7.4e-05,hemicentin-1-like
LOC111125634,1,3,4,GO:0050790,7.4e-05,titin-like
LOC111127234,2,1,3,GO:0050790,7.4e-05,calpain-2 catalytic subunit-like
LOC111132924,2,6,8,GO:0050790,7.4e-05,muscle M-line assembly protein unc-89-like
LOC111121353,1,1,2,GO:0051146,7.5e-05,uncharacterized LOC111121353
LOC111129405,1,1,2,GO:0051146,7.5e-05,homeobox protein six1-like
LOC111100420,1,2,3,GO:0035023,8.3e-05,uncharacterized LOC111100420
LOC111102342,1,1,2,GO:0035023,8.3e-05,uncharacterized LOC111102342
LOC111103297,1,3,4,GO:0035023,8.3e-05,epithelial cell-transforming sequence 2 oncogene-like
LOC111103605,1,7,8,GO:0035023,8.3e-05,uncharacterized LOC111103605
LOC111103932,1,0,1,GO:0035023,8.3e-05,uncharacterized LOC111103932
LOC111111025,1,2,3,GO:0035023,8.3e-05,uncharacterized LOC111111025
LOC111111136,1,3,4,GO:0035023,8.3e-05,titin homolog
LOC111112612,2,3,5,GO:0035023,8.3e-05,uncharacterized LOC111112612
LOC111112629,5,1,6,GO:0035023,8.3e-05,uncharacterized LOC111112629
LOC111125634,1,3,4,GO:0035023,8.3e-05,titin-like
LOC111128871,1,8,9,GO:0035023,8.3e-05,uncharacterized LOC111128871
LOC111129162,3,12,15,GO:0035023,8.3e-05,uncharacterized LOC111129162
LOC111133350,2,7,9,GO:0035023,8.3e-05,pleckstrin homology domain-containing family G member 5-like
LOC111137059,1,5,6,GO:0035023,8.3e-05,rho guanine nucleotide exchange factor 10-like protein
LOC111137825,8,9,17,GO:0035023,8.3e-05,protein piccolo-like
LOC111099995,2,3,5,GO:0006810,9.3e-05,acetyl-CoA carboxylase-like
LOC111100523,1,5,6,GO:0006810,9.3e-05,acetyl-CoA carboxylase-like
LOC111101824,1,0,1,GO:0006810,9.3e-05,uncharacterized LOC111101824
LOC111102148,1,0,1,GO:0006810,9.3e-05,uncharacterized LOC111102148
LOC111106514,2,1,3,GO:0006810,9.3e-05,uncharacterized LOC111106514
LOC111106808,1,2,3,GO:0006810,9.3e-05,classical arabinogalactan protein 9-like
LOC111109202,1,0,1,GO:0006810,9.3e-05,uncharacterized LOC111109202
LOC111110316,1,2,3,GO:0006810,9.3e-05,ATP-binding cassette sub-family A member 3-like
LOC111110756,1,3,4,GO:0006810,9.3e-05,uncharacterized LOC111110756
LOC111112991,3,6,9,GO:0006810,9.3e-05,multidrug resistance protein 1-like
LOC111113363,1,2,3,GO:0006810,9.3e-05,sodium- and chloride-dependent GABA transporter 2-like
LOC111115025,1,1,2,GO:0006810,9.3e-05,uncharacterized LOC111115025
LOC111115878,1,1,2,GO:0006810,9.3e-05,transmembrane protein 106B-like
LOC111117525,1,1,2,GO:0006810,9.3e-05,uncharacterized LOC111117525
LOC111122514,1,3,4,GO:0006810,9.3e-05,ABC transporter G family member 23-like
LOC111125338,3,3,6,GO:0006810,9.3e-05,sodium- and chloride-dependent GABA transporter 2-like
LOC111125661,1,2,3,GO:0006810,9.3e-05,uncharacterized LOC111125661
LOC111126257,1,2,3,GO:0006810,9.3e-05,sodium- and chloride-dependent glycine transporter 2-like
LOC111128585,1,1,2,GO:0006810,9.3e-05,probable E3 ubiquitin-protein ligase HERC1
LOC111130021,1,2,3,GO:0006810,9.3e-05,Golgi resident protein GCP60-like
LOC111130338,1,4,5,GO:0006810,9.3e-05,uncharacterized LOC111130338
LOC111131488,1,4,5,GO:0006810,9.3e-05,uncharacterized LOC111131488
LOC111134000,1,4,5,GO:0006810,9.3e-05,cytoplasmic dynein 1 light intermediate chain 2-like
LOC111135171,5,12,17,GO:0006810,9.3e-05,CAP-Gly domain-containing linker protein 1-like
LOC111137788,1,1,2,GO:0006810,9.3e-05,uncharacterized LOC111137788
NA,NA,NA,NA,GO:0051234,9.5e-05,NA
LOC111100005,1,1,2,GO:0007166,9.7e-05,neuroglian-like
LOC111100080,1,1,2,GO:0007166,9.7e-05,B-cell receptor CD22-like
LOC111100408,1,4,5,GO:0007166,9.7e-05,baculoviral IAP repeat-containing protein 2-like
LOC111101018,2,1,3,GO:0007166,9.7e-05,baculoviral IAP repeat-containing protein 3-like
LOC111101719,1,0,1,GO:0007166,9.7e-05,uncharacterized LOC111101719
LOC111103028,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111103028
LOC111103234,2,2,4,GO:0007166,9.7e-05,ubiquinone biosynthesis protein COQ9
LOC111103518,1,2,3,GO:0007166,9.7e-05,ubiquinone biosynthesis protein COQ9
LOC111103928,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111103928
LOC111104793,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111104793
LOC111106352,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111106352
LOC111108126,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111108126
LOC111110400,1,0,1,GO:0007166,9.7e-05,uncharacterized LOC111110400
LOC111110917,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111110917
LOC111111224,1,2,3,GO:0007166,9.7e-05,cadherin EGF LAG seven-pass G-type receptor 2-like
LOC111112092,1,1,2,GO:0007166,9.7e-05,calcitonin gene-related peptide type 1 receptor-like
LOC111112679,1,1,2,GO:0007166,9.7e-05,adhesion G protein-coupled receptor A3-like
LOC111112883,1,2,3,GO:0007166,9.7e-05,calcitonin gene-related peptide type 1 receptor-like
LOC111112963,1,3,4,GO:0007166,9.7e-05,secretin receptor-like
LOC111114933,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111114933
LOC111115146,1,2,3,GO:0007166,9.7e-05,calcitonin gene-related peptide type 1 receptor-like
LOC111115353,2,1,3,GO:0007166,9.7e-05,uncharacterized LOC111115353
LOC111115832,1,3,4,GO:0007166,9.7e-05,CD151 antigen-like
LOC111115896,1,7,8,GO:0007166,9.7e-05,uncharacterized LOC111115896
LOC111117659,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111117659
LOC111117955,1,1,2,GO:0007166,9.7e-05,cell wall integrity and stress response component 4-like
LOC111119426,3,5,8,GO:0007166,9.7e-05,collagen alpha-1(XXV) chain-like
LOC111120730,1,1,2,GO:0007166,9.7e-05,arf-GAP with dual PH domain-containing protein 1-like
LOC111121458,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111121458
LOC111122350,3,3,6,GO:0007166,9.7e-05,laminin subunit alpha-2-like
LOC111122621,3,0,3,GO:0007166,9.7e-05,uncharacterized LOC111122621
LOC111124599,1,5,6,GO:0007166,9.7e-05,UDP-glucose 6-dehydrogenase-like
LOC111124602,3,0,3,GO:0007166,9.7e-05,uncharacterized LOC111124602
LOC111126542,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111126542
LOC111126964,1,1,2,GO:0007166,9.7e-05,uncharacterized LOC111126964
LOC111129055,2,7,9,GO:0007166,9.7e-05,inositol-trisphosphate 3-kinase B-like
LOC111129591,1,4,5,GO:0007166,9.7e-05,uncharacterized LOC111129591
LOC111130158,1,1,2,GO:0007166,9.7e-05,G-protein coupled receptor Mth-like
LOC111133186,1,1,2,GO:0007166,9.7e-05,caspase-9-like
LOC111133666,4,5,9,GO:0007166,9.7e-05,uncharacterized LOC111133666
LOC111133761,1,1,2,GO:0007166,9.7e-05,tetraspanin-33-like
LOC111134631,1,0,1,GO:0007166,9.7e-05,contactin-5-like
LOC111135125,1,2,3,GO:0007166,9.7e-05,gastric inhibitory polypeptide receptor-like
LOC111137804,1,2,3,GO:0007166,9.7e-05,uncharacterized LOC111137804
LOC111102129,1,0,1,GO:0043085,0.00011,calcium and integrin-binding protein 1-like
LOC111121668,1,1,2,GO:0043085,0.00011,uncharacterized LOC111121668
NA,NA,NA,NA,GO:0051716,0.00011,NA
LOC111099483,1,3,4,GO:0045197,0.00013,disks large homolog 1-like
LOC111101134,1,2,3,GO:0045197,0.00013,uncharacterized LOC111101134
LOC111124602,3,0,3,GO:0045197,0.00013,uncharacterized LOC111124602
LOC111134328,2,4,6,GO:0045197,0.00013,protein kinase C iota type-like
LOC111107224,1,4,5,GO:0007519,0.00013,fibropellin-1-like
LOC111118073,1,1,2,GO:0007519,0.00013,growth/differentiation factor 8-like
LOC111124650,2,4,6,GO:0007519,0.00013,titin homolog
LOC111126376,2,13,15,GO:0007519,0.00013,nephrin-like
LOC111126993,2,5,7,GO:0007519,0.00013,SH3 and cysteine-rich domain-containing protein 3-like
LOC111128548,1,4,5,GO:0007519,0.00013,myocyte-specific enhancer factor 2C-like
LOC111137351,1,1,2,GO:0007519,0.00013,E3 ubiquitin-protein ligase NEURL1-like
LOC111137702,1,3,4,GO:0007519,0.00013,filamin-C-like
LOC111101021,1,1,2,GO:0034329,0.00013,filamin-A-like
LOC111137702,1,3,4,GO:0034329,0.00013,filamin-C-like
LOC111099852,2,0,2,GO:0046777,0.00017,uncharacterized LOC111099852
LOC111100240,1,2,3,GO:0046777,0.00017,uncharacterized LOC111100240
LOC111100896,2,7,9,GO:0046777,0.00017,fibroblast growth factor receptor 2-like
LOC111101719,1,0,1,GO:0046777,0.00017,uncharacterized LOC111101719
LOC111102028,1,0,1,GO:0046777,0.00017,uncharacterized LOC111102028
LOC111102983,1,0,1,GO:0046777,0.00017,protein draper-like
LOC111104412,1,0,1,GO:0046777,0.00017,scavenger receptor class F member 1-like
LOC111105237,1,2,3,GO:0046777,0.00017,multiple epidermal growth factor-like domains protein 10
LOC111106951,1,1,2,GO:0046777,0.00017,serine/threonine-protein kinase PAK 3-like
LOC111109585,1,2,3,GO:0046777,0.00017,uncharacterized LOC111109585
LOC111111297,1,3,4,GO:0046777,0.00017,uncharacterized LOC111111297
LOC111111345,1,1,2,GO:0046777,0.00017,PAS domain-containing serine/threonine-protein kinase-like
LOC111113281,1,1,2,GO:0046777,0.00017,uncharacterized LOC111113281
LOC111115882,1,2,3,GO:0046777,0.00017,cell death abnormality protein 1-like
LOC111117400,1,2,3,GO:0046777,0.00017,protein draper-like
LOC111118004,1,2,3,GO:0046777,0.00017,MAP kinase-interacting serine/threonine-protein kinase 1-like
LOC111119098,2,3,5,GO:0046777,0.00017,AP2-associated protein kinase 1-like
LOC111121006,2,3,5,GO:0046777,0.00017,calmodulin-4-like
LOC111121258,1,1,2,GO:0046777,0.00017,uncharacterized LOC111121258
LOC111121357,1,2,3,GO:0046777,0.00017,maternal embryonic leucine zipper kinase-like
LOC111123571,1,2,3,GO:0046777,0.00017,uncharacterized LOC111123571
LOC111124011,1,3,4,GO:0046777,0.00017,vascular endothelial growth factor receptor 1-like
LOC111124864,1,1,2,GO:0046777,0.00017,uncharacterized LOC111124864
LOC111125134,2,3,5,GO:0046777,0.00017,cyclin-dependent kinase-like 5
LOC111125306,1,4,5,GO:0046777,0.00017,cyclin-dependent kinase-like 5
LOC111126541,1,1,2,GO:0046777,0.00017,uncharacterized LOC111126541
LOC111129267,1,2,3,GO:0046777,0.00017,myosin-IIIb-like
LOC111132214,2,2,4,GO:0046777,0.00017,angiopoietin-1 receptor-like
LOC111133103,1,1,2,GO:0046777,0.00017,uncharacterized LOC111133103
LOC111134043,2,3,5,GO:0046777,0.00017,ephrin type-B receptor 1-B-like
LOC111135701,1,1,2,GO:0046777,0.00017,eukaryotic translation initiation factor 2-alpha kinase 3-like
LOC111137136,2,1,3,GO:0046777,0.00017,uncharacterized LOC111137136
NA,NA,NA,NA,GO:0014706,0.00017,NA
NA,NA,NA,NA,GO:0009214,0.00018,NA
NA,NA,NA,NA,GO:0046578,0.00021,NA
LOC111099870,1,7,8,GO:0006470,0.00023,protein phosphatase 1 regulatory subunit 12A-like
LOC111099980,4,8,12,GO:0006470,0.00023,protein phosphatase 1 regulatory subunit 12A-like
LOC111101206,3,2,5,GO:0006470,0.00023,probable serine/threonine-protein kinase roco5
